key,연도,실제예산,시뮬예산,위험지수,Y,Y_bin,시도,시군구,diff
부산광역시북구,2019,17047000.0,422150198.5728854,1.0397447450156667,0.00129915573162,1,부산광역시,북구,405103198.5728854
부산광역시사상구,2019,4060000.0,384712010.48281837,0.7974508622873833,0.0,0,부산광역시,사상구,380652010.48281837
부산광역시사하구,2019,13188000.0,389100756.43439823,0.8255763241661067,0.0007996801705643,1,부산광역시,사하구,375912756.43439823
부산광역시서구,2019,3016000.0,351737362.9556068,0.5822659705901215,0.0,0,부산광역시,서구,348721362.9556068
부산광역시수영구,2019,1344000.0,367526519.4082219,0.682303685050519,0.0,0,부산광역시,수영구,366182519.4082219
부산광역시연제구,2019,1344000.0,364263136.954883,0.6613027605978775,0.0,0,부산광역시,연제구,362919136.954883
부산광역시영도구,2019,20903000.0,413557740.032777,0.981691402534254,0.1653449325868378,1,부산광역시,영도구,392654740.032777
부산광역시중구,2019,0.0,229231874.86619246,-0.1445465261984959,0.0,0,부산광역시,중구,229231874.86619246
부산광역시해운대구,2019,19336000.0,521461806.7456053,1.6812853897782831,0.0007996801705643,1,부산광역시,해운대구,502125806.7456053
서울특별시강남구,2019,0.0,181722303.88906187,-0.4548140677370398,0.0,0,서울특별시,강남구,181722303.88906187
서울특별시강동구,2019,0.0,210840388.28742766,-0.2969129041665571,0.0,0,서울특별시,강동구,210840388.28742766
서울특별시강북구,2019,0.0,183806566.95018217,-0.4435115535319384,0.0,0,서울특별시,강북구,183806566.95018217
서울특별시강서구,2019,0.0,193906929.020267,-0.388739443473796,0.0,0,서울특별시,강서구,193906929.020267
서울특별시관악구,2019,0.0,292645124.381678,0.1767231546838058,0.0,0,서울특별시,관악구,292645124.381678
서울특별시광진구,2019,0.0,238303261.44016695,-0.147987598281755,0.0,0,서울특별시,광진구,238303261.44016695
서울특별시구로구,2019,0.0,204988024.65926376,-0.3286490243687676,0.0,0,서울특별시,구로구,204988024.65926376
서울특별시금천구,2019,0.0,228409411.0500893,-0.2016398395285457,0.0,0,서울특별시,금천구,228409411.0500893
서울특별시노원구,2019,0.0,272574419.2401567,0.0477191142164808,0.0,0,서울특별시,노원구,272574419.2401567
서울특별시도봉구,2019,0.0,129945674.13620795,-0.7355876918492275,0.0,0,서울특별시,도봉구,129945674.13620795
서울특별시동대문구,2019,0.0,190448831.50772813,-0.4074919690005345,0.0,0,서울특별시,동대문구,190448831.50772813
서울특별시동작구,2019,0.0,214983449.69570452,-0.2744459654709746,0.0,0,서울특별시,동작구,214983449.69570452
서울특별시마포구,2019,0.0,185292123.99740595,-0.4354556943930682,0.0,0,서울특별시,마포구,185292123.99740595
서울특별시서대문구,2019,60000.0,281527642.18009734,0.102188776123345,0.0,0,서울특별시,서대문구,281467642.18009734
서울특별시서초구,2019,0.0,221951790.76447102,-0.2366581375403721,0.0,0,서울특별시,서초구,221951790.76447102
서울특별시성동구,2019,0.0,156701987.0064148,-0.5904939117343977,0.0,0,서울특별시,성동구,156701987.0064148
서울특별시성북구,2019,0.0,269903131.8180494,0.0283533696420699,0.0,0,서울특별시,성북구,269903131.8180494
서울특별시송파구,2019,0.0,196761970.48177063,-0.3732571623372425,0.0,0,서울특별시,송파구,196761970.48177063
서울특별시양천구,2019,0.0,192083002.63780335,-0.39863020737563,0.0,0,서울특별시,양천구,192083002.63780335
서울특별시용산구,2019,0.0,268699645.63045114,0.0195933309456242,0.0,0,서울특별시,용산구,268699645.63045114
서울특별시은평구,2019,0.0,266262445.52346718,0.006124482197028,0.0,0,서울특별시,은평구,266262445.52346718
서울특별시종로구,2019,0.0,305797451.2716709,0.2607498425927232,0.0,0,서울특별시,종로구,305797451.2716709
서울특별시중구,2019,0.0,177121726.15459597,-0.4797620199247666,0.0,0,서울특별시,중구,177121726.15459597
서울특별시중랑구,2019,0.0,249159330.363892,-0.0891174510768191,0.0,0,서울특별시,중랑구,249159330.363892
울산광역시남구,2019,94164510.0,298983827.0963279,0.4239993680494378,0.033144598592302,1,울산광역시,남구,204819317.0963279
울산광역시동구,2019,311508000.0,395029410.5371444,1.0526534254779956,0.8775499035577246,1,울산광역시,동구,83521410.53714442
울산광역시북구,2019,3131129275.0,377154391.00849324,0.9408349411791508,0.8970671369063957,1,울산광역시,북구,-2753974883.9915066
울산광역시울주군,2019,5024520610.0,378744883.8988687,0.8938744558209292,0.6239042778177846,1,울산광역시,울주군,-4645775726.101131
울산광역시중구,2019,439645250.0,408737761.320497,1.1406953164046725,0.704383812485933,1,울산광역시,중구,-30907488.679503024
인천광역시강화군,2019,1478000.0,76246190.31152074,-1.1010774149635054,0.0,0,인천광역시,강화군,74768190.31152074
인천광역시계양구,2019,1479000.0,131190232.31854558,-0.7012697057376934,0.0,0,인천광역시,계양구,129711232.31854558
인천광역시남동구,2019,1479000.0,186593935.06596076,-0.3435992824694689,0.0,0,인천광역시,남동구,185114935.06596076
인천광역시미추홀구,2019,0.0,155883033.83286992,-0.5494893734686387,0.0,0,인천광역시,미추홀구,155883033.83286992
인천광역시부평구,2019,1479000.0,177372926.7880461,-0.4042977400343919,0.0,0,인천광역시,부평구,175893926.7880461
인천광역시서구,2019,0.0,121387459.77183115,-0.7621869420566578,0.0,0,인천광역시,서구,121387459.77183115
인천광역시연수구,2019,4820000.0,179058558.91144896,-0.3979259313616515,0.0,0,인천광역시,연수구,174238558.91144896
인천광역시중구,2019,0.0,243460959.87510812,-0.0847168126806573,0.0,0,인천광역시,중구,243460959.87510812
전라남도강진군,2019,0.0,238252913.9419581,-0.0936565135806681,0.0,0,전라남도,강진군,238252913.9419581
전라남도고흥군,2019,30434000.0,321040904.99977195,0.5676486406071715,0.0,0,전라남도,고흥군,290606904.99977195
전라남도곡성군,2019,0.0,322892259.7956763,0.3107205050008292,0.0,0,전라남도,곡성군,322892259.7956763
전라남도광양시,2019,644196810.0,360529165.9464997,0.5763907823731284,0.0439211870579281,1,전라남도,광양시,-283667644.0535003
전라남도구례군,2019,0.0,296833420.07921803,0.2626831429396747,0.0006997551142733,1,전라남도,구례군,296833420.07921803
전라남도나주시,2019,0.0,221723478.1866401,-0.2378962279725606,0.0,0,전라남도,나주시,221723478.1866401
전라남도담양군,2019,0.0,278057614.33551824,0.0675917816420102,0.0014988761237358,1,전라남도,담양군,278057614.33551824
전라남도목포시,2019,0.0,224931657.00953114,-0.1935817194211708,0.0,0,전라남도,목포시,224931657.00953114
전라남도무안군,2019,37482100.0,295807370.852084,0.1638449268940993,9.999500033330834e-05,1,전라남도,무안군,258325270.85208398
