연도,시도,시군구,log_피해밀도_본per_ha,Y_bin,노출도_점수,기후위험도_점수,지자체대응역량_점수,인위적확산_점수,취약성지수_동일가중,취약성지수_실증가중
2023,경상남도,밀양시,0.3996482227865995,1,1.20127697045865,0.8227897372499919,-0.508476988271265,0.9229809632678688,0.6096426706763114,0.6496402829552466
2016,경상남도,사천시,0.4942083179425529,1,1.6693114472515758,0.6968076384192423,0.38376925236808673,0.8219555043265194,0.8929609605913562,0.9705619022030056
2017,경상남도,사천시,0.249590721329058,1,1.6742869390547495,0.0550382709455839,-0.3140090182613431,0.8532744421822802,0.5671476584803177,0.8085901899836028
2018,경상남도,사천시,0.3256279348665349,1,1.6776247307058616,0.4309193809126632,-0.3863688617231581,0.871046810532131,0.6483055151068744,0.8010044779176657
2019,경상남도,사천시,0.2210613851098851,1,1.6776247307058616,0.8635274960313574,-0.37685944945374916,0.6465548146836051,0.7027118979917688,0.7064551862322166
2020,경상남도,사천시,0.1120779034053505,1,1.6830755232472931,0.5213090722110102,-0.2841831662914172,0.4850087700408401,0.6013025498019315,0.6586523030351519
2021,경상남도,사천시,0.1393270652210992,1,1.6830755232472931,0.491814025337259,-0.34245487400544516,0.49944968793995237,0.5829710906297649,0.6503120230740008
2022,경상남도,사천시,0.198276923584082,1,1.6830755232472931,-0.003436492611882641,-0.38723921324280275,0.5209325280762579,0.4533330863672165,0.6463864252193579
2023,경상남도,사천시,0.3939321922944401,1,1.6816638510850876,1.1312647686959356,-0.3903232144587194,0.3075418960386617,0.6825368253402413,0.5562469886727284
2016,경상남도,산청군,0.000899595242836,1,1.2042040203687194,0.35950329580552887,0.38376925236808673,1.0508835651192419,0.7495900334153942,0.9278609272822566
2017,경상남도,산청군,0.0002999550089979,1,1.2089211862832288,0.07752319610358868,-0.08517675566359517,1.0819895988107824,0.5708143063835012,0.824514085219407
2018,경상남도,산청군,0.0002999550089979,1,1.212997991538995,0.0446176476088295,-0.16870589897943217,1.0987429355032383,0.5469131689179076,0.8121071627458496
2019,경상남도,산청군,0.000499875041651,1,1.212997991538995,0.9747401949217076,-0.23101377380628935,1.2216036308316398,0.7945820108715131,0.8547313491278163
2020,경상남도,산청군,0.000499875041651,1,1.1865247755607846,0.449437180333014,-0.15422083647624008,1.2535807198480355,0.6838304598163985,0.8776051191827201
2021,경상남도,산청군,0.0001999800026662,1,1.1865247755607846,0.06847310183562619,-0.12779317601543838,1.2629121733452722,0.5975292186815611,0.8866374683997017
2022,경상남도,산청군,9.999500033330834e-05,1,1.1865247755607846,-0.30723708808042416,-0.04718209048577546,1.2818769090337638,0.5284956265070873,0.9134801565317627
2023,경상남도,산청군,0.0006997551142733,1,1.1874411727508398,0.4049476969180302,-0.10424676897757568,1.318068549836571,0.7015526626319664,0.9185741268438925
2016,경상남도,양산시,0.2393318115107342,1,0.2345886348222771,1.246172533121371,0.38376925236808673,0.30307363600790604,0.5419010140799102,0.30650466496548906
2017,경상남도,양산시,0.2117994496135527,1,0.2387672654615861,-0.10053833628497863,-0.3128298772399364,0.14167450053555705,-0.008231611881942963,0.056621746596398556
2018,경상남도,양산시,0.1058004188862116,1,0.24438470180553654,-0.2913451324064745,-0.36046869624254985,0.1672639599481732,-0.06004129172382867,0.056850533176278556
2019,경상남도,양산시,0.0843411484337508,1,0.24438470180553654,1.0433973488931274,-0.38067149381189136,-0.08567462055772647,0.20535898408226153,-0.05366579043463159
2020,경상남도,양산시,0.0343048036919903,1,0.24076258176446252,0.7435574756517398,-0.30667608933567964,-0.04953808565362919,0.15702647060672337,-0.021687446818504832
2021,경상남도,양산시,0.076220025911409,1,0.24076258176446252,0.7813217393882863,-0.36303602276790525,-0.03169097873502803,0.1568393299124539,-0.027753004909814413
2022,경상남도,양산시,0.080750149685109,1,0.24076258176446252,-0.06255554657085244,-0.33436515454660837,-0.008529461726657389,-0.04117189526991392,-0.014115823160730678
2023,경상남도,양산시,0.1858154460482104,1,0.24611316818525028,1.0814671579466464,-0.39632770092837455,0.02722774489633803,0.23962009252496502,-0.0071760964806856994
2016,경상남도,의령군,0.1520341558554981,1,2.1367885933674358,0.1903673213008659,0.38376925236808673,0.8064417317443916,0.8793417246951951,1.104219563103563
2017,경상남도,의령군,0.0653194661206425,1,2.142023727227951,0.8843335494356418,-0.17800990314198625,0.5054889816993889,0.8384590888052489,0.835937447275895
2018,경상남도,의령군,0.0819485826471674,1,2.1446187400050296,0.49311915899940567,-0.24733994176234259,0.5269420375253533,0.7293349986918616,0.827114184754438
2019,경상남도,의령군,0.0410459694360009,1,2.1446187400050296,0.6688218568390316,-0.3786821090655337,0.6325322277878351,0.7668226788915906,0.8415433278049436
2020,경상남도,의령군,0.0277124385665357,1,2.0903940623430834,0.5085194288073808,-0.29486651433195044,0.6633487348581377,0.7418489279191629,0.8588014360429528
2021,경상남도,의령군,0.0340148785872776,1,2.0903940623430834,0.11139503335526882,-0.2835813795984127,0.6757411769499095,0.6484872232624623,0.8653244340981253
2022,경상남도,의령군,0.0855352881062627,1,2.0903940623430834,-0.3187269227143274,-0.29673421042471504,0.6962144639049053,0.5427868482772366,0.8691499472371667
2023,경상남도,의령군,0.1168937514714993,1,2.087072684452119,0.4156782139991662,-0.32863294633962237,0.7321170033130826,0.7265587388561863,0.8792124476303138
2016,경상남도,진주시,0.2522362255174821,1,1.617630503801152,0.6968076384192423,-0.6398539055747793,1.049277833399195,0.6809655175112026,0.7989612889532134
2017,경상남도,진주시,0.0422929121902514,1,1.6225772914278878,0.0550382709455839,-0.17689417195980014,0.7483286501645858,0.5622625101445644,0.7808766678559402
2018,경상남도,진주시,0.1166268119317196,1,1.6259971994205238,0.4309193809126632,-0.3765462753951251,0.7693639505416818,0.6124335638699359,0.7429295422124407
2019,경상남도,진주시,0.0989399478549035,1,1.6259971994205238,0.8635274960313574,-0.4403645187316517,0.6757767721949786,0.681234237228802,0.6876821790814278
2020,경상남도,진주시,0.0717623662268907,1,1.6261100359319265,0.5213090722110102,-0.4126799319010426,0.7144858021850958,0.6123062446067474,0.7101685237963091
2021,경상남도,진주시,0.0765906021617125,1,1.6261100359319265,0.491814025337259,-0.4517472664446055,0.5872163575938162,0.563348288104599,0.6442381061401989
2022,경상남도,진주시,0.120357496663734,1,1.6261100359319265,-0.003436492611882641,-0.39737796092861766,0.5000071524962613,0.43132568372192187,0.6172467584829658
2023,경상남도,진주시,0.196224461962946,1,1.6249654454441995,1.1312647686959356,-0.35573465867120657,0.5360816664717556,0.7341443054851711,0.6482034314312912
2016,경상남도,창녕군,0.4213384572644545,1,1.7036355138309385,1.0948098200726002,0.38376925236808673,0.6658882893547934,0.9620257189066047,0.9140874213840433
2017,경상남도,창녕군,0.3190353801097767,1,1.7086300696061953,-0.07567341854009857,-0.27930268613381715,0.6984326322230004,0.51302164928882,0.7590019718876433
2018,경상남도,창녕군,0.3090276264711589,1,1.7119133234221682,0.060455490871616,-0.3590598308155943,0.720022619650659,0.5333329007822122,0.7501719453220151
2019,경상남도,창녕군,0.1765549618996175,1,1.7119133234221682,0.8132464251953038,-0.3601315143877891,0.6244175976350048,0.6973614579661719,0.7111372640856866
2020,경상남도,창녕군,0.1116308161711853,1,1.7280399434739855,0.6458063903109581,-1.9414708644975307,0.5235435416492267,0.2389797527341599,0.275574239240181
2021,경상남도,창녕군,0.1080469040831337,1,1.7280399434739855,0.6995844909458422,-0.330165518611939,0.5387597486427956,0.659054666112671,0.6853374299980382
2022,경상남도,창녕군,0.0936724758626351,1,1.7280399434739855,0.12836103011682207,-0.28876735855762026,0.45172300603676,0.5048391552674868,0.6548436074667214
2023,경상남도,창녕군,0.3335393685365754,1,1.7264174564269785,0.8227897372499919,-0.31043064050161884,0.48778484427534075,0.681640349362673,0.6678771934168606
2016,경상남도,창원시,0.354733059701391,1,0.8740968651686699,0.8501070598257418,0.38376925236808673,0.699406677910722,0.7018449638183051,0.6744976305051363
2017,경상남도,창원시,0.2717813229201039,1,0.8786306858616395,0.17522292029244055,-0.37210877252732044,0.7328520550921338,0.35364922217972333,0.49865605867368423
2018,경상남도,창원시,0.3313879047118487,1,0.8832320015091697,0.08965237794494835,-0.4639606583629734,0.7569877449415547,0.31647786650817483,0.4873461849734828
2019,경상남도,창원시,0.128041349880884,1,0.8832320015091697,0.8183154126605187,-0.44185360658697415,0.5098582805522831,0.4423880220337494,0.38728749553768727
2020,경상남도,창원시,0.0687795153948257,1,0.8810622588094978,0.4972637619768197,-2.0232726395268013,0.4729079080341788,-0.043009677676576236,-0.026416235062246052
2021,경상남도,창원시,0.0698991273796671,1,0.8810622588094978,0.8499243041632049,-0.3336345655798525,0.4903447549868739,0.4719241880949311,0.4052281722776664
2022,경상남도,창원시,0.0828694778222946,1,0.8810622588094978,0.03019965279167061,-0.31044242647292397,0.5133040830056259,0.2785308920334676,0.417513350412332
2023,경상남도,창원시,0.2789187867816239,1,0.8834108115784667,1.045578451192094,-0.22737274042503983,0.4844066170618056,0.5465057848518317,0.4307605872011444
2016,경상남도,통영시,0.2335690167977925,1,2.4039981340808465,0.5974667863934668,0.38376925236808673,0.6952416914424192,1.020118966071205,1.1386412179618963
2017,경상남도,통영시,0.1083161434834588,1,2.4093816791213922,0.29932957066826416,-0.27714402763154133,0.7266630892544876,0.7895575778531507,0.9875734801675915
2018,경상남도,통영시,0.0966728872602607,1,2.4115521201232912,0.3020160700296134,-0.34005398456471003,0.7449550263253447,0.7796173079783848,0.9805739591144775
2019,경상남도,통영시,0.0789035975954659,1,2.4115521201232912,0.694290744255273,-0.3889287545176977,0.5184826258397851,0.8088491839251629,0.8703785258611763
2020,경상남도,통영시,0.0701788346212465,1,2.4041000561359303,0.9474124108079796,-0.3409982075312954,0.5558967201095553,0.8916027448805425,0.8976765817520596
2021,경상남도,통영시,0.0906630348972421,1,2.4041000561359303,0.6315063198590192,-0.3784880506650802,0.5690517081971699,0.8065425083817598,0.8927003547172385
2022,경상남도,통영시,0.071948499312584,1,2.4041000561359303,-0.4258164579689366,-0.34312852377473724,0.5899008017559045,0.5562639690370402,0.9060486841730737
2023,경상남도,통영시,0.181321056460371,1,2.3993078732705055,0.3794672549722477,-0.33461377145066207,0.6257745200843373,0.7674839692191071,0.9260659308881563
