연도,시도,시군구,log_피해밀도_본per_ha,Y_bin,노출도_점수,기후위험도_점수,지자체대응역량_점수,인위적확산_점수,구조적취약성지수,위험지수,연속발생연수_L1,집단발생여부_L1,log_인접시군_피해밀도_본per_ha_L1,key,구조적취약성지수_gm,연속발생연수_L1_gm,집단발생여부_L1_gm,log_인접시군_피해밀도_본per_ha_L1_gm,Model2_예측확률,_decile
2021,경기도,부천시,0.0,0,-1.286592222104862,-0.7911397055806555,0.661977496328156,-0.5988678506274194,-0.5036555704961954,-0.8921999261043124,0.0,0.0,0.0,경기도부천시,-0.5257052598851029,0.0,0.0,0.0,0.050938103913142,1
2022,경기도,부천시,0.0,0,-1.286592222104862,-0.3217443821765609,0.7039822447798993,-0.5757782212583294,-0.3700331451899632,-0.7280382751799174,0.0,0.0,0.0,경기도부천시,-0.5257052598851029,0.0,0.0,0.0,0.04146848104276794,1
2023,경기도,부천시,0.0,0,-1.286592222104862,-0.8890609250785889,0.7311373456691725,-0.5530763216349992,-0.4993980307873193,-0.90957648960615,0.0,0.0,0.0,경기도부천시,-0.5257052598851029,0.0,0.0,0.0,0.05060701994185869,1
2017,경기도,성남시,0.1036390347594859,1,-1.2307372488889914,0.5623928296031668,-0.5344365234557222,-0.5060120825697433,-0.4271982563278225,-0.3914521672851892,1.0,1.0,0.1629688282781396,경기도성남시,-0.5432630057792512,4.0,0.8571428571428571,0.07956925105048548,0.9991442613611664,8
2018,경기도,성남시,0.0919408736983572,1,-1.2227861989911029,0.0117860217062298,-0.6223577212083323,-0.475570353619252,-0.5772320630281143,-0.5621901769680416,2.0,1.0,0.1058004188862116,경기도성남시,-0.5432630057792512,4.0,0.8571428571428571,0.07956925105048548,0.9994153522558842,9
2019,경기도,성남시,0.062411260121397,1,-1.2227861989911029,-0.1251059459912831,-0.6331623406007318,-0.402903141802336,-0.5959894068463635,-0.5835984289282407,3.0,1.0,0.0797349680188535,경기도성남시,-0.5432630057792512,4.0,0.8571428571428571,0.07956925105048548,0.9994709303851109,9
2020,경기도,성남시,0.0626930693384234,1,-1.2158418679312657,-0.017503174578237,-0.6327283478746498,-0.3929909346924862,-0.5647660812691597,-0.542111992400663,4.0,1.0,0.0851680123698782,경기도성남시,-0.5432630057792512,4.0,0.8571428571428571,0.07956925105048548,0.9994432381225477,9
2021,경기도,성남시,0.00129915573162,1,-1.2158418679312657,-0.1286206468590574,-0.7216243609104644,-0.3747073080432532,-0.6101985459360102,-0.5730566076111921,5.0,1.0,0.0733433942242095,경기도성남시,-0.5432630057792512,4.0,0.8571428571428571,0.07956925105048548,0.9995017943078612,9
2022,경기도,성남시,0.029461710149619,1,-1.2158418679312657,0.4605993410638616,-0.6342870290605419,-0.3513295004707343,-0.4352147640996701,-0.3688573424460461,6.0,1.0,0.0238141780992548,경기도성남시,-0.5432630057792512,4.0,0.8571428571428571,0.07956925105048548,0.999415246127563,9
2023,경기도,성남시,0.1054405124579969,1,-1.2158418679312657,-0.2645361766010874,-0.5600283202856058,-0.3285613269725135,-0.5922419229476181,-0.6029797905016222,7.0,0.0,0.0261549574768512,경기도성남시,-0.5432630057792512,4.0,0.8571428571428571,0.07956925105048548,0.9975220425542054,8
2017,경기도,수원시,0.0,0,-1.0158687518211869,0.6386258965657722,0.711348555417926,-0.3093177754480475,0.0061969811786159,-0.2288535435678207,0.0,0.0,0.0087615056685727,경기도수원시,-0.3370067115371579,0.0,0.0,0.0044991599451060715,0.03289923072018302,1
2018,경기도,수원시,0.0,0,-1.0082589190016913,-0.0701306999415991,0.6598233988354029,-0.2848365883834623,-0.1758507021228375,-0.4544087357755842,0.0,0.0,0.0080673710777587,경기도수원시,-0.3370067115371579,0.0,0.0,0.0044991599451060715,0.043706802838844955,1
2019,경기도,수원시,0.0,0,-1.0082589190016913,-0.1478030349212727,0.6638779072792427,-0.5343398270662911,-0.2566309684275031,-0.5634672603297517,0.0,0.0,0.0058826631581554,경기도수원시,-0.3370067115371579,0.0,0.0,0.0044991599451060715,0.04972048986210022,1
2020,경기도,수원시,0.0,0,-1.0920524969409722,0.0029975817513372,0.6912197662605586,-0.6411015576203762,-0.2597341766373631,-0.5767188242700038,0.0,0.0,0.0055843782939006,경기도수원시,-0.3370067115371579,0.0,0.0,0.0044991599451060715,0.04998923068265003,1
2021,경기도,수원시,0.0,0,-1.0920524969409722,-0.1452854663273057,-0.4022637596551203,-0.6234464362946857,-0.565762039804521,-0.6202614665209879,0.0,0.0,0.0009995003330835,경기도수원시,-0.3370067115371579,0.0,0.0,0.0044991599451060715,0.08012600450672169,4
2022,경기도,수원시,0.0,0,-1.0920524969409722,0.5466517325462844,-0.3010424396315634,-0.9386700861719394,-0.4462783225495476,-0.494690283522209,0.0,0.0,0.0013990209137073,경기도수원시,-0.3370067115371579,0.0,0.0,0.0044991599451060715,0.06696197455600725,3
2023,경기도,수원시,0.0,0,-1.0920524969409722,-0.4205613347807108,-0.2156810522990529,-0.9156561255670588,-0.6609877523969487,-0.8094233190962473,0.0,0.0,0.0007996801705643,경기도수원시,-0.3370067115371579,0.0,0.0,0.0044991599451060715,0.09224395981633302,4
2017,경기도,시흥시,0.0,0,-1.2776837498422564,-0.7009918168634263,0.711348555417926,-0.0825834645598402,-0.3374776189618992,-0.6870863437551744,0.0,0.0,0.0,경기도시흥시,-0.40106279875729295,0.0,0.0,0.0,0.05037663478810697,1
2018,경기도,시흥시,0.0,0,-1.269658147610663,-1.1976317497393492,0.6598233988354029,-0.0556982247031725,-0.4657911808044455,-0.8409960406843949,0.0,0.0,0.0,경기도시흥시,-0.40106279875729295,0.0,0.0,0.0,0.0612550201494374,2
2019,경기도,시흥시,0.0,0,-1.269658147610663,-0.8789727464630025,0.6638779072792427,-0.3134456471781315,-0.4495496584931386,-0.8206921804172658,0.0,0.0,0.0,경기도시흥시,-0.40106279875729295,0.0,0.0,0.0,0.05976528859429193,2
2020,경기도,시흥시,0.0,0,-1.2467997657070613,-1.155827095038427,0.6912197662605586,-0.2468861253222002,-0.4895733049517825,-0.8831709953558962,0.0,0.0,0.0,경기도시흥시,-0.40106279875729295,0.0,0.0,0.0,0.0634991161384214,2
2021,경기도,시흥시,0.0,0,-1.2467997657070613,-0.7911397055806555,0.661977496328156,-0.2282755170483261,-0.4010593730019718,-0.7554049961120143,0.0,0.0,0.0,경기도시흥시,-0.40106279875729295,0.0,0.0,0.0,0.05551713439046348,2
2022,경기도,시흥시,0.0,0,-1.2467997657070613,-0.3217443821765609,0.7039822447798993,-0.2047368676409517,-0.2673246926861686,-0.5910936718415246,0.0,0.0,0.0,경기도시흥시,-0.40106279875729295,0.0,0.0,0.0,0.045229001982605405,1
2023,경기도,시흥시,0.0,0,-1.2467997657070613,-0.8890609250785889,0.7311373456691725,-0.1819317044901009,-0.3966637624016446,-0.7725974650919171,0.0,0.0,0.0,경기도시흥시,-0.40106279875729295,0.0,0.0,0.0,0.05514640833665745,1
2017,경기도,안산시,0.0,0,-0.8140567563653005,-0.0311829601488269,0.711348555417926,-0.4247412472967796,-0.1396581020982452,-0.423326987936969,0.0,0.0,0.0002999550089979,경기도안산시,-0.2128112395528526,0.0,0.0,0.00014284143104711548,0.053701256797922564,1
2018,경기도,안산시,0.0,0,-0.806767406540817,-0.6338812248404742,0.6598233988354029,-0.4019919720051074,-0.2957043011377489,-0.6142135344621328,0.0,0.0,0.0001999800026662,경기도안산시,-0.2128112395528526,0.0,0.0,0.00014284143104711548,0.06804528371085194,3
2019,경기도,안산시,0.0,0,-0.806767406540817,-0.5133878906921375,0.6638779072792427,-0.3020062757240958,-0.2395709164194518,-0.5407205243190167,0.0,0.0,9.999500033330834e-05,경기도안산시,-0.2128112395528526,0.0,0.0,0.00014284143104711548,0.06253451173632636,2
2020,경기도,안산시,0.0,0,-0.8372857807410475,-0.5764147566435449,0.6912197662605586,-0.3039686346255087,-0.2566123514373856,-0.5725563906700337,0.0,0.0,0.0001999800026662,경기도안산시,-0.2128112395528526,0.0,0.0,0.00014284143104711548,0.06415261895071245,3
2021,경기도,안산시,0.0,0,-0.8372857807410475,-0.468212585953981,0.661977496328156,-0.2904862934055086,-0.2335017909430953,-0.531994886700179,0.0,0.0,0.0001999800026662,경기도안산시,-0.2128112395528526,0.0,0.0,0.00014284143104711548,0.06194989434798137,2
2022,경기도,안산시,0.0,0,-0.8372857807410475,0.1124536751848618,0.7039822447798993,-0.2694702318759057,-0.072580023163048,-0.3314341124773638,0.0,0.0,0.0,경기도안산시,-0.2128112395528526,0.0,0.0,0.00014284143104711548,0.04849032099696468,1
2023,경기도,안산시,0.0,0,-0.8372857807410475,-0.6548111299296501,0.7311373456691725,-0.2472452016824491,-0.2520511916709935,-0.5797807041177155,0.0,0.0,0.0,경기도안산시,-0.2128112395528526,0.0,0.0,0.00014284143104711548,0.06373882891834314,3
2017,경기도,안성시,0.0028958031120255,1,-0.94240880610958,0.0960046598759351,-0.3268155744316001,-1.1418853828053304,-0.5787762758676438,-0.6627631763463251,1.0,0.0,0.0072734839664983,경기도안성시,-0.5924262646740246,4.0,0.42857142857142855,0.003576840511845729,0.9883105918871168,8
2018,경기도,안성시,0.0050870390485571,1,-0.934915629702712,0.0550863291067343,-0.5082803395492926,-1.159060219584254,-0.6367924649323811,-0.6796298400600772,2.0,1.0,0.0057832447557273,경기도안성시,-0.5924262646740246,4.0,0.42857142857142855,0.003576840511845729,0.9980756264764199,8
2019,경기도,안성시,0.0058826631581554,1,-0.934915629702712,0.0243046925138754,-0.4519968055709845,-1.1705546709965562,-0.6332906034390943,-0.6937218693951309,3.0,1.0,0.0040916179032535,경기도안성시,-0.5924262646740246,4.0,0.42857142857142855,0.003576840511845729,0.9980939690088562,8
2020,경기도,안성시,0.000899595242836,1,-0.9301172539555452,0.2786267799805461,-0.4618560095863767,-1.1871096546713984,-0.5751140345581935,-0.6128667095487992,4.0,1.0,0.0037927982386962,경기도안성시,-0.5924262646740246,4.0,0.42857142857142855,0.003576840511845729,0.9979319716737959,8
2021,경기도,안성시,0.0,0,-0.9301172539555452,0.0358972396491273,-0.4522611372456267,-1.2250681384550588,-0.6428873225017759,-0.7064293842538256,5.0,0.0,0.0005998200719676,경기도안성시,-0.5924262646740246,4.0,0.42857142857142855,0.003576840511845729,0.9900633354135023,8
2022,경기도,안성시,0.0003999200213269,1,-0.9301172539555452,0.4931516586963427,-0.3645940787714127,-1.2174291297380255,-0.5047472009421602,-0.5514649083324094,6.0,0.0,0.0018981972830802,경기도안성시,-0.5924262646740246,4.0,0.42857142857142855,0.003576840511845729,0.9877173723017371,8
2023,경기도,안성시,0.0045894523338072,1,-0.9301172539555452,0.1727534253307793,-0.3502795473846847,-1.1938604258982433,-0.5753759504769235,-0.6504080848410031,7.0,0.0,0.001598721363697,경기도안성시,-0.5924262646740246,4.0,0.42857142857142855,0.003576840511845729,0.9891567567153876,8
2017,경기도,양주시,0.0007996801705643,1,-0.6036774196580101,0.0524317384904582,-0.2250493849166558,-0.1249454123747599,-0.2253101196147419,-0.2253970311807706,1.0,0.0,0.0280041964095973,경기도양주시,-0.2825097493952865,4.0,0.14285714285714285,0.012227830050255243,0.9704348006187987,7
2018,경기도,양주시,0.0020977980821461,1,-0.5967221580018952,0.1564008612849994,-0.3052044195173976,-0.0995370408868628,-0.211265689280289,-0.1799527792012528,2.0,0.0,0.0107420965319021,경기도양주시,-0.2825097493952865,4.0,0.14285714285714285,0.012227830050255243,0.9712097032190432,7
2019,경기도,양주시,0.000899595242836,1,-0.5967221580018952,-0.1342790210095311,-0.3132163000840981,-0.2095441936852689,-0.3134404181951983,-0.3135151242322317,3.0,1.0,0.0084640784121294,경기도양주시,-0.2825097493952865,4.0,0.14285714285714285,0.012227830050255243,0.9955279660526317,8
2020,경기도,양주시,9.999500033330834e-05,1,-0.5811046907593443,-0.0249619559950471,-0.3538361712808713,-0.3118317864197066,-0.3179336511137423,-0.305966144391366,4.0,0.0,0.0080673710777587,경기도양주시,-0.2825097493952865,4.0,0.14285714285714285,0.012227830050255243,0.9763285116214101,8
2021,경기도,양주시,0.0003999200213269,1,-0.5811046907593443,-0.2401644576979121,-0.3219106976769635,-0.2940614542411669,-0.3593103250938467,-0.3717768675661411,5.0,0.0,0.0131136391453831,경기도양주시,-0.2825097493952865,4.0,0.14285714285714285,0.012227830050255243,0.9778277008285721,8
2022,경기도,양주시,0.0024968801985871,1,-0.5811046907593443,0.599670270139042,-0.3339925034086077,-0.3798419300770596,-0.1738172135264924,-0.1204254502324539,6.0,0.0,0.0038924147153438,경기도양주시,-0.2825097493952865,4.0,0.14285714285714285,0.012227830050255243,0.9712305465607023,7
2023,경기도,양주시,0.0024968801985871,1,-0.5811046907593443,-0.2371722677826537,-0.3306565491041712,-0.3570298081246099,-0.3764908289426948,-0.3917689222222026,7.0,0.0,0.0133110140596723,경기도양주시,-0.2825097493952865,4.0,0.14285714285714285,0.012227830050255243,0.9788907195389392,8
2017,경기도,양평군,0.0175451792157488,1,-0.1560575496261741,0.4346482584958647,-0.2066742301130019,-0.852970750686443,-0.1952635679824386,-0.1914600139389174,1.0,1.0,0.2253012218680091,경기도양평군,-0.28752210494245345,4.0,1.0,0.10824984939136435,0.9994711550209754,9
2018,경기도,양평군,0.0148886124937506,1,-0.1498131206252279,0.0561106633207539,-0.3420266935290481,-0.8305124058597693,-0.3165603891733228,-0.3080716210547478,2.0,1.0,0.126632650933366,경기도양평군,-0.28752210494245345,4.0,1.0,0.10824984939136435,0.9996550703637191,9
2019,경기도,양평군,0.0420052941450301,1,-0.1498131206252279,0.0951751107680139,-0.3953404495799837,-0.8225497069632117,-0.3181320416001023,-0.2923959056068085,3.0,1.0,0.0990305234629542,경기도양평군,-0.28752210494245345,4.0,1.0,0.10824984939136435,0.9996801927130421,9
2020,경기도,양평군,0.0648509723196163,1,-0.1566975609717665,-0.1802225433013078,-0.3953012543361064,-0.8028837120802185,-0.3837762676723498,-0.3799346054510975,4.0,1.0,0.1063400357713265,경기도양평군,-0.28752210494245345,4.0,1.0,0.10824984939136435,0.9997109253464854,9
2021,경기도,양평군,0.0905716981843869,1,-0.1566975609717665,-0.1674857558818608,-0.309298904120319,-0.8225887122939216,-0.3640177333169669,-0.3822573430491829,5.0,1.0,0.1165378162479515,경기도양평군,-0.28752210494245345,4.0,1.0,0.10824984939136435,0.9996981713560973,9
2022,경기도,양평군,0.1868114620668066,1,-0.1566975609717665,0.8845260187947259,-0.3103568740407731,-0.823239293538938,-0.1014419274391879,-0.0318036119053261,6.0,1.0,0.03912455468405,경기도양평군,-0.28752210494245345,4.0,1.0,0.10824984939136435,0.9996165903595023,9
2023,경기도,양평군,0.1857323999160363,1,-0.1566975609717665,-0.0203892066909436,-0.3440266578305858,-0.8127378041579274,-0.3334628074128059,-0.3299415239402125,7.0,1.0,0.0447821427718931,경기도양평군,-0.28752210494245345,4.0,1.0,0.10824984939136435,0.9997359830332226,10
2017,경기도,여주시,9.999500033330834e-05,1,-1.021411705693559,0.0960046598759351,0.711348555417926,-0.6573467867924176,-0.2178513192980289,-0.5275846108700138,1.0,0.0,0.2399613362403691,경기도여주시,-0.45424212757299376,4.0,0.0,0.11459411981067277,0.8933017386309817,7
2018,경기도,여주시,0.0003999200213269,1,-1.0137930705109817,0.0550863291067343,-0.4209972982376994,-0.697669544983371,-0.5193433961563294,-0.5521254287958728,2.0,0.0,0.126632650933366,경기도여주시,-0.45424212757299376,4.0,0.0,0.11459411981067277,0.9466447617270353,7
2019,경기도,여주시,0.0001999800026662,1,-1.0137930705109817,0.0243046925138754,-0.3944254000485305,-0.7023081363732078,-0.5215554786047112,-0.5639321714567713,3.0,0.0,0.1033685329770331,경기도여주시,-0.45424212757299376,4.0,0.0,0.11459411981067277,0.9499289500982082,7
2020,경기도,여주시,0.00129915573162,1,-1.0077072664171458,0.2786267799805461,-0.416616488506548,-0.7323538185571588,-0.4695126983750766,-0.4871447683312528,4.0,0.0,0.1140427160406602,경기도여주시,-0.45424212757299376,4.0,0.0,0.11459411981067277,0.9451427122506475,7
2021,경기도,여주시,0.00129915573162,1,-1.0077072664171458,0.0358972396491273,-0.3398746720400876,-0.7627690924466104,-0.5186134478136791,-0.5781930397382097,5.0,0.0,0.1060702637270664,경기도여주시,-0.45424212757299376,4.0,0.0,0.11459411981067277,0.9505039831567947,7
2022,경기도,여주시,0.000499875041651,1,-1.0077072664171458,0.4931516586963427,-0.421183646244197,-0.7842559623315093,-0.4299988040741274,-0.4329371900174374,6.0,0.0,0.0455468149559703,경기도여주시,-0.45424212757299376,4.0,0.0,0.11459411981067277,0.9506753732062146,7
2023,경기도,여주시,0.0017983819413793,1,-1.0077072664171458,0.1727534253307793,-0.415260789318785,-0.7610643643508634,-0.5028197486890038,-0.5320060684790766,7.0,0.0,0.0665365238002442,경기도여주시,-0.45424212757299376,4.0,0.0,0.11459411981067277,0.9543855019887533,7
2020,경기도,연천군,0.0034938892542557,1,-1.2428310750955034,-0.0249619559950471,-0.5838493198797685,-0.7587998265773245,-0.6526105443869109,-0.6755309525559583,4.0,1.0,0.0125212805536717,경기도연천군,-0.6160684396302398,5.5,0.5,0.015140500927725451,0.9998332770897534,10
2021,경기도,연천군,0.0001999800026662,1,-1.2428310750955034,-0.2401644576979121,-0.549683814487383,-0.7395593644396677,-0.6930596779301166,-0.7408516324110277,5.0,1.0,0.0201947072855192,경기도연천군,-0.6160684396302398,5.5,0.5,0.015140500927725451,0.9998429216574501,10
2022,경기도,연천군,0.0007996801705643,1,-1.2428310750955034,0.599670270139042,-0.4461451683229545,-0.715710890737877,-0.4512542160043232,-0.4529572318981127,6.0,0.0,0.0062802379571504,경기도연천군,-0.6160684396302398,5.5,0.5,0.015140500927725451,0.9987773129698955,8
