항목,값
n>=2_코드수,2188457.0
관측치_거리표본수(n>=2 코드에 속한 행수),6839949.0
거리_중앙값(m),2.3717082451262845
거리_90퍼센타일(m),4.585984081961035
거리_95퍼센타일(m),5.186520991981789
거리_최대값(m),129707.09724247723
10m_초과_비율,0.0004902083334247083
50m_초과_비율,0.0004378687618869673
100m_초과_비율,0.0004378687618869673
300m_초과_비율,0.0004378687618869673
