법정동코드,법정동명,레벨,등장연도,행수
4615033026,전라남도 순천시 황전면 황학리,동,"[2016, 2019, 2020, 2021]",381
4613031021,전라남도 여수시 소라면 덕양리,동,"[2016, 2017, 2018, 2019, 2020, 2021]",380
4513032022,전라북도 군산시 회현면 금광리,동,"[2017, 2018, 2019, 2020]",376
4725032026,경상북도 상주시 사벌면 용담리,동,"[2017, 2019, 2020]",370
4688031000,전라남도 장성군 진원면,동,[2021],367
4575039000,전라북도 임실군 강진면,동,"[2018, 2021, 2022]",364
4617011400,전라남도 나주시 성북동,동,[2016],364
2771034027,대구광역시 달성군 옥포면 반송리,동,"[2017, 2018, 2019]",361
4513025026,전라북도 군산시 옥구읍 선제리,동,"[2017, 2018, 2019, 2020, 2021]",357
4573032030,전라북도 무주군 설천면 삼공리,동,[2018],356
4571036026,전라북도 완주군 고산면 화정리,동,"[2022, 2023]",354
4725032031,경상북도 상주시 사벌면 퇴강리,동,"[2016, 2017, 2019, 2020, 2021]",353
4615039024,전라남도 순천시 별량면 덕정리,동,"[2016, 2017, 2018, 2019, 2020, 2021]",349
4623034000,전라남도 광양시 진상면,동,"[2021, 2022]",342
4617013300,전라남도 나주시 진포동,동,[2016],342
4577025021,전라북도 순창군 순창읍 순화리,동,"[2018, 2019, 2020, 2021]",340
4575037021,전라북도 임실군 삼계면 후천리,동,"[2018, 2021]",340
4513013700,전라북도 군산시 구암동,동,"[2017, 2018, 2019, 2020, 2022]",339
4521041021,전라북도 김제시 진봉면 고사리,동,"[2016, 2017, 2019]",336
4513032026,전라북도 군산시 회현면 학당리,동,"[2017, 2018, 2019, 2020]",333
4518012300,전라북도 정읍시 흑암동,동,"[2017, 2018, 2019, 2020, 2021, 2022]",322
4623025026,전라남도 광양시 광양읍 초남리,동,"[2020, 2021]",322
4161036027,경기도 광주시 중부면 불당리,동,"[2016, 2017]",319
3171039022,울산광역시 울주군 삼남면 상천리,동,"[2016, 2017, 2018, 2019, 2020, 2021]",316
2914012600,광주광역시 서구 세하동,동,"[2016, 2017, 2019, 2021]",314
4623010300,전라남도 광양시 도이동,동,"[2016, 2017, 2018, 2020, 2021, 2022]",313
4623035024,전라남도 광양시 진월면 선소리,동,"[2016, 2017, 2018, 2019, 2020, 2021]",313
4623033021,전라남도 광양시 옥곡면 원월리,동,"[2016, 2017, 2018, 2019, 2020]",312
4623035021,전라남도 광양시 진월면 망덕리,동,"[2016, 2017, 2018, 2019, 2020, 2021]",312
4613033025,전라남도 여수시 화양면 옥적리,동,"[2016, 2017, 2019, 2020, 2021]",312
4671034024,전라남도 담양군 창평면 유천리,동,"[2019, 2020, 2022, 2023]",306
4575037000,전라북도 임실군 삼계면,동,"[2021, 2022]",305
4146131026,경기도 용인시 처인구 모현면 동림리,동,"[2016, 2017]",303
4577031023,전라북도 순창군 인계면 쌍암리,동,"[2016, 2017, 2018, 2019, 2020, 2021]",301
4513036021,전라북도 군산시 개정면 아동리,동,"[2017, 2019, 2020]",301
4577035022,전라북도 순창군 팔덕면 용산리,동,"[2017, 2018, 2019, 2020]",298
2771034029,대구광역시 달성군 옥포면 본리리,동,"[2016, 2017, 2018]",298
4617011500,전라남도 나주시 중앙동,동,[2016],295
4713031032,경상북도 경주시 양북면 와읍리,동,"[2017, 2018, 2019]",294
4513032027,전라북도 군산시 회현면 원우리,동,"[2017, 2018, 2019]",294
4513031021,전라북도 군산시 옥산면 옥산리,동,"[2017, 2018, 2019, 2020]",292
4519011500,전라북도 남원시 산곡동,동,"[2020, 2021, 2022]",289
4513031025,전라북도 군산시 옥산면 금성리,동,"[2017, 2018, 2019, 2020]",288
4617010600,전라남도 나주시 서내동,동,[2016],287
4519011200,전라북도 남원시 용정동,동,"[2020, 2021, 2022]",287
4615031033,전라남도 순천시 해룡면 중흥리,동,"[2017, 2018, 2019, 2020]",286
4513013400,전라북도 군산시 조촌동,동,"[2017, 2018, 2019, 2020, 2022]",286
4617010700,전라남도 나주시 산정동,동,[2016],286
4613025025,전라남도 여수시 돌산읍 죽포리,동,"[2017, 2018, 2019, 2020, 2021]",281
4518025027,전라북도 정읍시 신태인읍 연정리,동,"[2017, 2018, 2019]",280
4514033021,전라북도 익산시 함라면 함열리,동,"[2016, 2017, 2021, 2022, 2023]",279
4514036028,전라북도 익산시 용안면 난포리,동,"[2016, 2017, 2020]",278
2915512200,광주광역시 남구 화장동,동,[2016],276
4623032000,전라남도 광양시 옥룡면,동,"[2021, 2022]",273
2915513000,광주광역시 남구 월성동,동,[2016],272
4613013500,전라남도 여수시 선원동,동,"[2016, 2017, 2019, 2020, 2021, 2022]",271
4617010400,전라남도 나주시 삼영동,동,[2016],271
2671031024,부산광역시 기장군 일광면 동백리,동,"[2016, 2017, 2018, 2019, 2020]",269
4577040029,전라북도 순창군 구림면 방화리,동,"[2018, 2019]",266
4615034025,전라남도 순천시 월등면 운월리,동,"[2018, 2019, 2020, 2021]",266
4617040029,전라남도 나주시 산포면 덕례리,동,[2016],262
4514042000,전라북도 익산시 춘포면,동,[2022],261
2671031028,부산광역시 기장군 일광면 문동리,동,"[2017, 2018, 2019, 2020]",261
4521034029,전라북도 김제시 용지면 부교리,동,"[2019, 2020, 2021, 2022, 2023]",260
4521034000,전라북도 김제시 용지면,동,"[2021, 2022]",259
4577032025,전라북도 순창군 동계면 동심리,동,"[2016, 2018, 2019, 2020, 2021]",259
4673037000,전라남도 구례군 산동면,동,"[2021, 2022]",259
4513031023,전라북도 군산시 옥산면 쌍봉리,동,"[2017, 2018, 2019]",258
2920013800,광주광역시 광산구 하산동,동,"[2016, 2023]",256
4577031027,전라북도 순창군 인계면 마흘리,동,"[2016, 2017, 2018, 2019, 2021]",256
4521025022,전라북도 김제시 만경읍 장산리,동,"[2016, 2017, 2020]",253
4577031022,전라북도 순창군 인계면 도룡리,동,"[2016, 2017, 2018, 2019, 2020, 2021]",253
4513014000,전라북도 군산시 사정동,동,"[2017, 2018, 2019, 2020, 2022]",252
4146136029,경기도 용인시 처인구 양지면 주북리,동,"[2016, 2017, 2018, 2019, 2020, 2022, 2023]",251
4615038025,전라남도 순천시 낙안면 상송리,동,"[2016, 2017, 2018, 2019, 2020, 2021]",250
4146136030,경기도 용인시 처인구 양지면 송문리,동,"[2018, 2019, 2020, 2022, 2023]",249
4615040021,전라남도 순천시 상사면 흘산리,동,"[2019, 2020, 2021]",248
4518034033,전라북도 정읍시 고부면 만수리,동,"[2020, 2021, 2022, 2023]",244
4146131025,경기도 용인시 처인구 모현면 매산리,동,[2017],242
4513015200,전라북도 군산시 내초동,동,"[2017, 2018, 2019, 2021, 2022]",240
4713031025,경상북도 경주시 양북면 죽전리,동,"[2017, 2018, 2019, 2020]",239
4613025028,전라남도 여수시 돌산읍 둔전리,동,"[2017, 2018, 2019, 2020, 2021]",239
4575037022,전라북도 임실군 삼계면 봉현리,동,"[2018, 2020, 2021]",239
2920012900,광주광역시 광산구 등임동,동,"[2020, 2021, 2022, 2023]",239
4672037030,전라남도 곡성군 옥과면 합강리,동,"[2020, 2021, 2023]",239
4575031027,전라북도 임실군 청웅면 남산리,동,"[2016, 2019, 2020, 2021]",238
4577038000,전라북도 순창군 적성면,동,"[2021, 2022]",238
4615038033,전라남도 순천시 낙안면 용능리,동,"[2016, 2019, 2020, 2021]",238
4613032028,전라남도 여수시 율촌면 신풍리,동,"[2016, 2017, 2018, 2019, 2020, 2021]",235
4613025026,전라남도 여수시 돌산읍 서덕리,동,"[2018, 2019, 2020, 2021]",233
4613032021,전라남도 여수시 율촌면 조화리,동,"[2016, 2017, 2018, 2019, 2020, 2021, 2023]",233
4615039025,전라남도 순천시 별량면 우산리,동,"[2016, 2017, 2018, 2019, 2020, 2021]",232
4513036022,전라북도 군산시 개정면 운회리,동,"[2017, 2018, 2019, 2020]",228
4580025028,전라북도 부안군 부안읍 연곡리,동,[2020],227
4514033023,전라북도 익산시 함라면 신대리,동,"[2016, 2017, 2022]",227
4513025024,전라북도 군산시 옥구읍 수산리,동,"[2017, 2018, 2019, 2020, 2021]",226
4514034021,전라북도 익산시 웅포면 입점리,동,"[2016, 2017, 2018, 2019]",225
4519034021,전라북도 남원시 주생면 상동리,동,"[2022, 2023]",223
4514012800,전라북도 익산시 덕기동,동,"[2022, 2023]",220
4613011800,전라남도 여수시 신월동,동,"[2016, 2017, 2018, 2019, 2020, 2021, 2023]",220
4521034022,전라북도 김제시 용지면 예촌리,동,"[2019, 2020, 2021, 2022, 2023]",218
4615040030,전라남도 순천시 상사면 오곡리,동,"[2019, 2020]",216
4615025028,전라남도 순천시 승주읍 월계리,동,"[2016, 2017, 2020, 2021]",209
4513031000,전라북도 군산시 옥산면,동,[2022],208
4513035000,전라북도 군산시 대야면,동,[2022],207
2920017100,광주광역시 광산구 지산동,동,"[2021, 2022, 2023]",207
4688025029,전라남도 장성군 장성읍 부흥리,동,[2020],205
2920013100,광주광역시 광산구 고룡동,동,"[2016, 2020, 2021, 2022, 2023]",203
4146131027,경기도 용인시 처인구 모현면 능원리,동,"[2016, 2017]",203
4513032021,전라북도 군산시 회현면 월연리,동,"[2018, 2019, 2020]",203
4580025024,전라북도 부안군 부안읍 봉덕리,동,[2020],203
4159025321,경기도 화성시 봉담읍 상리,동,"[2019, 2020]",200
4159025336,경기도 화성시 봉담읍 상기리,동,"[2017, 2019, 2020, 2022]",199
4514037027,전라북도 익산시 낭산면 용기리,동,"[2016, 2017, 2018, 2019, 2020]",198
4617037031,전라남도 나주시 문평면 학동리,동,[2016],196
2671031025,부산광역시 기장군 일광면 문중리,동,"[2016, 2017, 2018, 2019, 2020]",196
4514035024,전라북도 익산시 성당면 갈산리,동,"[2016, 2017]",194
4691025300,전라남도 신안군 압해읍,동,[2017],193
4790036047,경상북도 예천군 호명면 직산리,동,"[2017, 2018, 2019, 2020]",193
4613014100,전라남도 여수시 화치동,동,"[2016, 2020, 2021, 2022]",191
4575039021,전라북도 임실군 강진면 백련리,동,"[2016, 2017, 2018, 2019]",190
4613013700,전라남도 여수시 화장동,동,"[2016, 2017, 2019, 2020, 2021, 2022]",190
4514032023,전라북도 익산시 황등면 죽촌리,동,"[2016, 2017, 2019, 2020, 2022]",190
4577031021,전라북도 순창군 인계면 갑동리,동,"[2018, 2019, 2020, 2021]",189
4161036028,경기도 광주시 중부면 검복리,동,"[2016, 2017]",188
2920014400,광주광역시 광산구 송대동,동,[2016],188
4146131023,경기도 용인시 처인구 모현면 초부리,동,"[2016, 2017]",187
4521034031,전라북도 김제시 용지면 용수리,동,"[2019, 2020, 2021, 2022, 2023]",187
4521034025,전라북도 김제시 용지면 와룡리,동,"[2016, 2019, 2020, 2021, 2023]",185
2914012500,광주광역시 서구 서창동,동,"[2016, 2017, 2019, 2020, 2021]",183
4623031000,전라남도 광양시 봉강면,동,"[2021, 2022]",183
2920014600,광주광역시 광산구 월전동,동,[2016],182
4617012300,전라남도 나주시 영산동,동,[2016],181
4511113300,전라북도 전주시 완산구 평화동2가,동,"[2020, 2021]",181
4615031023,전라남도 순천시 해룡면 상삼리,동,"[2016, 2017, 2019, 2021]",181
4575039025,전라북도 임실군 강진면 용수리,동,"[2016, 2018, 2019, 2021]",179
3171039024,울산광역시 울주군 삼남면 방기리,동,"[2016, 2017, 2018, 2019, 2020]",178
4615011700,전라남도 순천시 인제동,동,"[2016, 2020, 2021, 2022]",178
4513036026,전라북도 군산시 개정면 옥석리,동,"[2017, 2018, 2019, 2020]",178
4617011300,전라남도 나주시 과원동,동,[2016],178
4615038031,전라남도 순천시 낙안면 신기리,동,"[2016, 2017, 2019]",175
4575039029,전라북도 임실군 강진면 학석리,동,"[2017, 2019]",174
4514025021,전라북도 익산시 함열읍 와리,동,"[2016, 2017, 2019, 2020]",173
4615033033,전라남도 순천시 황전면 대치리,동,"[2016, 2017, 2019, 2020, 2021]",172
4518033026,전라북도 정읍시 소성면 고교리,동,"[2020, 2021, 2022]",171
4613011700,전라남도 여수시 국동,동,"[2016, 2018, 2019, 2020, 2021, 2022, 2023]",171
4521034030,전라북도 김제시 용지면 신정리,동,"[2016, 2019, 2020, 2021, 2023]",171
4615035000,전라남도 순천시 주암면,동,"[2021, 2022]",170
4521034021,전라북도 김제시 용지면 구암리,동,"[2016, 2019, 2020, 2021]",169
2915512400,광주광역시 남구 석정동,동,[2016],167
4573031028,전라북도 무주군 무풍면 삼거리,동,[2018],166
4575031024,전라북도 임실군 청웅면 옥전리,동,"[2017, 2018]",162
4615038021,전라남도 순천시 낙안면 동내리,동,"[2017, 2019, 2020, 2021]",162
4613025027,전라남도 여수시 돌산읍 금봉리,동,"[2017, 2018, 2019, 2020, 2021]",161
4577035025,전라북도 순창군 팔덕면 청계리,동,"[2019, 2021]",160
4511114500,전라북도 전주시 완산구 상림동,동,[2022],160
2920011700,광주광역시 광산구 산월동,동,[2023],159
2771036029,대구광역시 달성군 현풍면 지리,동,"[2017, 2018, 2019]",159
4686033021,전라남도 함평군 학교면 복천리,동,[2016],157
4615033021,전라남도 순천시 황전면 죽청리,동,"[2017, 2019, 2020, 2021]",157
2914012700,광주광역시 서구 용두동,동,"[2016, 2017, 2019]",157
4514025023,전라북도 익산시 함열읍 흘산리,동,"[2016, 2017, 2018, 2019, 2020]",156
4615032026,전라남도 순천시 서면 운평리,동,"[2016, 2017, 2019, 2020, 2021]",156
2920015600,광주광역시 광산구 도덕동,동,"[2020, 2021, 2022, 2023]",156
4577025000,전라북도 순창군 순창읍,동,"[2021, 2022]",153
4575037025,전라북도 임실군 삼계면 죽계리,동,"[2018, 2019]",152
4580025023,전라북도 부안군 부안읍 선은리,동,[2020],152
4575039030,전라북도 임실군 강진면 방현리,동,"[2016, 2017, 2018, 2019, 2021]",152
4613014800,전라남도 여수시 낙포동,동,"[2016, 2017, 2018, 2019, 2020, 2021, 2022]",151
4521041022,전라북도 김제시 진봉면 정당리,동,"[2016, 2017, 2020]",147
4575040026,전라북도 임실군 덕치면 일중리,동,"[2016, 2017, 2018, 2020, 2021]",146
4146131028,경기도 용인시 처인구 모현면 오산리,동,"[2016, 2017]",146
4513035021,전라북도 군산시 대야면 산월리,동,"[2017, 2018, 2019, 2020]",145
4577031000,전라북도 순창군 인계면,동,"[2021, 2022]",144
4615038028,전라남도 순천시 낙안면 옥산리,동,"[2019, 2020, 2021]",144
4615040029,전라남도 순천시 상사면 비촌리,동,"[2018, 2019, 2020]",143
4521034028,전라북도 김제시 용지면 용암리,동,"[2019, 2020, 2021, 2022, 2023]",143
4615031038,전라남도 순천시 해룡면 하사리,동,"[2016, 2018, 2019, 2020, 2021, 2023]",143
4146132031,경기도 용인시 처인구 남사면 완장리,동,"[2016, 2017, 2018, 2019, 2020, 2021]",138
4518012500,전라북도 정읍시 공평동,동,"[2019, 2020, 2021]",138
4688025028,전라남도 장성군 장성읍 안평리,동,[2020],137
4623025030,전라남도 광양시 광양읍 용강리,동,"[2016, 2019, 2020, 2021]",137
4615011200,전라남도 순천시 생목동,동,"[2016, 2017, 2018, 2019, 2020]",136
4513013900,전라북도 군산시 개정동,동,"[2017, 2018, 2019, 2020, 2022]",135
4577035021,전라북도 순창군 팔덕면 구룡리,동,"[2017, 2018, 2019, 2020]",134
4678025300,전라남도 보성군 벌교읍,동,"[2017, 2018, 2021]",134
4615039027,전라남도 순천시 별량면 학산리,동,"[2017, 2018, 2019, 2020]",134
4514012700,전라북도 익산시 팔봉동,동,"[2016, 2017, 2022, 2023]",132
4577032028,전라북도 순창군 동계면 유산리,동,"[2016, 2018, 2019, 2021]",131
4513040000,전라북도 군산시 옥서면,동,[2022],131
4159025322,경기도 화성시 봉담읍 내리,동,"[2017, 2019, 2020]",129
4511112600,전라북도 전주시 완산구 서서학동,동,"[2020, 2021, 2022]",128
4615011800,전라남도 순천시 저전동,동,"[2020, 2021, 2022]",128
4623032025,전라남도 광양시 옥룡면 죽천리,동,"[2017, 2018, 2019, 2020, 2021]",126
4684033028,전라남도 무안군 청계면 복룡리,동,"[2019, 2020]",126
4514025022,전라북도 익산시 함열읍 남당리,동,"[2016, 2019, 2020]",124
2920014200,광주광역시 광산구 요기동,동,"[2016, 2023]",124
4684033023,전라남도 무안군 청계면 도림리,동,"[2019, 2020]",123
4617010500,전라남도 나주시 교동,동,[2016],123
2771034022,대구광역시 달성군 옥포면 교항리,동,"[2016, 2018, 2019]",122
4623010200,전라남도 광양시 황길동,동,"[2016, 2020, 2021, 2022]",121
4146136021,경기도 용인시 처인구 양지면 양지리,동,"[2017, 2018, 2019, 2020, 2022, 2023]",120
4617036023,전라남도 나주시 다시면 가운리,동,[2016],119
2920014300,광주광역시 광산구 복룡동,동,[2016],118
4514034022,전라북도 익산시 웅포면 웅포리,동,"[2016, 2017, 2018, 2019]",117
4615010400,전라남도 순천시 옥천동,동,"[2020, 2021]",116
4611010100,전라남도 목포시 용당동,동,[2017],115
4513015000,전라북도 군산시 개사동,동,"[2017, 2019, 2020, 2022]",114
4617042022,전라남도 나주시 다도면 송학리,동,"[2016, 2023]",113
4615011600,전라남도 순천시 남정동,동,"[2016, 2020, 2021, 2022]",113
4514037021,전라북도 익산시 낭산면 삼담리,동,"[2016, 2017, 2019]",113
4682034033,전라남도 해남군 송지면 해원리,동,[2019],111
4577040025,전라북도 순창군 구림면 율북리,동,"[2016, 2017, 2018]",111
4613012900,전라남도 여수시 학용동,동,"[2016, 2017, 2019, 2022]",111
4521038027,전라북도 김제시 공덕면 회룡리,동,"[2020, 2022, 2023]",111
2671031027,부산광역시 기장군 일광면 칠암리,동,"[2017, 2018, 2020]",110
4623033025,전라남도 광양시 옥곡면 장동리,동,"[2017, 2018, 2019, 2020]",109
4677038000,전라남도 고흥군 과역면,동,"[2021, 2022]",109
4159040021,경기도 화성시 양감면 신왕리,동,"[2018, 2020, 2022, 2023]",107
4575039026,전라북도 임실군 강진면 옥정리,동,"[2017, 2019, 2021]",107
4514034000,전라북도 익산시 웅포면,동,[2021],107
4613014200,전라남도 여수시 월하동,동,"[2016, 2018, 2020, 2021, 2022]",106
4514025026,전라북도 익산시 함열읍 다송리,동,"[2016, 2017, 2018, 2019, 2020]",106
4513014800,전라북도 군산시 비응도동,동,"[2017, 2018, 2019, 2022]",106
4617038023,전라남도 나주시 노안면 학산리,동,[2016],105
4518033030,전라북도 정읍시 소성면 기린리,동,"[2020, 2021, 2022]",104
4577035000,전라북도 순창군 팔덕면,동,"[2021, 2022]",101
4613012500,전라남도 여수시 만흥동,동,"[2016, 2017, 2021, 2022]",100
4146132022,경기도 용인시 처인구 남사면 북리,동,"[2017, 2019, 2020, 2021]",99
4159013200,경기도 화성시 중동,동,"[2020, 2022]",98
4623025028,전라남도 광양시 광양읍 사곡리,동,"[2016, 2017, 2020, 2021]",98
4514032024,전라북도 익산시 황등면 신성리,동,"[2016, 2017, 2019, 2022, 2023]",98
4686038000,전라남도 함평군 월야면,동,[2021],95
2920014000,광주광역시 광산구 본덕동,동,"[2016, 2022, 2023]",93
4613011500,전라남도 여수시 봉산동,동,"[2017, 2020, 2021, 2022, 2023]",93
4617013000,전라남도 나주시 운곡동,동,[2016],93
4613033027,전라남도 여수시 화양면 서촌리,동,"[2016, 2017, 2019, 2020, 2021]",93
2771037031,대구광역시 달성군 유가면 가태리,동,[2017],92
4613014000,전라남도 여수시 해산동,동,"[2016, 2020, 2021, 2022]",92
4615039021,전라남도 순천시 별량면 봉림리,동,"[2017, 2018, 2019, 2020, 2021]",92
4577031031,전라북도 순창군 인계면 노동리,동,"[2016, 2019, 2020, 2021]",91
4777036038,경상북도 영덕군 영해면 대리,동,"[2016, 2017, 2018, 2019, 2020]",91
4613032030,전라남도 여수시 율촌면 여동리,동,[2017],91
2771036021,대구광역시 달성군 현풍면 상리,동,"[2017, 2018, 2019]",90
4617012000,전라남도 나주시 남외동,동,[2016],89
4511114000,전라북도 전주시 완산구 효자동1가,동,[2020],88
4519037022,전라북도 남원시 대산면 수덕리,동,"[2021, 2022, 2023]",87
4514044025,전라북도 익산시 용동면 화실리,동,"[2016, 2017]",87
4519011400,전라북도 남원시 내척동,동,"[2020, 2022]",87
4514035021,전라북도 익산시 성당면 장선리,동,"[2016, 2017]",87
4615025027,전라남도 순천시 승주읍 도정리,동,"[2019, 2020]",87
4518040021,전라북도 정읍시 감곡면 승방리,동,"[2018, 2019]",86
2920011000,광주광역시 광산구 황룡동,동,[2016],86
2920016600,광주광역시 광산구 삼도동,동,[2023],85
4672037000,전라남도 곡성군 옥과면,동,[2021],85
4518034000,전라북도 정읍시 고부면,동,"[2021, 2022]",85
4571036028,전라북도 완주군 고산면 성재리,동,"[2022, 2023]",84
4613012400,전라남도 여수시 오천동,동,"[2016, 2022]",83
4617011200,전라남도 나주시 남내동,동,[2016],83
2771036027,대구광역시 달성군 현풍면 자모리,동,"[2016, 2017, 2018, 2019]",83
4615040031,전라남도 순천시 상사면 마륜리,동,"[2017, 2019, 2020]",82
4521039024,전라북도 김제시 청하면 관상리,동,"[2016, 2017, 2019, 2020]",82
4617011000,전라남도 나주시 금계동,동,[2016],82
4577034030,전라북도 순창군 금과면 목동리,동,"[2019, 2020]",81
4514035025,전라북도 익산시 성당면 두동리,동,"[2016, 2017]",81
4623036021,전라남도 광양시 다압면 신원리,동,"[2017, 2019, 2020, 2021, 2023]",79
4514036031,전라북도 익산시 용안면 칠목리,동,"[2017, 2020]",77
4518034029,전라북도 정읍시 고부면 남복리,동,"[2020, 2021]",77
4146136000,경기도 용인시 처인구 양지면,동,[2022],76
4521038023,전라북도 김제시 공덕면 공덕리,동,"[2016, 2020, 2022, 2023]",74
4577038027,전라북도 순창군 적성면 괴정리,동,"[2016, 2017, 2021]",74
4673035000,전라남도 구례군 광의면,동,"[2021, 2022]",74
4577032021,전라북도 순창군 동계면 현포리,동,"[2018, 2020]",74
4577031030,전라북도 순창군 인계면 지산리,동,"[2016, 2019, 2020, 2021]",74
4519032021,전라북도 남원시 수지면 남창리,동,"[2022, 2023]",74
4613013200,전라남도 여수시 시전동,동,"[2016, 2017, 2019, 2021, 2022]",74
4146132000,경기도 용인시 처인구 남사면,동,[2022],74
4577038025,전라북도 순창군 적성면 내월리,동,"[2016, 2017, 2018, 2019, 2021]",73
4615033035,전라남도 순천시 황전면 회룡리,동,"[2016, 2019, 2020]",73
4521039021,전라북도 김제시 청하면 동지산리,동,"[2016, 2017, 2018, 2019, 2020]",72
2920012200,광주광역시 광산구 진곡동,동,"[2016, 2019, 2020, 2021, 2023]",72
4678025341,전라남도 보성군 벌교읍 장도리,동,[2021],71
4678025339,전라남도 보성군 벌교읍 장양리,동,"[2018, 2019, 2020, 2021]",70
4146136022,경기도 용인시 처인구 양지면 남곡리,동,"[2018, 2019, 2020, 2022, 2023]",70
4518033029,전라북도 정읍시 소성면 신천리,동,[2020],70
4688036000,전라남도 장성군 황룡면,동,[2022],67
4623032023,전라남도 광양시 옥룡면 추산리,동,"[2018, 2019, 2020, 2021]",65
4671034000,전라남도 담양군 창평면,동,"[2021, 2022]",65
4623031021,전라남도 광양시 봉강면 석사리,동,"[2016, 2017, 2018, 2019, 2020, 2021]",65
4514042030,전라북도 익산시 춘포면 인수리,동,"[2018, 2019]",65
4511313200,전라북도 전주시 덕진구 장동,동,[2021],65
4146131024,경기도 용인시 처인구 모현면 일산리,동,[2017],65
4519037000,전라북도 남원시 대산면,동,[2022],64
4684033027,전라남도 무안군 청계면 상마리,동,"[2019, 2020]",64
4615011400,전라남도 순천시 연향동,동,"[2016, 2017, 2018, 2019, 2020]",64
4521034027,전라북도 김제시 용지면 반교리,동,"[2019, 2020, 2021, 2022, 2023]",64
4182034027,경기도 가평군 하면 대보리,동,[2016],63
4513010200,전라북도 군산시 신흥동,동,"[2017, 2018, 2019, 2020]",62
2771036031,대구광역시 달성군 현풍면 신기리,동,"[2018, 2019]",61
4615040028,전라남도 순천시 상사면 용암리,동,"[2019, 2020]",60
4521042000,전라북도 김제시 금구면,동,"[2021, 2022]",60
4571025627,전라북도 완주군 용진읍 신지리,동,"[2022, 2023]",58
4672040022,전라남도 곡성군 오산면 율천리,동,"[2016, 2017]",58
4513039000,전라북도 군산시 옥도면,동,[2022],57
4579038024,전라북도 고창군 대산면 중산리,동,[2017],57
4514032026,전라북도 익산시 황등면 용산리,동,"[2017, 2018, 2019, 2022, 2023]",56
4613025024,전라남도 여수시 돌산읍 율림리,동,"[2019, 2020, 2021]",56
4673037026,전라남도 구례군 산동면 좌사리,동,"[2021, 2022, 2023]",56
4684033000,전라남도 무안군 청계면,동,"[2021, 2022]",55
4687032025,전라남도 영광군 묘량면 신천리,동,[2017],55
4577035026,전라북도 순창군 팔덕면 서흥리,동,"[2019, 2020, 2021]",55
4615034024,전라남도 순천시 월등면 신월리,동,"[2019, 2020, 2021]",55
4623032021,전라남도 광양시 옥룡면 산남리,동,"[2016, 2017, 2018, 2020, 2021]",55
4511113700,전라북도 전주시 완산구 삼천동1가,동,"[2020, 2021, 2022]",54
4519011100,전라북도 남원시 향교동,동,"[2021, 2022]",54
4713031031,경상북도 경주시 양북면 용동리,동,"[2017, 2019, 2020]",54
4615025000,전라남도 순천시 승주읍,동,"[2021, 2022]",53
4725032021,경상북도 상주시 사벌면 덕담리,동,"[2016, 2017]",53
4577033000,전라북도 순창군 풍산면,동,[2022],53
2671032030,부산광역시 기장군 정관면 예림리,동,[2017],53
4613012800,전라남도 여수시 학동,동,"[2016, 2017, 2020, 2021]",53
4687033021,전라남도 영광군 불갑면 순용리,동,[2017],52
4521034026,전라북도 김제시 용지면 효정리,동,"[2016, 2019, 2020, 2023]",52
4521035000,전라북도 김제시 백구면,동,"[2021, 2022]",51
4514032027,전라북도 익산시 황등면 율촌리,동,"[2016, 2017, 2019, 2020]",51
4615038038,전라남도 순천시 낙안면 목촌리,동,"[2017, 2018, 2019, 2020, 2021]",50
4615033032,전라남도 순천시 황전면 금평리,동,[2019],49
4615032031,전라남도 순천시 서면 흥대리,동,[2019],49
4613011900,전라남도 여수시 여서동,동,"[2017, 2019, 2020, 2021, 2022, 2023]",49
4514041032,전라북도 익산시 왕궁면 동용리,동,"[2016, 2017]",49
4146132021,경기도 용인시 처인구 남사면 봉무리,동,"[2019, 2020, 2021]",48
4518033023,전라북도 정읍시 소성면 등계리,동,"[2020, 2021, 2022]",48
4159025325,경기도 화성시 봉담읍 와우리,동,[2019],48
4615025034,전라남도 순천시 승주읍 남강리,동,[2017],47
4514034023,전라북도 익산시 웅포면 송천리,동,"[2016, 2017, 2023]",47
4519034024,전라북도 남원시 주생면 정송리,동,"[2022, 2023]",47
4521025027,전라북도 김제시 만경읍 몽산리,동,"[2016, 2017, 2019, 2021]",47
2915512900,광주광역시 남구 원산동,동,"[2016, 2017, 2019, 2020, 2021, 2022]",47
4577032022,전라북도 순창군 동계면 서호리,동,"[2016, 2018, 2020]",47
4521042030,전라북도 김제시 금구면 청운리,동,"[2016, 2019, 2020, 2022, 2023]",47
4513032000,전라북도 군산시 회현면,동,[2022],47
4577040026,전라북도 순창군 구림면 안정리,동,"[2016, 2018]",46
2671031026,부산광역시 기장군 일광면 신평리,동,"[2016, 2018, 2019, 2020]",46
4521025021,전라북도 김제시 만경읍 만경리,동,[2016],46
2771034021,대구광역시 달성군 옥포면 신당리,동,"[2016, 2017]",46
4623025022,전라남도 광양시 광양읍 구산리,동,"[2016, 2017, 2019, 2020]",46
4623010400,전라남도 광양시 성황동,동,"[2016, 2017, 2019, 2020, 2021, 2022]",46
4513034025,전라북도 군산시 서수면 화등리,동,"[2016, 2018, 2019, 2020]",45
4615038030,전라남도 순천시 낙안면 교촌리,동,"[2016, 2017, 2019, 2020]",45
4159025300,경기도 화성시 봉담읍,동,"[2021, 2022]",45
4687032022,전라남도 영광군 묘량면 영양리,동,[2017],44
