항목,값
전체행수,10274323.0
국가지점번호_결측수,2986.0
국가지점번호_결측률,0.00029062742138825107
국가지점번호_고유값수(결측제외),5619845.0
국가지점번호_중복발생횟수(같은값재등장),4651492.0
