"연도","시군구코드","시도","시군구","대응자원투입예산_소나무림ha당_log","예찰진단예산_소나무림ha당_log","방제법인수_소나무림1만ha당_log","이동통제예산_소나무림ha당_log","예찰진단예산비중","이동통제예산비중","반출금지구역_지정여부","반출금지구역면적비율","예산자료_사용가능여부","법인자료_연도완전여부","법인자료_최신성주의플래그"
"2017","46130","전라남도","여수시","10.248912800067176","0.0","1.8627259671043552","7.857714411014501","0.0","0.0838193384448424","1.0","3.7249131310527788","1","1","0"
"2017","46150","전라남도","순천시","10.051681879367","9.593989221398136","2.4509374807946314","0.0","0.387527392","0.0","1.0","2.8203265919698963","1","1","0"
"2017","46170","전라남도","나주시","7.883135340102114","8.124254751881708","2.8294886949401796","0.0","0.560009404","0.0","","","1","1","0"
"2017","46230","전라남도","광양시","10.782926022538302","10.167327924047243","2.027402744421481","8.455203867664887","0.329897295","0.0595301504546223","1.0","4.831505340982957","1","1","0"
"2017","46710","전라남도","담양군","6.241317492959827","9.514239037380754","2.6496726783976863","0.0","0.963554004","0.0","","","1","1","0"
"2017","46720","전라남도","곡성군","6.358545036711927","8.516301509870505","2.0229813885835446","0.0","0.896533675","0.0","","","1","1","0"
"2017","46730","전라남도","구례군","7.426778227141951","7.704498605822452","1.5020128749528396","0.0","0.569022664","0.0","1.0","0.13997784133399124","1","1","0"
"2017","46770","전라남도","고흥군","8.943827426396153","8.728039837176924","2.4348859895316632","7.590730035577928","0.390404131","0.1251520487609947","1.0","0.20481883953948898","1","1","0"
"2017","46780","전라남도","보성군","9.904040648603214","9.349777912499304","3.1525340188567186","8.06850523633864","0.331307668","0.0919779123918452","1.0","0.34399140242425186","1","1","0"
"2017","46790","전라남도","화순군","7.412544048112249","9.093422430900711","2.239197425434422","0.0","0.843085829","0.0","","","1","1","0"
"2017","46800","전라남도","장흥군","9.192114272878232","7.116168239308317","2.6331035403726175","0.0","0.111386486","0.0","","","1","1","0"
"2017","46810","전라남도","강진군","8.883623748320588","4.350979910133976","1.9431655609687355","0.0","0.010503547","0.0","","","1","1","0"
"2017","46820","전라남도","해남군","8.74417149422106","4.075094807958806","2.5096002206284407","0.0","0.009138723","0.0","","","1","1","0"
"2017","46830","전라남도","영암군","7.139575893039225","8.46540400728926","1.25015748824723","0.0","0.79024633","0.0","","","1","1","0"
"2017","46840","전라남도","무안군","10.909144003725329","9.875321362162921","0.0","8.737777306802613","0.241986761","0.0775738176117063","1.0","0.1465307391548116","1","1","0"
"2017","46860","전라남도","함평군","7.904563010983181","8.586752765639234","1.6441761966750719","0.0","0.664267964","0.0","","","1","1","0"
"2017","46870","전라남도","영광군","7.982475277158482","7.137972352489641","1.6015182518664863","0.0","0.300491989","0.0","","","1","1","0"
"2017","46880","전라남도","장성군","8.633160680710509","7.059109878246225","2.118657054282761","0.0","0.171542769","0.0","","","1","1","0"
"2017","46890","전라남도","완도군","6.760933559987209","3.51146486587251","0.9904952944375216","0.0","0.036312057","0.0","","","1","1","0"
"2017","46900","전라남도","진도군","9.527872269054896","0.0","2.514445715392703","0.0","0.0","0.0","","","1","1","0"
"2017","46910","전라남도","신안군","10.265125560010652","6.666795544543242","0.0","0.0","0.026608168","0.0","1.0","0.18156907817357062","1","1","0"
"2017","47111","경상북도","포항시 남구","","","2.4146967785757627","","","","1.0","14.167941973128926","0","1","0"
"2017","47113","경상북도","포항시 북구","","","1.8594363863749601","","","","","","0","1","0"
"2017","47130","경상북도","경주시","12.246777425112464","0.0","1.5110436439453665","6.9151929541202595","0.0","0.0048083910979977","1.0","4.119056778275013","1","1","0"
"2017","47150","경상북도","김천시","10.819245703279893","0.0","1.6480388087617812","0.0","0.0","0.0","1.0","0.5351731243306577","1","1","0"
"2017","47170","경상북도","안동시","12.241653838901799","8.60872287348735","1.385849107822605","6.346796534615896","0.025684346","0.0026708158229677","1.0","2.2821046776276424","1","1","0"
"2017","47190","경상북도","구미시","12.355826165075017","0.0","1.6801623033531565","0.0","0.0","0.0","1.0","5.3732376017082455","1","1","0"
"2017","47210","경상북도","영주시","10.73813834002555","0.0","1.6215670524820092","7.565266015730452","0.0","0.0401802896646426","1.0","0.9621898163657984","1","1","0"
"2017","47230","경상북도","영천시","10.040128190807788","7.936363751767661","1.1789350432279222","0.0","0.108701055","0.0","1.0","1.675937757953921","1","1","0"
"2017","47250","경상북도","상주시","10.229669903541708","8.965485658285099","1.8745447882010968","0.0","0.220238696","0.0","1.0","1.0414944596851174","1","1","0"
"2017","47280","경상북도","문경시","10.504736570316632","0.0","1.5855832518626445","7.52024300119917","0.0","0.0481077613855035","","","1","1","0"
"2017","47290","경상북도","경산시","11.021973910750896","0.0","1.8830879532423734","8.287103899850885","0.0","0.0609333709623624","1.0","1.001788165839925","1","1","0"
"2017","47730","경상북도","의성군","10.284753517976068","7.8348513603776535","0.8928998160097805","0.0","0.079419261","0.0","1.0","0.7737987002907463","1","1","0"
"2017","47750","경상북도","청송군","10.021479597207362","0.0","1.2703696947139036","7.104990395572963","0.0","0.0513066082911479","","","1","1","0"
"2017","47760","경상북도","영양군","9.950399820682597","8.14433236168818","1.0870525070422863","7.022285551786676","0.134891615","0.0438959926809208","1.0","0.3242715436833925","1","1","0"
"2017","47770","경상북도","영덕군","9.967679285262415","0.0","1.0426853227356148","0.0","0.0","0.0","1.0","1.247892702396217","1","1","0"
"2017","47820","경상북도","청도군","9.847411929821257","9.121914663008573","1.1951699949360692","8.906521112519565","0.258259298","0.2082093991671624","1.0","2.433322902039891","1","1","0"
"2017","47830","경상북도","고령군","10.468912178841355","0.0","1.066694752795173","0.0","0.0","0.0","1.0","2.0098138181734115","1","1","0"
"2017","47840","경상북도","성주군","10.501759191774536","8.261405875707824","1.464062294395618","0.0","0.096164757","0.0","1.0","1.9543766366360582","1","1","0"
"2017","47850","경상북도","칠곡군","10.64471775173297","8.537550859071356","1.4552533242713042","0.0","0.108385548","0.0","1.0","3.7621955048484637","1","1","0"
"2017","47900","경상북도","예천군","10.663114319753292","0.0","1.0262627536184348","0.0","0.0","0.0","1.0","0.5001193555988017","1","1","0"
"2017","47920","경상북도","봉화군","9.660066362582699","0.0","0.991376644129919","6.538260635787484","0.0","0.0421607612014485","1.0","0.18954293086216406","1","1","0"
"2017","47930","경상북도","울진군","9.305135985202938","7.718657398697977","0.9324472781453266","7.9822001755705045","0.13908387","0.1810408898318543","","","1","1","0"
"2017","47940","경상북도","울릉군","0.0","0.0","0.0","0.0","","","","","1","1","0"
"2017","48121","경상남도","창원시 의창구","","","1.5883425275559249","","","","","","0","1","0"
"2017","48123","경상남도","창원시 성산구","","","0.0","","","","","","0","1","0"
"2017","48125","경상남도","창원시 마산합포구","","","1.588548674076729","","","","","","0","1","0"
"2017","48127","경상남도","창원시 마산회원구","","","1.664538104697602","","","","","","0","1","0"
"2017","48129","경상남도","창원시 진해구","","","0.0","","","","","","0","1","0"
"2017","48170","경상남도","진주시","9.44123793204775","10.852776122801325","1.9323962677014748","7.496951399151607","0.78209606","0.0272653665636505","1.0","3.507990386169501","1","1","0"
"2017","48220","경상남도","통영시","10.563641247375893","10.285107192706418","1.4694754361349491","0.0","0.430811174","0.0","1.0","2.0178787400820917","1","1","0"
"2017","48240","경상남도","사천시","11.20440086467791","0.0","1.8159124349238251","7.514483475222949","0.0","0.0243529225443984","1.0","3.35546515157263","1","1","0"
"2017","48250","경상남도","김해시","11.941801421677038","0.0","2.0306046997674025","0.0","0.0","0.0","1.0","4.038461103032623","1","1","0"
"2017","48270","경상남도","밀양시","12.122844938516367","10.392504205274182","1.3936274810322336","5.888314157832496","0.150291172","0.0016580457979984","1.0","3.8056333858813547","1","1","0"
"2017","48310","경상남도","거제시","11.843766001814654","10.125463520839588","1.7923268498455212","7.773784063777182","0.14991576","0.0142679165464364","1.0","2.758143821886935","1","1","0"
"2017","48330","경상남도","양산시","11.503777112789345","10.128228708861226","2.1988511470847856","7.957207384448166","0.197184595","0.0224841078572352","1.0","5.840009057795902","1","1","0"
"2017","48720","경상남도","의령군","9.423028747206514","9.151920989534384","0.8073672146564502","6.0947512688892695","0.424021866","0.019894913758927","1.0","2.476232538345603","1","1","0"
"2017","48730","경상남도","함안군","9.969713730886093","9.740431921815278","1.7004497817449191","7.951774343497301","0.41239715","0.0689261761374285","1.0","0.5659371578085891","1","1","0"
"2017","48740","경상남도","창녕군","10.921005300829757","9.521651438986929","1.074986465245706","7.226955898109427","0.194041738","0.0195450879410081","1.0","3.427725625014515","1","1","0"
"2017","48820","경상남도","고성군","9.63877006347838","9.104052600847323","1.379358956265931","6.051194517404458","0.363086807","0.0171078471385289","1.0","0.9430685907873445","1","1","0"
"2017","48840","경상남도","남해군","10.205153794538685","9.257337089803423","1.359843992531207","6.534948164318326","0.274284487","0.0180008588678101","1.0","1.6585141667775574","1","1","0"
"2017","48850","경상남도","하동군","10.855397876165986","0.0","1.915075697227141","0.0","0.0","0.0","1.0","3.0016307653920205","1","1","0"
"2017","48860","경상남도","산청군","8.534097930785864","8.948062378562032","1.4067351143556297","5.905663294233061","0.585282424","0.0278573746203132","1.0","1.4458442099074225","1","1","0"
"2017","48870","경상남도","함양군","7.975475752498467","9.463290341743072","1.9534375452201667","6.174316017347249","0.791751264","0.0294668590875446","1.0","0.20398241280273402","1","1","0"
"2017","48880","경상남도","거창군","7.788571817235443","8.211362353834756","0.9015791325871964","5.85400461930352","0.571576745","0.0539706349910288","1.0","0.435339557116299","1","1","0"
"2017","48890","경상남도","합천군","8.221168644299668","8.256572173305138","0.932617780933752","5.396555424074705","0.494503625","0.0281981069359587","1.0","0.6519692209544465","1","1","0"
"2017","50110","제주특별자치도","제주시","","","2.880698718045113","","","","","","0","1","0"
"2017","50130","제주특별자치도","서귀포시","","","2.4147697289219616","","","","","","0","1","0"
"2017","51110","강원특별자치도","춘천시","10.160539952505365","9.733009116504181","2.3360125361452164","0.0","0.394711171","0.0","1.0","2.729709589993642","1","1","0"
"2017","51130","강원특별자치도","원주시","10.172855929126024","10.224509023212189","0.6700739166529438","8.31409294804177","0.476725246","0.0705495604473584","1.0","1.7233271741086884","1","1","0"
"2017","51150","강원특별자치도","강릉시","9.070861785428928","8.95519422571218","1.800374004003916","0.0","0.471111794","0.0","","","1","1","0"
"2017","51170","강원특별자치도","동해시","7.792915727884926","9.180725124849197","0.0","0.0","0.800291801","0.0","","","1","1","0"
"2017","51190","강원특별자치도","태백시","7.926553336064503","9.468201185728919","1.6993875424570484","0.0","0.823745358","0.0","","","1","1","0"
"2017","51210","강원특별자치도","속초시","8.907464188611577","10.098112569138786","2.457301945571374","0.0","0.766873853","0.0","","","1","1","0"
"2017","51230","강원특별자치도","삼척시","6.61096527794812","7.38727318614615","0.7962272769370019","0.0","0.685040753","0.0","","","1","1","0"
"2017","51720","강원특별자치도","홍천군","9.663460326723454","0.0","1.5946813390463785","7.090130055227195","0.0","0.0708239936780266","1.0","0.7168578774903214","1","1","0"
"2017","51730","강원특별자치도","횡성군","8.257917271260158","9.603475292303541","1.1156108655513437","7.693238926153832","0.710059681","0.1050802296771148","1.0","0.9555568506590877","1","1","0"
"2017","51750","강원특별자치도","영월군","9.058041284986599","7.687631078883674","0.32764390646552816","0.0","0.202498326","0.0","","","1","1","0"
"2017","51760","강원특별자치도","평창군","9.46493436325727","9.428434148297608","1.148194041316427","0.0","0.490875239","0.0","","","1","1","0"
"2017","51770","강원특별자치도","정선군","9.731709244734004","10.154178612996812","1.5052280802782798","7.572222339626077","0.577699795","0.0436682943229904","1.0","1.2957485970587765","1","1","0"
"2017","51780","강원특별자치도","철원군","12.256121049930842","12.796057745377668","4.752710761516938","0.0","0.631798153","0.0","","","1","1","0"
"2017","51790","강원특별자치도","화천군","9.878045521991348","0.0","1.7110125043433964","0.0","0.0","0.0","","","1","1","0"
"2017","51800","강원특별자치도","양구군","0.0","10.779293673920794","3.123322473156971","0.0","1.0","0.0","","","1","1","0"
"2017","51810","강원특별자치도","인제군","9.735559268218696","7.778632364260087","1.150772805942683","0.0","0.123761018","0.0","1.0","0.2283430585335894","1","1","0"
"2017","51820","강원특별자치도","고성군","10.621532722879433","0.0","2.998319144924825","0.0","0.0","0.0","","","1","1","0"
"2017","51830","강원특별자치도","양양군","8.272581367641662","8.398575188989762","1.738097307680652","0.0","0.531464384","0.0","","","1","1","0"
"2018","11110","서울특별시","종로구","12.823738567044497","0.0","0.0","0.0","0.0","0.0","","","1","1","0"
"2018","11140","서울특별시","중구","15.797468092117407","0.0","0.0","0.0","0.0","0.0","","","1","1","0"
"2018","11170","서울특별시","용산구","0.0","0.0","0.0","0.0","","","","","1","1","0"
"2018","11200","서울특별시","성동구","16.51176161870835","0.0","0.0","0.0","0.0","0.0","","","1","1","0"
"2018","11215","서울특별시","광진구","0.0","0.0","0.0","0.0","","","","","1","1","0"
"2018","11230","서울특별시","동대문구","0.0","0.0","0.0","0.0","","","","","1","1","0"
"2018","11260","서울특별시","중랑구","0.0","0.0","4.848204860781462","0.0","","","","","1","1","0"
"2018","11290","서울특별시","성북구","0.0","0.0","0.0","0.0","","","","","1","1","0"
"2018","11305","서울특별시","강북구","0.0","0.0","0.0","0.0","","","","","1","1","0"
"2018","11320","서울특별시","도봉구","0.0","0.0","0.0","0.0","","","","","1","1","0"
"2018","11350","서울특별시","노원구","0.0","0.0","0.0","0.0","","","","","1","1","0"
"2018","11380","서울특별시","은평구","11.70221759397814","11.372055553228137","3.7721619326673594","10.50585073736973","0.355652174","0.1495652173913043","","","1","1","0"
"2018","11410","서울특별시","서대문구","13.180459730054888","0.0","0.0","0.0","0.0","0.0","","","1","1","0"
"2018","11440","서울특별시","마포구","16.744042313758584","0.0","0.0","0.0","0.0","0.0","","","1","1","0"
"2018","11470","서울특별시","양천구","10.53364385603769","0.0","0.0","0.0","0.0","0.0","","","1","1","0"
"2018","11500","서울특별시","강서구","15.706433493798901","12.917627416200354","0.0","12.168110011123368","0.056388146","0.0266486584764032","","","1","1","0"
"2018","11530","서울특별시","구로구","16.053195099206505","13.442320683929047","0.0","12.596138157805466","0.066489298","0.0285271578542772","","","1","1","0"
"2018","11545","서울특별시","금천구","14.838365189923012","13.071055917360756","5.969796480460376","0.0","0.145877049","0.0","","","1","1","0"
"2018","11560","서울특별시","영등포구","","","","","","","","","0","1","0"
"2018","11590","서울특별시","동작구","14.085842977255904","13.215454968197776","0.0","0.0","0.295173352","0.0","","","1","1","0"
"2018","11620","서울특별시","관악구","0.0","0.0","3.50614143500919","0.0","","","","","1","1","0"
"2018","11650","서울특별시","서초구","15.369612460078972","11.809359052160318","0.0","0.0","0.027645415","0.0","","","1","1","0"
"2018","11680","서울특별시","강남구","0.0","0.0","0.0","0.0","","","","","1","1","0"
"2018","11710","서울특별시","송파구","15.911860587311645","14.191388986379401","0.0","12.716267042555971","0.146715419","0.0335611961916874","1.0","22.5470989571888","1","1","0"
"2018","11740","서울특별시","강동구","14.863667377345182","10.453787748091154","0.0","13.167088079569663","0.010168671","0.1533370995077072","","","1","1","0"
"2018","26110","부산광역시","중구","0.0","0.0","0.0","0.0","","","","","1","1","0"
"2018","26140","부산광역시","서구","11.00885120728317","12.38915105806456","0.0","0.0","0.799041143","0.0","","","1","1","0"
"2018","26170","부산광역시","동구","10.501417062577444","13.145264576890593","0.0","0.0","0.933632354","0.0","","","1","1","0"
"2018","26200","부산광역시","영도구","11.51275117290716","12.960174940869846","0.0","0.0","0.809602812","0.0","","","1","1","0"
"2018","26230","부산광역시","부산진구","10.426726059438844","11.976764945165897","0.0","0.0","0.824922719","0.0","1.0","3.66440375582994","1","1","0"
"2018","26260","부산광역시","동래구","10.740462744686385","11.95190670283858","3.639680185615748","0.0","0.770557029","0.0","","","1","1","0"
"2018","26290","부산광역시","남구","11.657707287246067","12.199253775708826","0.0","0.0","0.632172938","0.0","","","1","1","0"
"2018","26320","부산광역시","북구","10.640350165629469","11.489129146351491","0.0","0.0","0.700313816","0.0","","","1","1","0"
"2018","26350","부산광역시","해운대구","9.79291106371165","10.714809357889807","0.0","0.0","0.715435586","0.0","","","1","1","0"
"2018","26380","부산광역시","사하구","12.261825623115548","0.0","0.0","0.0","0.0","0.0","","","1","1","0"
"2018","26410","부산광역시","금정구","11.676018808315273","0.0","1.8590600692567483","9.905539382987996","0.0","0.1454775707330118","1.0","3.045290148307508","1","1","0"
"2018","26440","부산광역시","강서구","9.831687224623161","10.75068278590392","0.0","10.62411614838697","0.438592734","0.3864497087784365","","","1","1","0"
"2018","26470","부산광역시","연제구","10.754382634911831","13.023556499701677","0.0","0.0","0.906293276","0.0","","","1","1","0"
"2018","26500","부산광역시","수영구","13.169079068651246","0.0","0.0","0.0","0.0","0.0","","","1","1","0"
"2018","26530","부산광역시","사상구","10.440601501274168","11.954249058747305","0.0","0.0","0.819604515","0.0","","","1","1","0"
"2018","26710","부산광역시","기장군","11.598935867706064","0.0","2.534336654957796","10.03727880065708","0.0","0.1734040430127723","","","1","1","0"
"2018","27110","대구광역시","중구","","","","","","","","","0","1","0"
"2018","27140","대구광역시","동구","0.0","0.0","0.0","0.0","","","","","1","1","0"
"2018","27170","대구광역시","서구","14.477386226534845","13.450557272517486","0.0","0.0","0.26369916","0.0","","","1","1","0"
"2018","27200","대구광역시","남구","0.0","0.0","0.0","0.0","","","","","1","1","0"
"2018","27230","대구광역시","북구","12.520268977343312","10.004637521858726","0.0","0.0","0.074766723","0.0","1.0","0.7871023916807406","1","1","0"
"2018","27260","대구광역시","수성구","11.34156473887862","9.149093632988285","0.0","0.0","0.100420094","0.0","","","1","1","0"
"2018","27290","대구광역시","달서구","11.981243670773534","10.566772333362726","0.0","0.0","0.1955267","0.0","","","1","1","0"
"2018","27710","대구광역시","달성군","12.16139053875424","8.955345780595724","0.7131199582639293","0.0","0.038934247","0.0","1.0","0.8040843016955658","1","1","0"
"2018","27720","대구광역시","군위군","","","0.7344012765873833","","","","1.0","1.441814026555734","0","1","0"
"2018","28110","인천광역시","중구","10.091439634298792","0.0","0.0","9.838006719932089","0.0","0.4369757826343768","","","1","1","0"
"2018","28140","인천광역시","동구","0.0","0.0","0.0","0.0","","","","","1","1","0"
"2018","28177","인천광역시","미추홀구","14.396644622726344","0.0","0.0","0.0","0.0","0.0","","","1","1","0"
"2018","28185","인천광역시","연수구","13.427153988256658","0.0","0.0","0.0","0.0","0.0","","","1","1","0"
"2018","28200","인천광역시","남동구","14.129477921100506","13.047279381369586","0.0","12.757105883721994","0.212797737","0.1592010550903341","","","1","1","0"
"2018","28237","인천광역시","부평구","13.71925782228797","0.0","0.0","0.0","0.0","0.0","","","1","1","0"
"2018","28245","인천광역시","계양구","14.205745117670485","0.0","0.0","0.0","0.0","0.0","","","1","1","0"
"2018","28260","인천광역시","서구","13.591173914917121","12.274688663646108","4.6239142146816326","12.136727401777483","0.178525781","0.1555194914399112","","","1","1","0"
"2018","28710","인천광역시","강화군","","","","","0.054713371","0.0451993831671094","","","0","1","0"
"2018","28720","인천광역시","옹진군","11.658839178659646","9.820579686326992","0.0","0.0","0.13725186","0.0","","","1","1","0"
"2018","29110","광주광역시","동구","10.011334032369891","0.0","0.0","0.0","0.0","0.0","","","1","1","0"
"2018","29140","광주광역시","서구","12.344512130695506","0.0","5.102671896535852","0.0","0.0","0.0","1.0","25.13208921570337","1","1","0"
"2018","29155","광주광역시","남구","10.632028197895632","0.0","0.0","9.80732673572768","0.0","0.3047600314712824","1.0","9.918609398165675","1","1","0"
"2018","29170","광주광역시","북구","9.308880418082115","0.0","0.0","0.0","0.0","0.0","","","1","1","0"
"2018","29200","광주광역시","광산구","9.697788642774164","9.760290844833504","0.0","0.0","0.515621395","0.0","1.0","3.61885518504658","1","1","0"
"2018","30110","대전광역시","동구","10.274729139229128","9.946729100900903","0.0","10.000170732817535","0.290435467","0.3063798065972294","","","1","1","0"
"2018","30140","대전광역시","중구","11.058007718533513","0.0","0.0","0.0","0.0","0.0","","","1","1","0"
"2018","30170","대전광역시","서구","10.869248696095037","10.256082269758526","0.0","0.0","0.351333561","0.0","","","1","1","0"
"2018","30200","대전광역시","유성구","10.915615571520142","0.0","0.0","0.0","0.0","0.0","1.0","0.9275735306201827","1","1","0"
"2018","30230","대전광역시","대덕구","11.797267348187557","11.605203669483998","0.0","0.0","0.452130746","0.0","","","1","1","0"
"2018","31110","울산광역시","중구","13.495465786423603","10.88549064496689","0.0","10.747484364138845","0.064641076","0.0563082468397662","1.0","4.654959422906975","1","1","0"
"2018","31140","울산광역시","남구","12.586317235886018","11.471788658884106","0.0","0.0","0.247026284","0.0","1.0","16.502544563478338","1","1","0"
"2018","31170","울산광역시","동구","14.02877527157329","0.0","0.0","10.65070421254472","0.0","0.0329871422379889","1.0","3.878562776286484","1","1","0"
"2018","31200","울산광역시","북구","14.000309742826676","0.0","1.4043002114220589","10.031557718841404","0.0","0.0185457420776114","1.0","3.14519087914535","1","1","0"
"2018","31710","울산광역시","울주군","12.85504286244334","0.0","2.515281196328706","9.142833318772375","0.0","0.0238387839688714","1.0","4.601726761372096","1","1","0"
"2018","36110","세종특별자치시","세종시","","","0.0","","","","1.0","10.945275921872671","0","1","0"
"2018","41111","경기도","수원시 장안구","","","0.0","","","","","","0","1","0"
"2018","41113","경기도","수원시 권선구","","","0.0","","","","","","0","1","0"
"2018","41115","경기도","수원시 팔달구","","","0.0","","","","","","0","1","0"
"2018","41117","경기도","수원시 영통구","","","0.0","","","","","","0","1","0"
"2018","41131","경기도","성남시 수정구","","","0.0","","","","1.0","175.01795668975186","0","1","0"
"2018","41133","경기도","성남시 중원구","","","5.668833403165514","","","","","","0","1","0"
"2018","41135","경기도","성남시 분당구","","","0.0","","","","","","0","1","0"
"2018","41150","경기도","의정부시","13.539866837493594","0.0","0.0","0.0","0.0","0.0","","","1","1","0"
"2018","41171","경기도","안양시 만안구","","","0.0","","","","","","0","1","0"
"2018","41173","경기도","안양시 동안구","","","0.0","","","","","","0","1","0"
"2018","41190","경기도","부천시","0.0","0.0","0.0","0.0","","","","","1","1","0"
"2018","41210","경기도","광명시","0.0","0.0","0.0","0.0","","","","","1","1","0"
"2018","41220","경기도","평택시","13.459407363802551","7.725890157552399","0.0","0.0","0.003223827","0.0","1.0","18.42369776295999","1","1","0"
"2018","41250","경기도","동두천시","13.973463929041335","11.131610137926943","0.0","0.0","0.055103218","0.0","1.0","15.385087619048202","1","1","0"
"2018","41271","경기도","안산시 상록구","","","5.005618997732435","","","","","","0","1","0"
"2018","41273","경기도","안산시 단원구","","","3.18303723554827","","","","","","0","1","0"
"2018","41281","경기도","고양시 덕양구","","","0.0","","","","","","0","1","0"
"2018","41285","경기도","고양시 일산동구","","","0.0","","","","","","0","1","0"
"2018","41287","경기도","고양시 일산서구","","","0.0","","","","","","0","1","0"
"2018","41290","경기도","과천시","13.445796555460989","8.838726574499347","3.8237175555317333","0.0","0.009880979","0.0","1.0","2.256612624942787","1","1","0"
"2018","41310","경기도","구리시","12.523087222510654","12.481866063840204","0.0","0.0","0.489696131","0.0","","","1","1","0"
"2018","41360","경기도","남양주시","12.913874654455029","10.509048394387404","2.2757443742447476","9.977755700829698","0.078960164","0.0464154160918069","1.0","10.218568287872989","1","1","0"
"2018","41370","경기도","오산시","14.148354466228596","0.0","0.0","0.0","0.0","0.0","","","1","1","0"
"2018","41390","경기도","시흥시","13.711683757934345","12.613042289531855","0.0","0.0","0.249994113","0.0","","","1","1","0"
"2018","41410","경기도","군포시","14.477653944948791","13.687710307811308","0.0","0.0","0.312180639","0.0","","","1","1","0"
"2018","41430","경기도","의왕시","13.54778023811517","12.622349165311643","0.0","0.0","0.283852165","0.0","1.0","15.65362748477599","1","1","0"
"2018","41450","경기도","하남시","13.701143289215958","12.414858270328459","0.0","0.0","0.216481776","0.0","1.0","45.968654294207305","1","1","0"
"2018","41461","경기도","용인시 처인구","","","3.2222275821333706","","","","1.0","22.108570208020677","0","1","0"
"2018","41463","경기도","용인시 기흥구","","","3.442809018477251","","","","","","0","1","0"
"2018","41465","경기도","용인시 수지구","","","0.0","","","","","","0","1","0"
"2018","41480","경기도","파주시","13.108846301335594","11.61551429589288","0.0","0.0","0.18342109","0.0","1.0","18.05917022728353","1","1","0"
"2018","41500","경기도","이천시","12.686261793801108","11.074629794963819","3.4463160967512545","0.0","0.166360435","0.0","1.0","15.494850160951124","1","1","0"
"2018","41550","경기도","안성시","12.559135595944914","8.296484266697409","2.6376494399567734","0.0","0.013885912","0.0","1.0","8.397940454384493","1","1","0"
"2018","41570","경기도","김포시","14.569112411681912","13.30382711682631","0.0","0.0","0.220065195","0.0","","","1","1","0"
"2018","41590","경기도","화성시","12.134994291357067","9.89441888142189","2.7081403049890724","0.0","0.096161598","0.0","1.0","3.679191170382372","1","1","0"
"2018","41610","경기도","광주시","14.042005008808243","11.025165762267811","2.8167078386844038","9.872299609385387","0.045992529","0.0145207333618069","1.0","22.433831185799672","1","1","0"
"2018","41630","경기도","양주시","11.205201528998842","10.486040127396924","0.0","9.84692429430557","0.279291683","0.147394972838096","1.0","6.562259867134012","1","1","0"
"2018","41650","경기도","포천시","11.142210944879617","0.0","0.8020973174200708","8.532836043831114","0.0","0.0685258540828964","1.0","8.126544288512077","1","1","0"
"2018","41670","경기도","여주시","11.799812142988891","9.923194019289472","1.758439110009327","9.785192221868174","0.119008783","0.1036674569944004","1.0","4.5982679160558115","1","1","0"
"2018","41800","경기도","연천군","13.840544219363492","11.650841604120897","0.0","11.562670278499489","0.092180948","0.0844011763082182","1.0","49.038401465690924","1","1","0"
"2018","41820","경기도","가평군","8.944797216218344","8.30492186061613","1.3260026299733514","7.8473018404003465","0.283353285","0.1792767861037469","1.0","4.309960003329845","1","1","0"
"2018","41830","경기도","양평군","10.848769402611554","8.334292347869717","1.371500143409458","8.196318832139237","0.070254504","0.0611980523831504","1.0","6.2257623246046965","1","1","0"
"2018","43111","충청북도","청주시 상당구","","","2.458647234119662","","","","1.0","2.8253668522814754","0","1","0"
"2018","43112","충청북도","청주시 서원구","","","4.815619103817206","","","","","","0","1","0"
"2018","43113","충청북도","청주시 흥덕구","","","5.568352028466287","","","","","","0","1","0"
"2018","43114","충청북도","청주시 청원구","","","3.669652639598743","","","","","","0","1","0"
"2018","43130","충청북도","충주시","10.906377307024403","8.721584704046588","2.8213882444788863","0.0","0.101111303","0.0","","","1","1","0"
"2018","43150","충청북도","제천시","9.672845521726774","7.03788602358102","2.2274518145298647","7.844686787335186","0.058153264","0.130369044136565","1.0","1.385925297850583","1","1","0"
"2018","43720","충청북도","보은군","7.90149113242394","8.786606260373008","2.1461533573803075","0.0","0.707926049","0.0","","","1","1","0"
"2018","43730","충청북도","옥천군","9.581300561885556","8.469743280027528","0.0","0.0","0.247554462","0.0","","","1","1","0"
"2018","43740","충청북도","영동군","9.936812936377564","8.539369407745637","2.0906703197366467","8.228907301006856","0.173055357","0.1268592476241756","1.0","1.6547953939437523","1","1","0"
"2018","43745","충청북도","증평군","5.997400827965334","11.660963302157024","0.0","0.0","0.996550403","0.0","","","1","1","0"
"2018","43750","충청북도","진천군","10.671059393803398","8.745823657089792","2.9977586235166904","0.0","0.127263752","0.0","1.0","0.980589256529135","1","1","0"
"2018","43760","충청북도","괴산군","8.104499256642498","7.025852225590414","1.964708864341299","0.0","0.253651038","0.0","","","1","1","0"
"2018","43770","충청북도","음성군","10.641787284655404","9.790292325596617","3.2493668424447164","0.0","0.299112621","0.0","","","1","1","0"
"2018","43800","충청북도","단양군","8.410503888464126","8.559850548875104","0.8208431204074615","8.196091216409977","0.391198977","0.2718832891246684","1.0","0.7492888999357336","1","1","0"
"2018","44131","충청남도","천안시 동남구","","","2.880550851819455","","","","1.0","4.047160767405161","0","1","0"
"2018","44133","충청남도","천안시 서북구","","","0.0","","","","","","0","1","0"
