"연도","시군구코드","시도","시군구","시군구_전체명","메인지수A_예산기반_pooled","메인지수A_예산기반_연도별표준화","확장지수B_예산법인_pooled","확장지수B_예산법인_연도별표준화","핵심_소나무림면적당_총대응예산_log","핵심_소나무림면적당_예찰예산_log","확장_소나무림1만ha당_방제법인수_log","보조_소나무림면적당_이동단속예산_log","보조_예찰예산비중","보조_이동단속예산비중","보조_반출금지구역_지정여부","보조_반출금지구역_면적비율","원자료_총대응예산_원","원자료_예찰예산_원","원자료_이동단속예산_원","원자료_포함대응예산_원","원자료_직접대응예산_원","원자료_광의대응예산_원","소나무림면적_ha","활동방제법인수","소나무림1만ha당_방제법인수","반출금지구역_면적_ha","예산관측여부","예산결측사유","소나무림면적_관측여부","소나무림면적_양수여부","예산기반지수_사용가능여부","확장지수_사용가능여부","분석단위_매칭여부","법인자료_관측여부","법인자료_연도완전여부","법인자료_최신성주의플래그","법인자료_기준일","법인자료_지역매칭여부","반출금지구역_이력완전여부","반출금지구역_날짜품질플래그","반출금지구역_지역매칭여부"
"2017","45770","전라북도","순창군","전라북도 순창군","0.4685481292","0.4212632092","0.4469288198","0.4134533141","10.722508596537034","10.001677043506131","1.670400151889266","7.743511934409688","0.316386441","0.0330628718442037","1.0","1.4189712625635433","420597810.0","204552000.0","21376000.0","646525810.0","225928000.0","646525810.0","9271.505594998516","4.0","4.314293896514269","13156.0","1","observed","1","1","1","1","1","1","1","0","2022-05-12","1","0","full_date","1"
"2017","45790","전라북도","고창군","전라북도 고창군","0.0782531921","0.0365904057","-0.0722173523","-0.1131006202","8.767053738383957","8.778780446810865","0.6803211528310366","0.0","0.502932098","0.0","","","65861000.0","66638000.0","0.0","132499000.0","0.0","65861000.0","10261.548919578408","1.0","0.974511750455198","","1","observed","1","1","1","1","1","1","1","0","2022-05-12","1","0","unknown_pre2019","1"
"2017","45800","전라북도","부안군","전라북도 부안군","0.3231344199","0.2784596121","-0.088443728","-0.1374542341","10.327748090476877","9.089522622600926","0.0","0.0","0.224731058","0.0","","","220019000.0","63778000.0","0.0","283797000.0","0.0","220019000.0","7197.644415441628","0.0","0.0","","1","observed","1","1","1","1","1","1","1","0","2022-05-12","1","0","unknown_pre2019","1"
"2017","46110","전라남도","목포시","전라남도 목포시","0.1389814559","0.0946227305","0.5974085562","0.5793449083","7.891987432585192","10.582055916936289","3.0766871210233","0.0","0.936458794","0.0","1.0","0.6516228194166204","1293000.0","19056000.0","0.0","20349000.0","0.0","1293000.0","483.4084851141503","1.0","20.686438711638743","315.0","1","observed","1","1","1","1","1","1","1","0","2022-05-12","1","0","unknown_pre2019","1"
"2017","46130","전라남도","여수시","전라남도 여수시","-0.5979038009","-0.6223069425","-0.2076965359","-0.2297913365","10.248912800067176","0.0","1.8627259671043552","7.857714411014501","0.0","0.0838193384448424","1.0","3.7249131310527788","311517000.0","0.0","28500000.0","340017000.0","106677000.0","190869000.0","11026.834332748904","6.0","5.441271555318857","41074.0","1","observed","1","1","1","1","1","1","1","0","2022-05-12","1","0","full_date","1"
"2017","46150","전라남도","순천시","전라남도 순천시","0.3358407268","0.2904582677","0.5640595746","0.5391899433","10.051681879367","9.593989221398136","2.4509374807946314","0.0","0.387527392","0.0","1.0","2.8203265919698963","372003000.0","235376000.0","0.0","607379000.0","0.0","372003000.0","16038.922630022427","17.0","10.599215665632418","45235.0","1","observed","1","1","1","1","1","1","1","0","2022-05-12","1","0","full_date","1"
"2017","46170","전라남도","나주시","전라남도 나주시","-0.1083594186","-0.1472552517","0.3689277469","0.3506542315","7.883135340102114","8.124254751881708","2.8294886949401796","0.0","0.560009404","0.0","","","14972000.0","19056000.0","0.0","34028000.0","0.0","14972000.0","5647.307308823615","9.0","15.936798739353147","","1","observed","1","1","1","1","1","1","1","0","2022-05-12","1","0","unknown_pre2019","1"
"2017","46230","전라남도","광양시","전라남도 광양시","0.4934118615","0.4456697135","0.5572310707","0.5271188962","10.782926022538302","10.167327924047243","2.027402744421481","8.455203867664887","0.329897295","0.0595301504546223","1.0","4.831505340982957","292311000.0","157938000.0","28500000.0","478749000.0","174446000.0","320811000.0","6065.811363469913","4.0","6.5943362896003785","29307.0","1","observed","1","1","1","1","1","1","1","0","2022-05-12","1","0","full_date","1"
"2017","46710","전라남도","담양군","전라남도 담양군","-0.1940381829","-0.2335722909","0.2642664745","0.2440535776","6.241317492959827","9.514239037380754","2.6496726783976863","0.0","0.963554004","0.0","","","3508000.0","92744000.0","0.0","96252000.0","0.0","3508000.0","6844.415383359256","9.0","13.149406480912292","","1","observed","1","1","1","1","1","1","1","0","2022-05-12","1","0","unknown_pre2019","1"
"2017","46720","전라남도","곡성군","전라남도 곡성군","-0.2779171063","-0.3154129605","0.0441475128","0.0185242481","6.358545036711927","8.516301509870505","2.0229813885835446","0.0","0.896533675","0.0","","","7907000.0","68514000.0","0.0","76421000.0","0.0","7907000.0","13717.76998448934","9.0","6.560833145749116","","1","observed","1","1","1","1","1","1","1","0","2022-05-12","1","0","unknown_pre2019","1"
"2017","46730","전라남도","구례군","전라남도 구례군","-0.2129001949","-0.2501860342","-0.0493169179","-0.080117579","7.426778227141951","7.704498605822452","1.5020128749528396","0.0","0.569022664","0.0","1.0","0.13997784133399124","14433000.0","19056000.0","0.0","33489000.0","0.0","14433000.0","8594.217402807397","3.0","3.4907192352616265","1203.0","1","observed","1","1","1","1","1","1","1","0","2022-05-12","1","0","full_date","1"
"2017","46770","전라남도","고흥군","전라남도 고흥군","0.0973840282","0.0555706317","0.4017000164","0.378219147","8.943827426396153","8.728039837176924","2.4348859895316632","7.590730035577928","0.390404131","0.1251520487609947","1.0","0.20481883953948898","110319000.0","88904000.0","28500000.0","227723000.0","91517000.0","138819000.0","14402.971946490505","15.0","10.414517264719779","2950.0","1","observed","1","1","1","1","1","1","1","0","2022-05-12","1","0","full_date","1"
"2017","46780","전라남도","보성군","전라남도 보성군","0.2911630716","0.2465418616","0.718873337","0.7013162704","9.904040648603214","9.349777912499304","3.1525340188567186","8.06850523633864","0.331307668","0.0919779123918452","1.0","0.34399140242425186","178699000.0","102658000.0","28500000.0","309857000.0","106871000.0","207199000.0","8930.45575659835","20.0","22.3952735953289","3072.0","1","observed","1","1","1","1","1","1","1","0","2022-05-12","1","0","full_date","1"
"2017","46790","전라남도","화순군","전라남도 화순군","-0.0757605824","-0.1161049148","0.2351000401","0.2103826007","7.412544048112249","9.093422430900711","2.239197425434422","0.0","0.843085829","0.0","","","23692000.0","127295000.0","0.0","150987000.0","0.0","23692000.0","14309.912581105747","12.0","8.385795463100406","","1","observed","1","1","1","1","1","1","1","0","2022-05-12","1","0","unknown_pre2019","1"
"2017","46800","전라남도","장흥군","전라남도 장흥군","-0.0300245635","-0.0686334963","0.3696954666","0.3494925149","9.192114272878232","7.116168239308317","2.6331035403726175","0.0","0.111386486","0.0","","","76012000.0","9528000.0","0.0","85540000.0","0.0","76012000.0","7741.79887330564","10.0","12.9168945921352","","1","observed","1","1","1","1","1","1","1","0","2022-05-12","1","0","unknown_pre2019","1"
"2017","46810","전라남도","강진군","전라남도 강진군","-0.3491881692","-0.3812066403","-0.0227758051","-0.047112918","8.883623748320588","4.350979910133976","1.9431655609687355","0.0","0.010503547","0.0","","","36175080.0","384000.0","0.0","36559080.0","0.0","36175080.0","5016.039434864496","3.0","5.980814223963617","","1","observed","1","1","1","1","1","1","1","0","2022-05-12","1","0","unknown_pre2019","1"
"2017","46820","전라남도","해남군","전라남도 해남군","-0.3959160763","-0.4271152564","0.0951590058","0.0768114913","8.74417149422106","4.075094807958806","2.5096002206284407","0.0","0.009138723","0.0","","","83270000.0","768000.0","0.0","84038000.0","0.0","83270000.0","13274.322437384442","15.0","11.300011786481496","","1","observed","1","1","1","1","1","1","1","0","2022-05-12","1","0","unknown_pre2019","1"
"2017","46830","전라남도","영암군","전라남도 영암군","-0.1760389423","-0.2145844626","-0.0912838685","-0.1250923612","7.139575893039225","8.46540400728926","1.25015748824723","0.0","0.79024633","0.0","","","5058000.0","19056000.0","0.0","24114000.0","0.0","5058000.0","4014.624975692837","1.0","2.4908926887434153","","1","observed","1","1","1","1","1","1","1","0","2022-05-12","1","0","unknown_pre2019","1"
"2017","46840","전라남도","무안군","전라남도 무안군","0.481457468","0.4341749216","0.0164820491","-0.0336440277","10.909144003725329","9.875321362162921","0.0","8.737777306802613","0.241986761","0.0775738176117063","1.0","0.1465307391548116","249988000.0","88904000.0","28500000.0","367392000.0","52567000.0","278488000.0","4572.4194381640045","0.0","0.0","670.0","1","observed","1","1","1","1","1","1","1","0","2022-05-12","1","0","unknown_pre2019","1"
"2017","46860","전라남도","함평군","전라남도 함평군","-0.0591091976","-0.0990624279","0.0899328633","0.0594153473","7.904563010983181","8.586752765639234","1.6441761966750719","0.0","0.664267964","0.0","","","12970000.0","25662000.0","0.0","38632000.0","0.0","12970000.0","4788.419458839836","2.0","4.176743531329168","","1","observed","1","1","1","1","1","1","1","0","2022-05-12","1","0","unknown_pre2019","1"
"2017","46870","전라남도","영광군","전라남도 영광군","-0.1935211818","-0.2303779794","-0.0100944293","-0.0397659515","7.982475277158482","7.137972352489641","1.6015182518664863","0.0","0.300491989","0.0","","","22180000.0","9528000.0","0.0","31708000.0","0.0","22180000.0","7574.690067421648","3.0","3.960558086597953","","1","observed","1","1","1","1","1","1","1","0","2022-05-12","1","0","unknown_pre2019","1"
"2017","46880","전라남도","장성군","전라남도 장성군","-0.1122964493","-0.1499468939","0.1798294879","0.1549364257","8.633160680710509","7.059109878246225","2.118657054282761","0.0","0.171542769","0.0","","","46015000.0","9528000.0","0.0","55543000.0","40000000.0","46015000.0","8196.769762521515","6.0","7.319956731533547","","1","observed","1","1","1","1","1","1","1","0","2022-05-12","1","0","unknown_pre2019","1"
"2017","46890","전라남도","완도군","전라남도 완도군","-0.7239962703","-0.7509937643","-0.5219291606","-0.553537516","6.760933559987209","3.51146486587251","0.9904952944375216","0.0","0.036312057","0.0","","","10191000.0","384000.0","0.0","10575000.0","0.0","10191000.0","11816.365950168814","2.0","1.6925677559702075","","1","observed","1","1","1","1","1","1","1","0","2022-05-12","1","0","unknown_pre2019","1"
"2017","46900","전라남도","진도군","전라남도 진도군","-0.6966622584","-0.7199921705","-0.1020075281","-0.1171178758","9.527872269054896","0.0","2.514445715392703","0.0","0.0","0.0","","","120921000.0","0.0","0.0","120921000.0","0.0","120921000.0","8803.005935440742","10.0","11.359756057575948","","1","observed","1","1","1","1","1","1","1","0","2022-05-12","1","0","unknown_pre2019","1"
"2017","46910","전라남도","신안군","전라남도 신안군","0.0719411716","0.0327315203","-0.2545195725","-0.3012729619","10.265125560010652","6.666795544543242","0.0","0.0","0.026608168","0.0","1.0","0.18156907817357062","387591000.0","10595000.0","0.0","398186000.0","0.0","387591000.0","13498.994568100252","0.0","0.0","2451.0","1","observed","1","1","1","1","1","1","1","0","2022-05-12","1","0","unknown_pre2019","1"
"2017","47111","경상북도","포항시 남구","경상북도 포항시 남구","","","","","","","2.4146967785757627","","","","1.0","14.167941973128926","","","","","","","6871.922554782899","7.0","10.186377893807839","97361.0","0","city_district_granularity","1","1","0","0","0","1","1","0","2022-05-12","1","0","full_date","1"
"2017","47113","경상북도","포항시 북구","경상북도 포항시 북구","","","","","","","1.8594363863749601","","","","","","","","","","","","14759.8282065478","8.0","5.420117285952566","","0","city_district_granularity","1","1","0","0","0","1","1","0","2022-05-12","1","0","unknown_pre2019","1"
"2017","47130","경상북도","경주시","경상북도 경주시","-0.3242631103","-0.3516399646","-0.118326509","-0.1452898307","12.246777425112464","0.0","1.5110436439453665","6.9151929541202595","0.0","0.0048083910979977","1.0","4.119056778275013","5898638500.0","0.0","28500000.0","5927138500.0","1585977200.0","5927138500.0","28316.91969267933","10.0","3.5314575555989105","116639.0","1","observed","1","1","1","1","1","1","1","0","2022-05-12","1","0","full_date","1"
"2017","47150","경상북도","김천시","경상북도 김천시","-0.5197872521","-0.5450393031","-0.2122257417","-0.2368488028","10.819245703279893","0.0","1.6480388087617812","0.0","0.0","0.0","1.0","0.5351731243306577","595366000.0","0.0","0.0","595366000.0","61553000.0","595366000.0","11913.901707927653","5.0","4.196777951150075","6376.0","1","observed","1","1","1","1","1","1","1","0","2022-05-12","1","0","full_date","1"
"2017","47170","경상북도","안동시","경상북도 안동시","0.5371274367","0.4906699683","0.4181705837","0.3820955569","12.241653838901799","8.60872287348735","1.385849107822605","6.346796534615896","0.025684346","0.0026708158229677","1.0","2.2821046776276424","10368321793.0","274075000.0","28500000.0","10670896793.0","1552760793.0","10396821793.0","50029.694570666376","15.0","2.998219383253014","114173.0","1","observed","1","1","1","1","1","1","1","0","2022-05-12","1","0","full_date","1"
"2017","47190","경상북도","구미시","경상북도 구미시","-0.3093270771","-0.3368662444","-0.0639497908","-0.0893030899","12.355826165075017","0.0","1.6801623033531565","0.0","0.0","0.0","1.0","5.3732376017082455","2660168000.0","0.0","0.0","2660168000.0","1463293000.0","2660168000.0","11451.010463493902","5.0","4.366426889522214","61529.0","1","observed","1","1","1","1","1","1","1","0","2022-05-12","1","0","full_date","1"
"2017","47210","경상북도","영주시","경상북도 영주시","-0.5308962505","-0.5560275776","-0.2265648252","-0.251396131","10.73813834002555","0.0","1.6215670524820092","7.565266015730452","0.0","0.0401802896646426","1.0","0.9621898163657984","680803000.0","0.0","28500000.0","709303000.0","157161000.0","709303000.0","14774.631531327144","6.0","4.06101498184777","14216.0","1","observed","1","1","1","1","1","1","1","0","2022-05-12","1","0","full_date","1"
"2017","47230","경상북도","영천시","경상북도 영천시","0.1682607935","0.1265710073","0.1189311301","0.0829142835","10.040128190807788","7.936363751767661","1.1789350432279222","0.0","0.108701055","0.0","1.0","1.675937757953921","509290000.0","62112000.0","0.0","571402000.0","294766000.0","434365000.0","22213.23543987101","5.0","2.2509102798349647","37228.0","1","observed","1","1","1","1","1","1","1","0","2022-05-12","1","0","full_date","1"
"2017","47250","경상북도","상주시","경상북도 상주시","0.297279711","0.2530259161","0.387146386","0.3569882183","10.229669903541708","8.965485658285099","1.8745447882010968","0.0","0.220238696","0.0","1.0","1.0414944596851174","502231000.0","141852000.0","0.0","644083000.0","233870000.0","502231000.0","18122.996070191883","10.0","5.5178514420403575","18875.0","1","observed","1","1","1","1","1","1","1","0","2022-05-12","1","0","full_date","1"
"2017","47280","경상북도","문경시","경상북도 문경시","-0.5628644933","-0.5876484146","-0.2572632918","-0.2822935004","10.504736570316632","0.0","1.5855832518626445","7.52024300119917","0.0","0.0481077613855035","","","563920000.0","0.0","28500000.0","592420000.0","321053000.0","592420000.0","15455.400865428795","6.0","3.8821380643843533","","1","observed","1","1","1","1","1","1","1","0","2022-05-12","1","0","unknown_pre2019","1"
"2017","47290","경상북도","경산시","경상북도 경산시","-0.4920202623","-0.5175740632","-0.1319940769","-0.1544144235","11.021973910750896","0.0","1.8830879532423734","8.287103899850885","0.0","0.0609333709623624","1.0","1.001788165839925","439224000.0","0.0","28500000.0","467724000.0","103863000.0","467724000.0","7176.467286347215","4.0","5.5737730562915715","7189.3","1","observed","1","1","1","1","1","1","1","0","2022-05-12","1","0","full_date","1"
"2017","47730","경상북도","의성군","경상북도 의성군","0.1916006633","0.1497718504","0.0592880766","0.0203476794","10.284753517976068","7.8348513603776535","0.8928998160097805","0.0","0.079419261","0.0","1.0","0.7737987002907463","1015175160.0","87580000.0","0.0","1102755160.0","550774000.0","1015175160.0","34669.223390941406","5.0","1.4422013275631758","26827.0","1","observed","1","1","1","1","1","1","1","0","2022-05-12","1","0","full_date","1"
"2017","47750","경상북도","청송군","경상북도 청송군","-0.6290545495","-0.6531191691","-0.3840950111","-0.4119347004","10.021479597207362","0.0","1.2703696947139036","7.104990395572963","0.0","0.0513066082911479","","","526984000.0","0.0","28500000.0","555484000.0","178500000.0","555484000.0","23417.65688293314","6.0","2.562169234093108","","1","observed","1","1","1","1","1","1","1","0","2022-05-12","1","0","unknown_pre2019","1"
"2017","47760","경상북도","영양군","경상북도 영양군","0.1767973394","0.1347799773","0.100381095","0.0633202748","9.950399820682597","8.14433236168818","1.0870525070422863","7.022285551786676","0.134891615","0.0438959926809208","1.0","0.3242715436833925","533182000.0","87580000.0","28500000.0","649262000.0","242786000.0","561682000.0","25438.55654523308","5.0","1.965520327817872","8249.0","1","observed","1","1","1","1","1","1","1","0","2022-05-12","1","0","unknown_pre2019","1"
"2017","47770","경상북도","영덕군","경상북도 영덕군","-0.6364233944","-0.6604079352","-0.4488380657","-0.478908899","9.967679285262415","0.0","1.0426853227356148","0.0","0.0","0.0","1.0","1.247892702396217","464387000.0","0.0","0.0","464387000.0","79375000.0","464387000.0","21776.71201043028","4.0","1.8368245849438336","27175.0","1","observed","1","1","1","1","1","1","1","0","2022-05-12","1","0","full_date","1"
"2017","47820","경상북도","청도군","경상북도 청도군","0.260588212","0.2165565351","0.1841407073","0.1473337244","9.847411929821257","9.121914663008573","1.1951699949360692","8.906521112519565","0.258259298","0.2082093991671624","1.0","2.433322902039891","328253000.0","158893000.0","128100000.0","615246000.0","451180000.0","502937000.0","17360.21140662715","4.0","2.30411940632994","42243.0","1","observed","1","1","1","1","1","1","1","0","2022-05-12","1","0","year_only_or_partial","1"
"2017","47830","경상북도","고령군","경상북도 고령군","-0.5677712377","-0.5925018364","-0.3969138464","-0.4270881067","10.468912178841355","0.0","1.066694752795173","0.0","0.0","0.0","1.0","2.0098138181734115","369437000.0","0.0","0.0","369437000.0","74611000.0","369437000.0","10494.504420896628","2.0","1.9057593572666525","21092.0","1","observed","1","1","1","1","1","1","1","0","2022-05-12","1","0","full_date","1"
"2017","47840","경상북도","성주군","경상북도 성주군","0.2640390913","0.2209414721","0.2574034019","0.2236140527","10.501759191774536","8.261405875707824","1.464062294395618","0.0","0.096164757","0.0","1.0","1.9543766366360582","437834634.0","46584000.0","0.0","484418634.0","302612000.0","484418634.0","12035.551161974026","4.0","3.323487180743233","23522.0","1","observed","1","1","1","1","1","1","1","0","2022-05-12","1","0","full_date","1"
"2017","47850","경상북도","칠곡군","경상북도 칠곡군","0.31127327","0.2673505647","0.2863774473","0.2521502553","10.64471775173297","8.537550859071356","1.4552533242713042","0.0","0.108385548","0.0","1.0","3.7621955048484637","383215000.0","46584000.0","0.0","429799000.0","113600000.0","429799000.0","9130.838616900546","3.0","3.285568966740042","34352.0","1","observed","1","1","1","1","1","1","1","0","2022-05-12","1","0","full_date","1"
"2017","47900","경상북도","예천군","경상북도 예천군","-0.5411720341","-0.5661916921","-0.3898686168","-0.4205783437","10.663114319753292","0.0","1.0262627536184348","0.0","0.0","0.0","1.0","0.5001193555988017","477473000.0","0.0","0.0","477473000.0","150000000.0","477473000.0","11169.33375496292","2.0","1.7906170984561467","5586.0","1","observed","1","1","1","1","1","1","1","0","2022-05-12","1","0","full_date","1"
"2017","47920","경상북도","봉화군","경상북도 봉화군","-0.6785560852","-0.7020827609","-0.4903180752","-0.5206897377","9.660066362582699","0.0","0.991376644129919","6.538260635787484","0.0","0.0421607612014485","1.0","0.18954293086216406","647484000.0","0.0","28500000.0","675984000.0","287399000.0","675984000.0","41299.35083515478","7.0","1.6949418958037155","7828.0","1","observed","1","1","1","1","1","1","1","0","2022-05-12","1","0","full_date","1"
"2017","47930","경상북도","울진군","경상북도 울진군","0.0457899343","0.0056768673","-0.0271558903","-0.0649266218","9.305135985202938","7.718657398697977","0.9324472781453266","7.9822001755705045","0.13908387","0.1810408898318543","","","428112000.0","87580000.0","114000000.0","629692000.0","114000000.0","542112000.0","38942.84651856584","6.0","1.5407194225361838","","1","observed","1","1","1","1","1","1","1","0","2022-05-12","1","0","unknown_pre2019","1"
"2017","47940","경상북도","울릉군","경상북도 울릉군","-2.0016623643","-2.0108105573","-1.6299902017","-1.663634347","0.0","0.0","0.0","0.0","","","","","0.0","0.0","0.0","0.0","0.0","0.0","626.9992741646664","0.0","0.0","","1","observed","1","1","1","1","1","1","1","0","2022-05-12","1","0","unknown_pre2019","1"
"2017","48121","경상남도","창원시 의창구","경상남도 창원시 의창구","","","","","","","1.5883425275559249","","","","","","","","","","","","2566.98032563519","1.0","3.895627831711385","","0","city_district_granularity","1","1","0","0","0","1","1","0","2022-05-12","1","0","unknown_pre2019","1"
"2017","48123","경상남도","창원시 성산구","경상남도 창원시 성산구","","","","","","","0.0","","","","","","","","","","","","1352.9747995789487","0.0","0.0","","0","city_district_granularity","1","1","0","0","0","1","1","0","2022-05-12","1","0","unknown_pre2019","1"
"2017","48125","경상남도","창원시 마산합포구","경상남도 창원시 마산합포구","","","","","","","1.588548674076729","","","","","","","","","","","","7698.94625205914","3.0","3.8966371523864423","","0","city_district_granularity","1","1","0","0","0","1","1","0","2022-05-12","1","0","unknown_pre2019","1"
"2017","48127","경상남도","창원시 마산회원구","경상남도 창원시 마산회원구","","","","","","","1.664538104697602","","","","","","","","","","","","2334.6853728937867","1.0","4.283232385871866","","0","city_district_granularity","1","1","0","0","0","1","1","0","2022-05-12","1","0","unknown_pre2019","1"
"2017","48129","경상남도","창원시 진해구","경상남도 창원시 진해구","","","","","","","0.0","","","","","","","","","","","","2231.301133458337","0.0","0.0","","0","city_district_granularity","1","1","0","0","0","1","1","0","2022-05-12","1","0","unknown_pre2019","1"
"2017","48170","경상남도","진주시","경상남도 진주시","0.3782873895","0.3310224174","0.4555364496","0.4247684617","9.44123793204775","10.852776122801325","1.9323962677014748","7.496951399151607","0.78209606","0.0272653665636505","1.0","3.507990386169501","255934000.0","1049971000.0","36604000.0","1342509000.0","265638000.0","292538000.0","20318.18567149176","12.0","5.906039148385714","71276.0","1","observed","1","1","1","1","1","1","1","0","2022-05-12","1","0","full_date","1"
"2017","48220","경상남도","통영시","경상남도 통영시","0.4751717936","0.4274948854","0.3984204385","0.3627930981","10.563641247375893","10.285107192706418","1.4694754361349491","0.0","0.430811174","0.0","1.0","2.0178787400820917","346889660.0","262556000.0","0.0","609445660.0","289627000.0","346889660.0","8963.373091122503","3.0","3.3469542877460468","18087.0","1","observed","1","1","1","1","1","1","1","0","2022-05-12","1","0","full_date","1"
"2017","48240","경상남도","사천시","경상남도 사천시","-0.4670338658","-0.4928591993","-0.1330499812","-0.1562641328","11.20440086467791","0.0","1.8159124349238251","7.514483475222949","0.0","0.0243529225443984","1.0","3.35546515157263","856303000.0","0.0","21374000.0","877677000.0","576216000.0","877677000.0","11657.99620409298","6.0","5.14668206693486","39118.0","1","observed","1","1","1","1","1","1","1","0","2022-05-12","1","0","full_date","1"
"2017","48250","경상남도","김해시","경상남도 김해시","-0.3660346313","-0.3929575455","-0.0095127689","-0.0310924113","11.941801421677038","0.0","2.0306046997674025","0.0","0.0","0.0","1.0","4.038461103032623","1159987920.0","0.0","0.0","1159987920.0","979496920.0","1159987920.0","7554.36271927702","5.0","6.618691987401047","30508.0","1","observed","1","1","1","1","1","1","1","0","2022-05-12","1","0","full_date","1"
"2017","48270","경상남도","밀양시","경상남도 밀양시","0.6994855165","0.6492496857","0.5274840814","0.4899374018","12.122844938516367","10.392504205274182","1.3936274810322336","5.888314157832496","0.150291172","0.0016580457979984","1.0","3.8056333858813547","3644778620.0","645926000.0","7126000.0","4297830620.0","2796146530.0","3651904620.0","19805.63873536237","6.0","3.0294402923179558","75373.0","1","observed","1","1","1","1","1","1","1","0","2022-05-12","1","0","full_date","1"
"2017","48310","경상남도","거제시","경상남도 거제시","0.634519115","0.585290791","0.5892086062","0.5560680975","11.843766001814654","10.125463520839588","1.7923268498455212","7.773784063777182","0.14991576","0.0142679165464364","1.0","2.758143821886935","1669416380.0","299434000.0","28498000.0","1997348380.0","532749000.0","1697914380.0","11991.832963000526","6.0","5.00340524964977","33075.2","1","observed","1","1","1","1","1","1","1","0","2022-05-12","1","0","full_date","1"
"2017","48330","경상남도","양산시","경상남도 양산시","0.5882289094","0.539500509","0.665307297","0.6364459358","11.503777112789345","10.128228708861226","2.1988511470847856","7.957207384448166","0.197184595","0.0224841078572352","1.0","5.840009057795902","741804000.0","187449000.0","21374000.0","950627000.0","373285000.0","763178000.0","7486.289758684128","6.0","8.014651039976076","43720.0","1","observed","1","1","1","1","1","1","1","0","2022-05-12","1","0","full_date","1"
"2017","48720","경상남도","의령군","경상남도 의령군","0.2054667828","0.1620002437","0.0455727975","0.0051656244","9.423028747206514","9.151920989534384","0.8073672146564502","6.0947512688892695","0.424021866","0.019894913758927","1.0","2.476232538345603","199179000.0","151877000.0","7126000.0","358182000.0","190786000.0","206305000.0","16103.091847198206","2.0","1.2419975113959139","39875.0","1","observed","1","1","1","1","1","1","1","0","2022-05-12","1","0","full_date","1"
"2017","48730","경상남도","함안군","경상남도 함안군","0.3392788533","0.2936936899","0.3690277665","0.3366048665","9.969713730886093","9.740431921815278","1.7004497817449191","7.951774343497301","0.41239715","0.0689261761374285","1.0","0.5659371578085891","190942000.0","151817000.0","25374000.0","368133000.0","207080000.0","216316000.0","8935.731927519762","4.0","4.476410027119352","5057.06273","1","observed","1","1","1","1","1","1","1","0","2022-05-12","1","0","year_only_or_partial","1"
"2017","48740","경상남도","창녕군","경상남도 창녕군","0.4476649552","0.4011489511","0.2767110588","0.2376078301","10.921005300829757","9.521651438986929","1.074986465245706","7.226955898109427","0.194041738","0.0195450879410081","1.0","3.427725625014515","860001000.0","212199000.0","21374000.0","1093574000.0","535169000.0","881375000.0","15544.41802785028","3.0","1.9299532440680804","53282.0","1","observed","1","1","1","1","1","1","1","0","2022-05-12","1","0","full_date","1"
"2017","48820","경상남도","고성군","경상남도 고성군","0.230222511","0.1865409919","0.2123857044","0.177572315","9.63877006347838","9.104052600847323","1.379358956265931","6.051194517404458","0.363086807","0.0171078471385289","1.0","0.9430685907873445","258170000.0","151238000.0","7126000.0","416534000.0","148348000.0","265296000.0","16821.68206530507","5.0","2.9723543582556244","15864.0","1","observed","1","1","1","1","1","1","1","0","2022-05-12","1","0","full_date","1"
"2017","48840","경상남도","남해군","경상남도 남해군","0.3231483274","0.2782838971","0.2689453171","0.2334103362","10.205153794538685","9.257337089803423","1.359843992531207","6.534948164318326","0.274284487","0.0180008588678101","1.0","1.6585141667775574","280163000.0","108581000.0","7126000.0","395870000.0","150834000.0","287289000.0","10360.598868676796","3.0","2.895585513951227","17183.2","1","observed","1","1","1","1","1","1","1","0","2022-05-12","1","0","full_date","1"
"2017","48850","경상남도","하동군","경상남도 하동군","-0.5148356125","-0.5401414741","-0.1387448516","-0.1607327248","10.855397876165986","0.0","1.915075697227141","0.0","0.0","0.0","1.0","3.0016307653920205","805723590.0","0.0","0.0","805723590.0","17000000.0","805723590.0","15550.883385853002","9.0","5.78745256889233","46678.01","1","observed","1","1","1","1","1","1","1","0","2022-05-12","1","0","full_date","1"
"2017","48860","경상남도","산청군","경상남도 산청군","0.0632982148","0.0216068193","0.1087278585","0.0750847435","8.534097930785864","8.948062378562032","1.4067351143556297","5.905663294233061","0.585282424","0.0278573746203132","1.0","1.4458442099074225","98960000.0","149717000.0","7126000.0","255803000.0","90837000.0","106086000.0","19464.061070453736","6.0","3.0826043847077442","28142.0","1","observed","1","1","1","1","1","1","1","0","2022-05-12","1","0","full_date","1"
"2017","48870","경상남도","함양군","경상남도 함양군","0.0383814579","-0.003620881","0.2356998739","0.2074132418","7.975475752498467","9.463290341743072","1.9534375452201667","6.174316017347249","0.791751264","0.0294668590875446","1.0","0.20398241280273402","43235000.0","191470000.0","7126000.0","241831000.0","7126000.0","50361000.0","14868.928935227048","9.0","6.0528905876182195","3033.0","1","observed","1","1","1","1","1","1","1","0","2022-05-12","1","0","full_date","1"
