연도,시도,시군구,국비지원액_원,총사업비_원,국비비율(%),매칭사업수,매칭사업명,예찰진단_국비지원액_원,예찰진단_총사업비_원,예찰진단_국비비율(%),예찰진단_매칭사업수,예찰진단_사업명목록,국비지원액_최종_원,총사업비_최종_원,국비비율_최종(%),매칭사업수_최종,산림면적_ha,산림면적당_국비지원액(원per ha),산림면적당_국비지원액_최종(원per ha),시도비_원(참고),시군구비_원(참고),기타재원_원(참고),출처,비고
2018,충청남도,서산시,0.0,96490000.0,0.0,1,소나무재선충병 예방나무주사사업,0.0,0.0,,1,산림병해충예찰방제단(자본),0.0,96490000.0,0.0,2,23808.9,0.0,0.0,28947000.0,67543000.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",예찰진단 매칭 1건이나 국비/총사업비 0원으로 기록됨(원자료 확인 필요)
2019,충청남도,서산시,0.0,96490000.0,0.0,1,소나무재선충병 예방나무주사사업,0.0,0.0,,0,,0.0,96490000.0,0.0,1,23266.4,0.0,0.0,28947000.0,67543000.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",예찰진단(산림병해충예찰방제단) 사업 미검색 - 국비 0으로 처리
2020,충청남도,서산시,131000000.0,459618000.0,28.5,3,소나무 재선충병 긴급 방제사업; 소나무 재선충병 방제사업; 소나무재선충병 예방나무주사사업,0.0,0.0,,0,,131000000.0,459618000.0,28.5,3,22736.2,5761.74,5761.7,45792000.0,282826000.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",예찰진단(산림병해충예찰방제단) 사업 미검색 - 국비 0으로 처리
2021,충청남도,서산시,161137766.0,512009000.0,31.47,3,소나무재선충병 방제사업; 소나무재선충병 선단지 예방나무주사사업(도비보조); 소나무재선충병 예방나무주사사업,1155000.0,2310000.0,50.0,1,산림병해충예찰방제단(자본),162292766.0,514319000.0,31.55,4,22218.1,7252.54,7304.5,110880120.0,239991114.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",
2022,충청남도,서산시,31161000.0,219278000.0,14.21,2,소나무재선충병 방제사업; 소나무재선충병 예방나무주사사업,35446000.0,70892000.0,50.0,2,산림병해충예찰방제단(경상); 산림병해충예찰방제단(자본),66607000.0,290170000.0,22.95,4,21711.8,1435.21,3067.8,23435000.0,164682000.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",
2023,충청남도,서산시,112569000.0,606627000.0,18.56,2,소나무재선충병 방제사업; 소나무재선충병 예방나무주사사업,25129000.0,50258000.0,50.0,2,산림병해충예찰방제단(경상); 산림병해충예찰방제단(자본),137698000.0,656885000.0,20.96,4,21217.1,5305.58,6490.0,148218000.0,345840000.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",
2016,충청남도,태안군,0.0,0.0,,0,,0.0,0.0,,0,,0.0,0.0,,0,17642.0,0.0,0.0,0.0,0.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",재선충 직접방제 사업 미검색 - 국비 0으로 처리(산림청 직접집행 등 지자체 예산 외 경로 가능성 있음) / 예찰진단(산림병해충예찰방제단) 사업 미검색 - 국비 0으로 처리
2017,충청남도,태안군,0.0,0.0,,0,,0.0,0.0,,0,,0.0,0.0,,0,17600.1,0.0,0.0,0.0,0.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",재선충 직접방제 사업 미검색 - 국비 0으로 처리(산림청 직접집행 등 지자체 예산 외 경로 가능성 있음) / 예찰진단(산림병해충예찰방제단) 사업 미검색 - 국비 0으로 처리
2018,충청남도,태안군,0.0,0.0,,0,,0.0,0.0,,0,,0.0,0.0,,0,17558.4,0.0,0.0,0.0,0.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",재선충 직접방제 사업 미검색 - 국비 0으로 처리(산림청 직접집행 등 지자체 예산 외 경로 가능성 있음) / 예찰진단(산림병해충예찰방제단) 사업 미검색 - 국비 0으로 처리
2019,충청남도,태안군,228025000.0,668626000.0,34.1,4,산림재해대책비(재선충); 소나무 재선충 방제사업; 소나무 재선충병 나무주사 사업; 소나무재선충병 확산방지,0.0,0.0,,1,산림병해충예찰방제단,228025000.0,668626000.0,34.1,5,17516.7,13017.58,13017.6,45911000.0,394690000.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",예찰진단 매칭 1건이나 국비/총사업비 0원으로 기록됨(원자료 확인 필요)
2020,충청남도,태안군,246844500.0,1025218000.0,24.08,4,산림재해대책비(재선충); 소나무 재선충 방제사업; 소나무 재선충병 나무주사 사업; 소나무재선충 방제사업(드론),0.0,0.0,,0,,246844500.0,1025218000.0,24.08,4,17475.1,14125.5,14125.5,217710000.0,560663500.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",예찰진단(산림병해충예찰방제단) 사업 미검색 - 국비 0으로 처리
2021,충청남도,태안군,292066010.0,1013307000.0,28.82,2,소나무 재선충 방제사업; 소나무재선충 방제사업(드론),0.0,0.0,,0,,292066010.0,1013307000.0,28.82,2,17433.7,16752.96,16753.0,215477600.0,505763390.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",예찰진단(산림병해충예찰방제단) 사업 미검색 - 국비 0으로 처리
2022,충청남도,태안군,216928000.0,893953000.0,24.27,2,소나무 재선충 방제; 소나무재선충 방제(피해고사목 방제),0.0,0.0,,0,,216928000.0,893953000.0,24.27,2,17392.3,12472.65,12472.6,203096000.0,473929000.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",예찰진단(산림병해충예찰방제단) 사업 미검색 - 국비 0으로 처리
2023,충청남도,태안군,516046000.0,1338949000.0,38.54,3,소나무 재선충 방제; 소나무재선충 방제(피해고사목 방제); 소나무재선충 시료채취도구,0.0,0.0,,0,,516046000.0,1338949000.0,38.54,3,17351.0,29741.57,29741.6,242142000.0,580761000.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",예찰진단(산림병해충예찰방제단) 사업 미검색 - 국비 0으로 처리
2016,충청북도,보은군,0.0,13063000.0,0.0,1,소나무재선충병 예찰조사원,0.0,0.0,,0,,0.0,13063000.0,0.0,1,36950.5,0.0,0.0,1306000.0,11757000.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",예찰진단(산림병해충예찰방제단) 사업 미검색 - 국비 0으로 처리
2017,충청북도,보은군,0.0,14235000.0,0.0,1,소나무재선충병 예찰조사원,81318000.0,162636000.0,50.0,2,산림병해충 예찰 방제단; 산림병해충 예찰 방제단 장비구입,81318000.0,176871000.0,45.98,3,37040.0,0.0,2195.4,1423000.0,12812000.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",
2018,충청북도,보은군,0.0,16500000.0,0.0,1,소나무재선충병 예찰조사원,35500000.0,71000000.0,50.0,2,산림병해충 예찰 방제단; 산림병해충 예찰 방제단 장비구입,35500000.0,87500000.0,40.57,3,37129.8,0.0,956.1,1650000.0,14850000.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",
2019,충청북도,보은군,0.0,18010000.0,0.0,1,소나무재선충병 예찰조사원,37700000.0,75400000.0,50.0,2,산림병해충 예찰 방제단; 산림병해충 예찰 방제단 장비구입,37700000.0,93410000.0,40.36,3,37219.8,0.0,1012.9,1801000.0,16209000.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",
2020,충청북도,보은군,0.0,20017000.0,0.0,1,소나무재선충병 예찰조사원,38329000.0,76658000.0,50.0,2,산림병해충 예찰 방제단; 산림병해충 예찰 방제단 장비구입,38329000.0,96675000.0,39.65,3,37310.1,0.0,1027.3,6005000.0,14012000.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",
2021,충청북도,보은군,0.0,22391000.0,0.0,1,소나무재선충병 예찰조사원,38740000.0,77480000.0,50.0,2,산림병해충 예찰 방제단; 산림병해충 예찰 방제단 장비구입,38740000.0,99871000.0,38.79,3,37400.5,0.0,1035.8,6260000.0,16131000.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",
2022,충청북도,보은군,0.0,23479000.0,0.0,1,소나무재선충병 예찰조사원,43385000.0,86771000.0,50.0,2,산림병해충 예찰 방제단; 산림병해충 예찰 방제단 장비구입,43385000.0,110250000.0,39.35,3,37491.2,0.0,1157.2,7043000.0,16436000.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",
2023,충청북도,보은군,0.0,21053000.0,0.0,1,소나무재선충병 예찰조사원,46321000.0,92640000.0,50.0,2,산림병해충 예찰 방제단; 산림병해충 예찰 방제단 장비구입,46321000.0,113693000.0,40.74,3,37582.0,0.0,1232.5,6316000.0,14737000.0,0.0,"재정365 세부사업별세출현황(2016~2023, 지자체 예산현액 기준) 중 사업명에 '소나무재선충병/소나무재선충/재선충' 포함 사업 전체 합산; 산림면적_ha는 CH2_노출도_2016_2025.csv 인용",
