year,sigungu_cd,sigungu_nm,sido,sigungu_full_nm,log_resource_budget_per_pine_ha,log_surveillance_budget_per_pine_ha,log_movement_budget_per_pine_ha,resource_local_budget,surveillance_local_budget,movement_local_budget,included_local_budget,surveillance_share,movement_share_included_budget,prev_infected_sites,current_infected_sites,recurrent_sites_300m,recurrence_rate_300m,pine_area_ha_2024,pine_area_positive,pine_area_observed,budget_observed,budget_missing_reason
2017,27140,동구,대구광역시,대구광역시 동구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,19.0,2,5.0,0.2631578947368421,4979.121459,1,1,1,observed
2017,27170,서구,대구광역시,대구광역시 서구,14.412897987677976,14.665977841562112,0.0,59482000.0,76612000.0,0.0,136094000.0,0.562934442,0.0,7.0,0,0.0,0.0,32.72982907,1,1,1,observed
2017,27200,남구,대구광역시,대구광역시 남구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,,291.1508904,1,1,1,observed
2017,27230,북구,대구광역시,대구광역시 북구,11.787900659416296,11.39454074786486,0.0,300328978.0,202657000.0,0.0,502985978.0,0.402907852,0.0,1596.0,94,16.0,0.0100250626566416,2281.289111,1,1,1,observed
2017,27260,수성구,대구광역시,대구광역시 수성구,11.931197869740505,11.092652963524948,0.0,165212000.0,71427000.0,0.0,236639000.0,0.301839511,0.0,8.0,13,6.0,0.75,1087.404309,1,1,1,observed
2017,27290,달서구,대구광역시,대구광역시 달서구,11.526498694500402,11.232652761226186,0.0,81595000.0,60820000.0,0.0,142415000.0,0.427061756,0.0,8.0,4,1.0,0.125,804.9576875,1,1,1,observed
2017,27710,달성군,대구광역시,대구광역시 달성군,10.588359624129843,10.198657201492129,0.0,377194400.0,255455000.0,0.0,632649400.0,0.403786046,0.0,1.0,2168,1.0,1.0,9508.456565,1,1,1,observed
2017,27720,군위군,대구광역시,대구광역시 군위군,,,,,,,,,,94.0,115,26.0,0.2765957446808511,18006.95954,1,1,0,administrative_history
2017,28110,중구,인천광역시,인천광역시 중구,9.891081301773976,10.310846571063207,9.654539842937208,18053000.0,27470000.0,14250000.0,59773000.0,0.459572048,0.2384019540595252,0.0,0,0.0,,913.9645251,1,1,1,observed
2017,28140,동구,인천광역시,인천광역시 동구,,,,0.0,0.0,0.0,0.0,,,0.0,0,0.0,,0.0,0,1,1,observed
2017,28177,미추홀구,인천광역시,인천광역시 미추홀구,,,,,,,,,,0.0,0,0.0,,17.71144738,1,1,0,administrative_history
2017,28185,연수구,인천광역시,인천광역시 연수구,14.523549240668968,0.0,0.0,78169000.0,0.0,0.0,78169000.0,0.0,0.0,0.0,0,0.0,,38.50680424,1,1,1,observed
2017,28200,남동구,인천광역시,인천광역시 남동구,13.410547230443171,13.733472626429752,11.991918056543057,39815000.0,54991000.0,9637000.0,104443000.0,0.526516856,0.0922704250165161,0.0,0,0.0,,59.69262942,1,1,1,observed
2017,28237,부평구,인천광역시,인천광역시 부평구,12.902688701080352,13.579227776915497,0.0,13965000.0,27470000.0,0.0,41435000.0,0.662966092,0.0,0.0,0,0.0,,34.79168939,1,1,1,observed
2017,28245,계양구,인천광역시,인천광역시 계양구,13.928205997277637,13.598884266227186,12.24940303842707,38184000.0,27470000.0,7125000.0,72779000.0,0.377444043,0.0978991192514324,0.0,0,0.0,,34.11448362,1,1,1,observed
2017,28260,서구,인천광역시,인천광역시 서구,13.356692093681838,13.629787966362516,12.446428843622982,35411000.0,46531000.0,14250000.0,96192000.0,0.483730456,0.1481412175648702,0.0,0,0.0,,56.02749502,1,1,1,observed
2017,28710,강화군,인천광역시,인천광역시 강화군,13.535002782456148,12.222758822225078,11.03940811077687,172840000.0,46531000.0,14250000.0,233621000.0,0.19917302,0.0609962289348988,0.0,0,0.0,,228.8062122,1,1,1,observed
2017,28720,옹진군,인천광역시,인천광역시 옹진군,10.178563684690753,9.06487684851982,0.0,141907000.0,46591000.0,0.0,188498000.0,0.247169731,0.0,0.0,0,0.0,,5389.22443,1,1,1,observed
2017,29110,동구,광주광역시,광주광역시 동구,9.844943325135278,11.053025730231704,0.0,14776000.0,49458000.0,0.0,64234000.0,0.769966062,0.0,0.0,0,0.0,,783.3851706,1,1,1,observed
2017,29140,서구,광주광역시,광주광역시 서구,13.558292530842833,0.0,11.789708252676988,95267000.0,0.0,16250000.0,111517000.0,0.0,0.1457176932664974,3.0,4,0.0,0.0,123.2115499,1,1,1,observed
2017,29155,남구,광주광역시,광주광역시 남구,11.94792911492052,0.0,9.3917548299804,66048000.0,0.0,5125000.0,71173000.0,0.0,0.0720076433478987,1.0,0,0.0,0.0,427.5065739,1,1,1,observed
2017,29170,북구,광주광역시,광주광역시 북구,10.778679941709386,8.065212590605809,0.0,61113000.0,4051000.0,0.0,65164000.0,0.062166227,0.0,0.0,0,0.0,,1273.565932,1,1,1,observed
2017,29200,광산구,광주광역시,광주광역시 광산구,10.164177753849184,10.709659992463369,0.0,65089000.0,112309000.0,0.0,177398000.0,0.633090565,0.0,17.0,0,2.0,0.1176470588235294,2507.714087,1,1,1,observed
2017,30110,동구,대전광역시,대전광역시 동구,9.818755436420473,11.314047518018182,9.76654881234765,12011000.0,53579000.0,11400000.0,76990000.0,0.695921548,0.1480711780750747,0.0,0,0.0,,653.689482,1,1,1,observed
2017,30140,중구,대전광역시,대전광역시 중구,12.256227258891482,0.0,0.0,77125000.0,0.0,0.0,77125000.0,0.0,0.0,0.0,0,0.0,,366.7628804,1,1,1,observed
2017,30170,서구,대전광역시,대전광역시 서구,10.9897122947191,11.595640009030966,0.0,29940000.0,54879000.0,0.0,84819000.0,0.647013051,0.0,0.0,0,0.0,,505.2283558,1,1,1,observed
2017,30200,유성구,대전광역시,대전광역시 유성구,10.452536125604558,0.0,0.0,34576000.0,0.0,0.0,34576000.0,0.0,0.0,0.0,0,0.0,,998.4090954,1,1,1,observed
2017,30230,대덕구,대전광역시,대전광역시 대덕구,11.894460527859602,12.9432468944694,0.0,18772000.0,53579000.0,0.0,72351000.0,0.740542632,0.0,0.0,0,0.0,,128.1784272,1,1,1,observed
2017,31110,중구,울산광역시,울산광역시 중구,13.820516795817948,12.650298327610487,10.53658888503904,760409840.0,235954000.0,28500000.0,1024863840.0,0.230229608,0.0278085721123695,6512.0,4587,6284.0,0.964987714987715,756.6133129,1,1,1,observed
2017,31140,남구,울산광역시,울산광역시 남구,12.237888577662636,12.9871538126363,0.0,88159000.0,186496000.0,0.0,274655000.0,0.679019133,0.0,281.0,947,237.0,0.8434163701067615,426.9935151,1,1,1,observed
2017,31170,동구,울산광역시,울산광역시 동구,14.375828986418592,0.0,10.383884322068086,1543610000.0,0.0,28500000.0,1572110000.0,0.0,0.0181285024584793,7570.0,8627,7570.0,1.0,881.4438051,1,1,1,observed
2017,31200,북구,울산광역시,울산광역시 북구,13.83045659836566,0.0,9.795036564617966,3224477000.0,0.0,57000000.0,3281477000.0,0.0,0.0173702268825897,10856.0,21366,10768.0,0.9918938835666912,3176.645327,1,1,1,observed
2017,31710,울주군,울산광역시,울산광역시 울주군,13.229137416087603,0.0,8.922983317367047,8454753010.0,0.0,114000000.0,8568753010.0,0.0,0.0133041528757986,53813.0,62048,51515.0,0.9572965640272796,15197.08615,1,1,1,observed
2017,36110,세종시,세종특별자치시,세종특별자치시,,,,,,,,,,14.0,20,4.0,0.2857142857142857,1192.393473,1,1,0,metropolitan_headquarters
2017,41111,수원시 장안구,경기도,경기도 수원시 장안구,,,,,,,,,,0.0,0,0.0,,85.05865043,1,1,0,city_district_granularity
2017,41113,수원시 권선구,경기도,경기도 수원시 권선구,,,,,,,,,,0.0,0,0.0,,170.4399234,1,1,0,city_district_granularity
2017,41115,수원시 팔달구,경기도,경기도 수원시 팔달구,,,,,,,,,,0.0,0,0.0,,25.61977952,1,1,0,city_district_granularity
2017,41117,수원시 영통구,경기도,경기도 수원시 영통구,,,,,,,,,,0.0,0,0.0,,23.33984101,1,1,0,city_district_granularity
2017,41131,성남시 수정구,경기도,경기도 성남시 수정구,,,,,,,,,,0.0,25,0.0,,69.3369879,1,1,0,city_district_granularity
2017,41133,성남시 중원구,경기도,경기도 성남시 중원구,,,,,,,,,,113.0,221,110.0,0.9734513274336284,35.30985663,1,1,0,city_district_granularity
2017,41135,성남시 분당구,경기도,경기도 성남시 분당구,,,,,,,,,,490.0,155,385.0,0.7857142857142857,85.37537914,1,1,0,city_district_granularity
2017,41150,의정부시,경기도,경기도 의정부시,13.536757424823858,0.0,0.0,210941000.0,0.0,0.0,210941000.0,0.0,0.0,1.0,0,0.0,0.0,278.7549075,1,1,1,observed
2017,41171,안양시 만안구,경기도,경기도 안양시 만안구,,,,,,,,,,0.0,0,0.0,,290.482493,1,1,0,city_district_granularity
2017,41173,안양시 동안구,경기도,경기도 안양시 동안구,,,,,,,,,,0.0,0,0.0,,126.5846225,1,1,0,city_district_granularity
2017,41190,부천시,경기도,경기도 부천시,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,,36.07376757,1,1,1,observed
2017,41210,광명시,경기도,경기도 광명시,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,,47.75185169,1,1,1,observed
2017,41220,평택시,경기도,경기도 평택시,13.562519484856791,0.0,0.0,618970000.0,0.0,0.0,618970000.0,0.0,0.0,74.0,12,3.0,0.0405405405405405,797.1550223,1,1,1,observed
2017,41250,동두천시,경기도,경기도 동두천시,14.251020572799773,11.894445539331311,0.0,937615000.0,88833000.0,0.0,1026448000.0,0.086544082,0.0,62.0,16,17.0,0.2741935483870967,606.5760119,1,1,1,observed
2017,41271,안산시 상록구,경기도,경기도 안산시 상록구,,,,,,,,,,0.0,0,0.0,,65.74016284,1,1,0,city_district_granularity
2017,41273,안산시 단원구,경기도,경기도 안산시 단원구,,,,,,,,,,0.0,0,0.0,,785.9610642,1,1,0,city_district_granularity
2017,41281,고양시 덕양구,경기도,경기도 고양시 덕양구,,,,,,,,,,0.0,0,0.0,,370.5388339,1,1,0,city_district_granularity
2017,41285,고양시 일산동구,경기도,경기도 고양시 일산동구,,,,,,,,,,0.0,0,0.0,,41.36806591,1,1,0,city_district_granularity
2017,41287,고양시 일산서구,경기도,경기도 고양시 일산서구,,,,,,,,,,0.0,0,0.0,,0.701742712,1,1,0,city_district_granularity
2017,41290,과천시,경기도,경기도 과천시,13.561599998320157,10.031740503730145,0.0,177632000.0,5206000.0,0.0,182838000.0,0.028473293,0.0,0.0,0,0.0,,228.9779803,1,1,1,observed
2017,41310,구리시,경기도,경기도 구리시,12.545833135273591,13.228506065525504,0.0,44251000.0,87580000.0,0.0,131831000.0,0.664335399,0.0,0.0,0,0.0,,157.5210267,1,1,1,observed
2017,41360,남양주시,경기도,경기도 남양주시,12.747739589245606,10.849990324313602,9.727387684037396,1168481000.0,175159000.0,57000000.0,1400640000.0,0.125056403,0.0406956819739547,3976.0,2997,2641.0,0.6642354124748491,3398.990557,1,1,1,observed
2017,41370,오산시,경기도,경기도 오산시,13.567642572712774,0.0,0.0,119118000.0,0.0,0.0,119118000.0,0.0,0.0,0.0,0,0.0,,152.6249897,1,1,1,observed
2017,41390,시흥시,경기도,경기도 시흥시,13.718459061708073,13.733872248052602,0.0,134942000.0,137038000.0,0.0,271980000.0,0.503853225,0.0,0.0,0,0.0,,148.6950634,1,1,1,observed
2017,41410,군포시,경기도,경기도 군포시,14.44993086553034,14.3864866322276,0.0,105037000.0,98580000.0,0.0,203617000.0,0.484144251,0.0,0.0,0,0.0,,55.6951401,1,1,1,observed
2017,41430,의왕시,경기도,경기도 의왕시,13.537626188613029,13.592248015195862,0.0,106339000.0,112309000.0,0.0,218648000.0,0.51365208,0.0,0.0,6,0.0,,140.4031313,1,1,1,observed
2017,41450,하남시,경기도,경기도 하남시,13.83168829189318,13.193705612201471,0.0,178141000.0,94122000.0,0.0,272263000.0,0.345702501,0.0,387.0,111,105.0,0.2713178294573643,175.2824409,1,1,1,observed
2017,41461,용인시 처인구,경기도,경기도 용인시 처인구,,,,,,,,,,533.0,1350,218.0,0.4090056285178236,1871.168329,1,1,0,city_district_granularity
2017,41463,용인시 기흥구,경기도,경기도 용인시 기흥구,,,,,,,,,,51.0,147,25.0,0.4901960784313725,265.3250571,1,1,0,city_district_granularity
2017,41465,용인시 수지구,경기도,경기도 용인시 수지구,,,,,,,,,,2.0,4,2.0,1.0,64.75556915,1,1,0,city_district_granularity
2017,41480,파주시,경기도,경기도 파주시,12.250709876770197,12.034904516370212,0.0,139360000.0,112309000.0,0.0,251669000.0,0.44625679,0.0,1.0,5,0.0,0.0,666.3839299,1,1,1,observed
2017,41500,이천시,경기도,경기도 이천시,12.363096245424856,12.201980982582567,0.0,131943000.0,112309000.0,0.0,244252000.0,0.459807903,0.0,39.0,45,21.0,0.5384615384615384,563.8501908,1,1,1,observed
2017,41550,안성시,경기도,경기도 안성시,11.503541607273842,10.504811154103898,0.0,221879000.0,81727000.0,0.0,303606000.0,0.269187697,0.0,130.0,116,15.0,0.1153846153846153,2239.731414,1,1,1,observed
2017,41570,김포시,경기도,경기도 김포시,14.074468723642276,13.76040063962986,0.0,119895560.0,87580000.0,0.0,207475560.0,0.422122008,0.0,0.0,0,0.0,,92.54209632,1,1,1,observed
2017,41590,화성시,경기도,경기도 화성시,9.727088326470255,11.206113499733654,0.0,31224000.0,137038000.0,0.0,168262000.0,0.814432255,0.0,0.0,31,0.0,,1862.488748,1,1,1,observed
2017,41610,광주시,경기도,경기도 광주시,13.375755701186552,11.780403391583048,9.65806785180313,1173392370.0,238006000.0,28500000.0,1439898370.0,0.16529361,0.0197930635896198,11406.0,18396,9540.0,0.8364018937401367,1821.49105,1,1,1,observed
2017,41630,양주시,경기도,경기도 양주시,11.056040429298976,11.026732431993336,9.81548355615374,144548000.0,140373000.0,41805000.0,326726000.0,0.42963523,0.1279512496709781,10.0,58,2.0,0.2,2282.661927,1,1,1,observed
2017,41650,포천시,경기도,경기도 포천시,10.954800713886677,0.0,0.0,503215000.0,0.0,0.0,503215000.0,0.0,0.0,2090.0,4011,1533.0,0.7334928229665072,8793.295475,1,1,1,observed
2017,41670,여주시,경기도,경기도 여주시,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5.0,18,0.0,0.0,2012.266516,1,1,1,observed
2017,41800,연천군,경기도,경기도 연천군,12.727747355355769,11.671212596729186,10.53497333918902,255367000.0,88780000.0,28500000.0,372647000.0,0.238241553,0.0764798857900372,525.0,335,353.0,0.6723809523809524,757.8366768,1,1,1,observed
2017,41820,가평군,경기도,경기도 가평군,9.369746136199728,8.747696216368139,7.625376833198119,163151000.0,87580000.0,28500000.0,279231000.0,0.313647124,0.1020660313503873,437.0,23,38.0,0.0869565217391304,13912.26136,1,1,1,observed
2017,41830,양평군,경기도,경기도 양평군,10.083371876690045,9.329666440544733,7.958577482135412,238652000.0,112309000.0,28500000.0,379461000.0,0.29596981,0.0751065326871536,614.0,1904,461.0,0.750814332247557,9968.514694,1,1,1,observed
2017,43111,청주시 상당구,충청북도,충청북도 청주시 상당구,,,,,,,,,,0.0,0,0.0,,3613.7589,1,1,0,city_district_granularity
2017,43112,청주시 서원구,충청북도,충청북도 청주시 서원구,,,,,,,,,,0.0,0,0.0,,230.1457809,1,1,0,city_district_granularity
2017,43113,청주시 흥덕구,충청북도,충청북도 청주시 흥덕구,,,,,,,,,,6.0,8,0.0,0.0,223.1686569,1,1,0,city_district_granularity
2017,43114,청주시 청원구,충청북도,충청북도 청주시 청원구,,,,,,,,,,0.0,0,0.0,,550.4044811,1,1,0,city_district_granularity
2017,43130,충주시,충청북도,충청북도 충주시,10.740963225500872,9.307423621689894,0.0,378902000.0,90348000.0,0.0,469250000.0,0.192537027,0.0,0.0,0,0.0,,8199.648523,1,1,1,observed
2017,43150,제천시,충청북도,충청북도 제천시,9.989093762115283,6.886932156287609,0.0,317003000.0,14236000.0,0.0,331239000.0,0.042978031,0.0,2.0,18,0.0,0.0,14550.40245,1,1,1,observed
2017,43720,보은군,충청북도,충청북도 보은군,8.27167968012078,9.411527596832236,0.0,30559000.0,95553000.0,0.0,126112000.0,0.757683646,0.0,0.0,0,0.0,,7814.574598,1,1,1,observed
2017,43730,옥천군,충청북도,충청북도 옥천군,10.287002995290576,8.346124855434702,0.0,99165000.0,14235000.0,0.0,113400000.0,0.125529101,0.0,0.0,0,0.0,,3378.971884,1,1,1,observed
2017,43740,영동군,충청북도,충청북도 영동군,9.99906588683837,9.624016111078138,7.963972025336104,218175620.0,149939200.0,28500000.0,396614820.0,0.378047396,0.0718581317763163,1.0,3,0.0,0.0,9914.865239,1,1,1,observed
2017,43745,증평군,충청북도,충청북도 증평군,10.731580313441846,12.390756601743258,0.0,18183000.0,95553000.0,0.0,113736000.0,0.840129774,0.0,0.0,0,0.0,,397.1997014,1,1,1,observed
2017,43750,진천군,충청북도,충청북도 진천군,10.808193942065174,8.63070694513274,0.0,125631000.0,14235000.0,0.0,139866000.0,0.101775986,0.0,0.0,0,0.0,,2541.947727,1,1,1,observed
2017,43760,괴산군,충청북도,충청북도 괴산군,9.14753713348442,6.897925923155196,0.0,135137000.0,14236000.0,0.0,149373000.0,0.095305042,0.0,0.0,0,0.0,,14391.15399,1,1,1,observed
2017,43770,음성군,충청북도,충청북도 음성군,10.445724213940748,10.150703690117767,0.0,94152000.0,70097000.0,0.0,164249000.0,0.426772766,0.0,0.0,0,0.0,,2737.296174,1,1,1,observed
2017,43800,단양군,충청북도,충청북도 단양군,9.173843481320008,9.592089175333673,7.502000691750311,151744060.0,230552000.0,28500000.0,410796060.0,0.561232257,0.0693774911083616,12.0,11,5.0,0.4166666666666667,15740.08756,1,1,1,observed
2017,44131,천안시 동남구,충청남도,충청남도 천안시 동남구,,,,,,,,,,0.0,3,0.0,,2325.691781,1,1,0,city_district_granularity
2017,44133,천안시 서북구,충청남도,충청남도 천안시 서북구,,,,,,,,,,0.0,0,0.0,,436.4870182,1,1,0,city_district_granularity
2017,44150,공주시,충청남도,충청남도 공주시,10.7452439375564,9.394714165657383,0.0,359910000.0,93248000.0,0.0,453158000.0,0.205773704,0.0,0.0,23,0.0,,7755.380725,1,1,1,observed
2017,44180,보령시,충청남도,충청남도 보령시,10.598856695707784,9.340018742987269,8.292858133039331,429058444.0,121838000.0,42750000.0,593646444.0,0.205236637,0.0720125597181207,1.0,29,0.0,0.0,10702.92074,1,1,1,observed
2017,44200,아산시,충청남도,충청남도 아산시,11.87549080829328,9.799329551345656,0.0,440534000.0,55245000.0,0.0,495779000.0,0.111430698,0.0,0.0,0,0.0,,3065.648277,1,1,1,observed
2017,44210,서산시,충청남도,충청남도 서산시,9.75410210186524,0.0,0.0,181724000.0,0.0,0.0,181724000.0,0.0,0.0,0.0,0,0.0,,10550.78524,1,1,1,observed
2017,44230,논산시,충청남도,충청남도 논산시,11.17194369886792,11.157454167073164,0.0,222641000.0,219438250.0,0.0,442079250.0,0.496377629,0.0,0.0,11,0.0,,3131.105861,1,1,1,observed
2017,44250,계룡시,충청남도,충청남도 계룡시,10.429321251906174,10.723194359997612,0.0,23883000.0,32042000.0,0.0,55925000.0,0.57294591,0.0,0.0,0,0.0,,705.8380135,1,1,1,observed
2017,44270,당진시,충청남도,충청남도 당진시,9.510402544267537,8.942306580792199,0.0,77289500.0,43790000.0,0.0,121079500.0,0.361663205,0.0,0.0,0,0.0,,5725.815168,1,1,1,observed
2017,44710,금산군,충청남도,충청남도 금산군,10.575524011362292,9.938315355009063,7.874150495309246,212403000.0,112309000.0,14250000.0,338962000.0,0.331332126,0.0420401106908739,0.0,0,0.0,,5423.504617,1,1,1,observed
2017,44760,부여군,충청남도,충청남도 부여군,11.371308153927616,0.0,0.0,460542000.0,0.0,0.0,460542000.0,0.0,0.0,0.0,7,0.0,,5306.12972,1,1,1,observed
2017,44770,서천군,충청남도,충청남도 서천군,10.95815499945309,9.99470506241692,0.0,294339000.0,112309000.0,0.0,406648000.0,0.276182349,0.0,0.0,3,0.0,,5126.124212,1,1,1,observed
2017,44790,청양군,충청남도,충청남도 청양군,10.723512266378112,0.0,0.0,353969000.0,0.0,0.0,353969000.0,0.0,0.0,0.0,25,0.0,,7794.936628,1,1,1,observed
2017,44800,홍성군,충청남도,충청남도 홍성군,9.093985798307004,0.0,0.0,50000000.0,0.0,0.0,50000000.0,0.0,0.0,0.0,0,0.0,,5617.601716,1,1,1,observed
2017,44810,예산군,충청남도,충청남도 예산군,10.7780942013151,9.68452731146547,0.0,261933000.0,87749000.0,0.0,349682000.0,0.250939425,0.0,0.0,0,0.0,,5461.757776,1,1,1,observed
2017,44825,태안군,충청남도,충청남도 태안군,10.002084681218587,0.0,0.0,290959000.0,0.0,0.0,290959000.0,0.0,0.0,0.0,0,0.0,,13182.60646,1,1,1,observed
2017,45111,전주시 완산구,전라북도,전라북도 전주시 완산구,,,,,,,,,,0.0,0,0.0,,379.4364065,1,1,0,city_district_granularity
2017,45113,전주시 덕진구,전라북도,전라북도 전주시 덕진구,,,,,,,,,,0.0,0,0.0,,101.5586028,1,1,0,city_district_granularity
2017,45130,군산시,전라북도,전라북도 군산시,13.222677752945552,0.0,0.0,1260438200.0,0.0,0.0,1260438200.0,0.0,0.0,1.0,2450,0.0,0.0,2280.270446,1,1,1,observed
2017,45140,익산시,전라북도,전라북도 익산시,11.817049600813949,11.18833996537484,9.200451524193891,292617685.0,156046000.0,21374000.0,470037685.0,0.331986147,0.0454729496848747,29.0,3,0.0,0.0,2158.859308,1,1,1,observed
2017,45180,정읍시,전라북도,전라북도 정읍시,10.873434955142535,9.669119922508765,0.0,509827000.0,152889000.0,0.0,662716000.0,0.230700632,0.0,0.0,24,0.0,,9664.029867,1,1,1,observed
2017,45190,남원시,전라북도,전라북도 남원시,7.89677241931882,8.72356811994429,0.0,52646000.0,120373000.0,0.0,173019000.0,0.695721279,0.0,6.0,0,2.0,0.3333333333333333,19588.54846,1,1,1,observed
2017,45210,김제시,전라북도,전라북도 김제시,10.629371305388377,10.969628630413489,9.191203682993857,90055000.0,126556000.0,21374000.0,237985000.0,0.531781415,0.0898123831333907,1.0,2,0.0,0.0,2178.918741,1,1,1,observed
2017,45710,완주군,전라북도,전라북도 완주군,10.580503444660309,0.0,0.0,203558000.0,0.0,0.0,203558000.0,0.0,0.0,0.0,0,0.0,,5171.838413,1,1,1,observed
2017,45720,진안군,전라북도,전라북도 진안군,9.738652508208071,9.39509453092621,0.0,95304000.0,67592000.0,0.0,162896000.0,0.414939593,0.0,0.0,0,0.0,,5619.448431,1,1,1,observed
2017,45730,무주군,전라북도,전라북도 무주군,9.881508308928408,0.0,0.0,131466000.0,0.0,0.0,131466000.0,0.0,0.0,0.0,0,0.0,,6719.719049,1,1,1,observed
2017,45740,장수군,전라북도,전라북도 장수군,5.763000591887067,9.5199872802597,0.0,2000000.0,85902000.0,0.0,87902000.0,0.977247389,0.0,0.0,1,0.0,,6303.143541,1,1,1,observed
2017,45750,임실군,전라북도,전라북도 임실군,10.708427134235135,9.715342007800334,8.896297035328983,421270000.0,156046000.0,68788000.0,646104000.0,0.241518393,0.1064658321260973,2.0,23,1.0,0.5,9418.016079,1,1,1,observed
2017,45770,순창군,전라북도,전라북도 순창군,10.766532017053995,10.045699461291234,7.787517631397822,420597810.0,204552000.0,21376000.0,646525810.0,0.316386441,0.0330628718442037,26.0,91,19.0,0.7307692307692307,8872.187755,1,1,1,observed
2017,45790,고창군,전라북도,전라북도 고창군,8.821924116091902,8.83365092152217,0.0,65861000.0,66638000.0,0.0,132499000.0,0.502932098,0.0,14.0,0,0.0,0.0,9713.581867,1,1,1,observed
2017,45800,부안군,전라북도,전라북도 부안군,10.35700831258597,9.11878053393049,0.0,220019000.0,63778000.0,0.0,283797000.0,0.224731058,0.0,0.0,3,0.0,,6990.084484,1,1,1,observed
2017,46110,목포시,전라남도,전라남도 목포시,7.884871946243085,10.574937942078922,0.0,1293000.0,19056000.0,0.0,20349000.0,0.936458794,0.0,0.0,53,0.0,,486.861738,1,1,1,observed
2017,46130,여수시,전라남도,전라남도 여수시,10.246534733900674,0.0,7.855337181583587,311517000.0,0.0,28500000.0,340017000.0,0.0,0.0838193384448424,23.0,951,4.0,0.1739130434782608,11053.08901,1,1,1,observed
2017,46150,순천시,전라남도,전라남도 순천시,10.043334246537157,9.585641797999871,0.0,372003000.0,235376000.0,0.0,607379000.0,0.387527392,0.0,602.0,1077,265.0,0.4401993355481727,16173.37589,1,1,1,observed
2017,46170,나주시,전라남도,전라남도 나주시,7.878725212365298,8.11984426700263,0.0,14972000.0,19056000.0,0.0,34028000.0,0.560009404,0.0,5481.0,0,0.0,0.0,5672.27711,1,1,1,observed
2017,46230,광양시,전라남도,전라남도 광양시,10.776826466133086,10.161228475813592,8.449105486142717,292311000.0,157938000.0,28500000.0,478749000.0,0.329897295,0.0595301504546223,88.0,38,27.0,0.3068181818181818,6102.923965,1,1,1,observed
2017,46710,담양군,전라남도,전라남도 담양군,6.241745509713822,9.514667857670783,0.0,3508000.0,92744000.0,0.0,96252000.0,0.963554004,0.0,0.0,0,0.0,,6841.480774,1,1,1,observed
2017,46720,곡성군,전라남도,전라남도 곡성군,6.348521733257852,8.506262749595194,0.0,7907000.0,68514000.0,0.0,76421000.0,0.896533675,0.0,0.0,1,0.0,,13856.20091,1,1,1,observed
2017,46730,구례군,전라남도,전라남도 구례군,7.418237354742271,7.6959564951806545,0.0,14433000.0,19056000.0,0.0,33489000.0,0.569022664,0.0,0.0,0,0.0,,8667.97814,1,1,1,observed
2017,46770,고흥군,전라남도,전라남도 고흥군,8.939476868486334,8.723689416283953,7.586381110761257,110319000.0,88904000.0,28500000.0,227723000.0,0.390404131,0.1251520487609947,9.0,0,0.0,0.0,14465.77765,1,1,1,observed
2017,46780,보성군,전라남도,전라남도 보성군,9.896000453026154,9.34173801527587,8.060467166080585,178699000.0,102658000.0,28500000.0,309857000.0,0.331307668,0.0919779123918452,12.0,3,1.0,0.0833333333333333,9002.55143,1,1,1,observed
2017,46790,화순군,전라남도,전라남도 화순군,7.403885048314349,9.084759156662104,0.0,23692000.0,127295000.0,0.0,150987000.0,0.843085829,0.0,0.0,0,0.0,,14434.43595,1,1,1,observed
2017,46800,장흥군,전라남도,전라남도 장흥군,9.178868228861848,7.102931663962088,0.0,76012000.0,9528000.0,0.0,85540000.0,0.111386486,0.0,0.0,0,0.0,,7845.039924,1,1,1,observed
2017,46810,강진군,전라남도,전라남도 강진군,8.878245787359017,4.345670739896946,0.0,36175080.0,384000.0,0.0,36559080.0,0.010503547,0.0,0.0,0,0.0,,5043.091938,1,1,1,observed
2017,46820,해남군,전라남도,전라남도 해남군,8.737859283882065,4.068889187169058,0.0,83270000.0,768000.0,0.0,84038000.0,0.009138723,0.0,1.0,0,0.0,0.0,13358.39125,1,1,1,observed
2017,46830,영암군,전라남도,전라남도 영암군,7.123013477659345,8.448831856682249,0.0,5058000.0,19056000.0,0.0,24114000.0,0.79024633,0.0,0.0,0,0.0,,4081.724654,1,1,1,observed
2017,46840,무안군,전라남도,전라남도 무안군,10.903946397102157,9.870123928220544,8.732580440719577,249988000.0,88904000.0,28500000.0,367392000.0,0.241986761,0.0775738176117063,0.0,1,0.0,,4596.247383,1,1,1,observed
2017,46860,함평군,전라남도,전라남도 함평군,7.89046593541899,8.572653098176033,0.0,12970000.0,25662000.0,0.0,38632000.0,0.664267964,0.0,0.0,8,0.0,,4856.425663,1,1,1,observed
2017,46870,영광군,전라남도,전라남도 영광군,7.9818498665036435,7.137347225037537,0.0,22180000.0,9528000.0,0.0,31708000.0,0.300491989,0.0,0.0,41,0.0,,7579.43046,1,1,1,observed
