연도,시도,시군구,피해본수_당해연도,전년도_피해본수,행정구역면적_ha,피해밀도_본per ha,최근3년_피해증가율(%),연속발생연수,인접시군_피해밀도_본per ha,인접시군_산정방식,소나무류_면적_ha,산림면적_ha,소나무류_면적비율(%),소나무류_결측,최근감염목과의_거리_km,집단발생여부,데이터유형
2021,경상남도,하동군,7648,9469,67649.2,0.1131,-2.54,6,0.0453,SGIS실제인접,14843.1,48463.1,30.63,False,183.78,1,실측(원자료 기반)
2022,경상남도,하동군,8445,7648,67649.2,0.1248,10.6,7,0.0953,centroid근접(대체),14843.1,48463.1,30.63,False,100.19,1,실측(원자료 기반)
2023,경상남도,하동군,18380,8445,67649.2,0.2717,36.28,8,0.1211,SGIS실제인접,14843.1,48463.1,30.63,False,135.79,1,추정(시군구 평균비중 x 국가총량)
2024,경상남도,하동군,15502,18380,67649.2,0.2291,37.47,9,0.1021,SGIS실제인접,14843.1,48463.1,30.63,False,135.79,1,추정(시군구 평균비중 x 국가총량)
2025,경상남도,하동군,25629,15502,67649.2,0.3788,55.77,10,0.1688,SGIS실제인접,14843.1,48463.1,30.63,False,135.79,1,추정(시군구 평균비중 x 국가총량)
2016,경상남도,함안군,17483,24860,41551.5,0.4208,,1,0.3502,SGIS실제인접,9426.0,22236.0,42.39,False,74.32,1,추정(시군구 평균비중 x 국가총량)
2017,경상남도,함안군,6775,17483,41551.5,0.1631,,2,0.1997,SGIS실제인접,9426.0,22236.0,42.39,False,269.37,1,실측(원자료 기반)
2018,경상남도,함안군,7936,6775,41551.5,0.191,,3,0.241,SGIS실제인접,9426.0,22236.0,42.39,False,269.37,1,실측(원자료 기반)
2019,경상남도,함안군,4447,7936,41551.5,0.107,-29.36,4,0.1189,SGIS실제인접,9426.0,22236.0,42.39,False,74.32,1,실측(원자료 기반)
2020,경상남도,함안군,2791,4447,41551.5,0.0672,-21.36,5,0.073,SGIS실제인접,9426.0,22236.0,42.39,False,74.32,1,실측(원자료 기반)
2021,경상남도,함안군,4585,2791,41551.5,0.1103,-5.64,6,0.0752,SGIS실제인접,9426.0,22236.0,42.39,False,146.44,1,실측(원자료 기반)
2022,경상남도,함안군,9384,4585,41551.5,0.2258,43.9,7,0.0913,centroid근접(대체),9426.0,22236.0,42.39,False,39.89,1,실측(원자료 기반)
2023,경상남도,함안군,13208,9384,41551.5,0.3179,69.9,8,0.2646,SGIS실제인접,9426.0,22236.0,42.39,False,74.32,1,추정(시군구 평균비중 x 국가총량)
2024,경상남도,함안군,11139,13208,41551.5,0.2681,43.25,9,0.2231,SGIS실제인접,9426.0,22236.0,42.39,False,74.32,1,추정(시군구 평균비중 x 국가총량)
2025,경상남도,함안군,18416,11139,41551.5,0.4432,30.14,10,0.3689,SGIS실제인접,9426.0,22236.0,42.39,False,74.32,1,추정(시군구 평균비중 x 국가총량)
2016,경상남도,함양군,47,67,72043.4,0.0007,,1,0.0722,SGIS실제인접,14693.2,55746.8,26.36,False,132.87,0,추정(시군구 평균비중 x 국가총량)
2017,경상남도,함양군,0,47,72043.4,0.0,,0,0.015,SGIS실제인접,14693.2,55746.8,26.36,False,258.18,0,실측(원자료 기반)
2018,경상남도,함양군,20,0,72043.4,0.0003,,1,0.0281,SGIS실제인접,14693.2,55746.8,26.36,False,258.18,0,실측(원자료 기반)
2019,경상남도,함양군,15,20,72043.4,0.0002,-62.5,2,0.02,SGIS실제인접,14693.2,55746.8,26.36,False,132.87,0,실측(원자료 기반)
2020,경상남도,함양군,17,15,72043.4,0.0002,-5.83,3,0.0281,SGIS실제인접,14693.2,55746.8,26.36,False,132.87,0,실측(원자료 기반)
2021,경상남도,함양군,28,17,72043.4,0.0004,17.68,4,0.0227,SGIS실제인접,14693.2,55746.8,26.36,False,148.65,0,실측(원자료 기반)
2022,경상남도,함양군,3,28,72043.4,0.0,-3.75,5,0.0,centroid근접(대체),14693.2,55746.8,26.36,False,96.98,0,실측(원자료 기반)
2023,경상남도,함양군,36,3,72043.4,0.0005,355.4,6,0.0545,SGIS실제인접,14693.2,55746.8,26.36,False,132.87,0,추정(시군구 평균비중 x 국가총량)
2024,경상남도,함양군,30,36,72043.4,0.0004,328.61,7,0.046,SGIS실제인접,14693.2,55746.8,26.36,False,132.87,0,추정(시군구 평균비중 x 국가총량)
2025,경상남도,함양군,50,30,72043.4,0.0007,380.14,8,0.076,SGIS실제인접,14693.2,55746.8,26.36,False,132.87,0,추정(시군구 평균비중 x 국가총량)
2016,경상남도,합천군,208,296,98307.3,0.0021,,1,0.2386,SGIS실제인접,32570.1,72223.1,45.1,False,94.89,0,추정(시군구 평균비중 x 국가총량)
2017,경상남도,합천군,44,208,98307.3,0.0004,,2,0.0949,SGIS실제인접,32570.1,72223.1,45.1,False,279.05,0,실측(원자료 기반)
2018,경상남도,합천군,125,44,98307.3,0.0013,,3,0.1008,SGIS실제인접,32570.1,72223.1,45.1,False,279.05,1,실측(원자료 기반)
2019,경상남도,합천군,65,125,98307.3,0.0007,19.07,4,0.0645,SGIS실제인접,32570.1,72223.1,45.1,False,94.89,0,실측(원자료 기반)
2020,경상남도,합천군,187,65,98307.3,0.0019,107.93,5,0.0631,SGIS실제인접,32570.1,72223.1,45.1,False,94.89,1,실측(원자료 기반)
2021,경상남도,합천군,7,187,98307.3,0.0001,14.48,6,0.0755,SGIS실제인접,32570.1,72223.1,45.1,False,125.3,0,실측(원자료 기반)
2022,경상남도,합천군,16,7,98307.3,0.0002,73.34,7,0.1193,centroid근접(대체),32570.1,72223.1,45.1,False,59.39,0,실측(원자료 기반)
2023,경상남도,합천군,157,16,98307.3,0.0016,305.4,8,0.1803,SGIS실제인접,32570.1,72223.1,45.1,False,94.89,0,추정(시군구 평균비중 x 국가총량)
2024,경상남도,합천군,133,157,98307.3,0.0014,332.26,9,0.152,SGIS실제인접,32570.1,72223.1,45.1,False,94.89,0,추정(시군구 평균비중 x 국가총량)
2025,경상남도,합천군,220,133,98307.3,0.0022,311.18,10,0.2514,SGIS실제인접,32570.1,72223.1,45.1,False,94.89,0,추정(시군구 평균비중 x 국가총량)
2016,경상북도,경산시,63,90,41080.6,0.0015,,1,0.0867,SGIS실제인접,7956.9,22215.3,35.82,False,46.87,0,추정(시군구 평균비중 x 국가총량)
2017,경상북도,경산시,13,63,41080.6,0.0003,,2,0.0219,SGIS실제인접,7956.9,22215.3,35.82,False,337.57,0,실측(원자료 기반)
2018,경상북도,경산시,14,13,41080.6,0.0003,,3,0.0277,SGIS실제인접,7956.9,22215.3,35.82,False,337.57,0,실측(원자료 기반)
2019,경상북도,경산시,18,14,41080.6,0.0004,-14.38,4,0.0232,SGIS실제인접,7956.9,22215.3,35.82,False,46.87,0,실측(원자료 기반)
2020,경상북도,경산시,16,18,41080.6,0.0004,8.38,5,0.0246,SGIS실제인접,7956.9,22215.3,35.82,False,46.87,0,실측(원자료 기반)
2021,경상북도,경산시,25,16,41080.6,0.0006,24.57,6,0.0198,SGIS실제인접,7956.9,22215.3,35.82,False,82.82,0,실측(원자료 기반)
2022,경상북도,경산시,29,25,41080.6,0.0007,20.38,7,0.0224,centroid근접(대체),7956.9,22215.3,35.82,False,37.26,0,실측(원자료 기반)
2023,경상북도,경산시,48,29,41080.6,0.0012,45.59,8,0.0655,SGIS실제인접,7956.9,22215.3,35.82,False,46.87,0,추정(시군구 평균비중 x 국가총량)
2024,경상북도,경산시,40,48,41080.6,0.001,21.61,9,0.0553,SGIS실제인접,7956.9,22215.3,35.82,False,46.87,0,추정(시군구 평균비중 x 국가총량)
2025,경상북도,경산시,67,40,41080.6,0.0016,38.06,10,0.0914,SGIS실제인접,7956.9,22215.3,35.82,False,46.87,0,추정(시군구 평균비중 x 국가총량)
2016,경상북도,경주시,98789,140469,132009.8,0.7483,,1,1.2399,SGIS실제인접,29542.0,85816.6,34.42,False,31.44,1,추정(시군구 평균비중 x 국가총량)
2017,경상북도,경주시,59754,98789,132009.8,0.4526,,2,0.7893,SGIS실제인접,29542.0,85816.6,34.42,False,362.5,1,실측(원자료 기반)
2018,경상북도,경주시,46241,59754,132009.8,0.3503,,3,0.7097,SGIS실제인접,29542.0,85816.6,34.42,False,362.5,1,실측(원자료 기반)
2019,경상북도,경주시,40183,46241,132009.8,0.3044,-25.08,4,0.5382,SGIS실제인접,29542.0,85816.6,34.42,False,31.44,1,실측(원자료 기반)
2020,경상북도,경주시,32946,40183,132009.8,0.2496,-17.91,5,0.4109,SGIS실제인접,29542.0,85816.6,34.42,False,31.44,1,실측(원자료 기반)
2021,경상북도,경주시,21689,32946,132009.8,0.1643,-21.76,6,0.2109,SGIS실제인접,29542.0,85816.6,34.42,False,93.13,1,실측(원자료 기반)
2022,경상북도,경주시,21839,21689,132009.8,0.1654,-17.16,7,0.4924,centroid근접(대체),29542.0,85816.6,34.42,False,54.39,1,실측(원자료 기반)
2023,경상북도,경주시,74629,21839,132009.8,0.5653,69.42,8,0.9367,SGIS실제인접,29542.0,85816.6,34.42,False,31.44,1,추정(시군구 평균비중 x 국가총량)
2024,경상북도,경주시,62941,74629,132009.8,0.4768,75.58,9,0.79,SGIS실제인접,29542.0,85816.6,34.42,False,31.44,1,추정(시군구 평균비중 x 국가총량)
2025,경상북도,경주시,104060,62941,132009.8,0.7883,97.13,10,1.306,SGIS실제인접,29542.0,85816.6,34.42,False,31.44,1,추정(시군구 평균비중 x 국가총량)
2016,경상북도,고령군,22088,31407,38644.3,0.5716,,1,0.1977,SGIS실제인접,11198.4,23876.0,46.9,False,82.55,1,추정(시군구 평균비중 x 국가총량)
2017,경상북도,고령군,2345,22088,38644.3,0.0607,,2,0.1034,SGIS실제인접,11198.4,23876.0,46.9,False,302.13,1,실측(원자료 기반)
2018,경상북도,고령군,4529,2345,38644.3,0.1172,,3,0.0962,SGIS실제인접,11198.4,23876.0,46.9,False,302.13,1,실측(원자료 기반)
2019,경상북도,고령군,3510,4529,38644.3,0.0908,-6.25,4,0.0636,SGIS실제인접,11198.4,23876.0,46.9,False,82.55,1,실측(원자료 기반)
2020,경상북도,고령군,7040,3510,38644.3,0.1822,57.07,5,0.0444,SGIS실제인접,11198.4,23876.0,46.9,False,82.55,1,실측(원자료 기반)
2021,경상북도,고령군,10046,7040,38644.3,0.26,40.26,6,0.0443,SGIS실제인접,11198.4,23876.0,46.9,False,102.75,1,실측(원자료 기반)
2022,경상북도,고령군,10383,10046,38644.3,0.2687,48.87,7,0.0998,centroid근접(대체),11198.4,23876.0,46.9,False,51.12,1,실측(원자료 기반)
2023,경상북도,고령군,16686,10383,38644.3,0.4318,35.59,8,0.1493,SGIS실제인접,11198.4,23876.0,46.9,False,82.55,1,추정(시군구 평균비중 x 국가총량)
2024,경상북도,고령군,14073,16686,38644.3,0.3642,16.13,9,0.126,SGIS실제인접,11198.4,23876.0,46.9,False,82.55,1,추정(시군구 평균비중 x 국가총량)
2025,경상북도,고령군,23266,14073,38644.3,0.6021,36.79,10,0.2082,SGIS실제인접,11198.4,23876.0,46.9,False,82.55,1,추정(시군구 평균비중 x 국가총량)
2016,경상북도,구미시,96804,137647,61325.9,1.5785,,1,0.0529,SGIS실제인접,12436.1,33279.7,37.37,False,105.01,1,추정(시군구 평균비중 x 국가총량)
2017,경상북도,구미시,75534,96804,61325.9,1.2317,,2,0.0102,SGIS실제인접,12436.1,33279.7,37.37,False,349.07,1,실측(원자료 기반)
2018,경상북도,구미시,41451,75534,61325.9,0.6759,,3,0.0064,SGIS실제인접,12436.1,33279.7,37.37,False,349.07,1,실측(원자료 기반)
2019,경상북도,구미시,33392,41451,61325.9,0.5445,-28.85,4,0.0167,SGIS실제인접,12436.1,33279.7,37.37,False,105.01,1,실측(원자료 기반)
2020,경상북도,구미시,29703,33392,61325.9,0.4843,-25.2,5,0.0155,SGIS실제인접,12436.1,33279.7,37.37,False,105.01,1,실측(원자료 기반)
2021,경상북도,구미시,24710,29703,61325.9,0.4029,-15.77,6,0.0234,SGIS실제인접,12436.1,33279.7,37.37,False,56.22,1,실측(원자료 기반)
2022,경상북도,구미시,19809,24710,61325.9,0.323,-15.9,7,0.0208,centroid근접(대체),12436.1,33279.7,37.37,False,87.85,1,실측(원자료 기반)
2023,경상북도,구미시,73130,19809,61325.9,1.1925,77.51,8,0.032,SGIS실제인접,12436.1,33279.7,37.37,False,105.01,1,추정(시군구 평균비중 x 국가총량)
2024,경상북도,구미시,61677,73130,61325.9,1.0057,77.89,9,0.0269,SGIS실제인접,12436.1,33279.7,37.37,False,105.01,1,추정(시군구 평균비중 x 국가총량)
2025,경상북도,구미시,101969,61677,61325.9,1.6627,106.28,10,0.0446,SGIS실제인접,12436.1,33279.7,37.37,False,105.01,1,추정(시군구 평균비중 x 국가총량)
2016,경상북도,김천시,3437,4887,100456.7,0.0342,,1,0.2735,SGIS실제인접,12809.8,68369.7,18.74,False,115.41,1,추정(시군구 평균비중 x 국가총량)
2017,경상북도,김천시,420,3437,100456.7,0.0042,,2,0.1904,SGIS실제인접,12809.8,68369.7,18.74,False,322.99,1,실측(원자료 기반)
2018,경상북도,김천시,311,420,100456.7,0.0031,,3,0.1054,SGIS실제인접,12809.8,68369.7,18.74,False,322.99,1,실측(원자료 기반)
2019,경상북도,김천시,554,311,100456.7,0.0055,-11.87,4,0.0952,SGIS실제인접,12809.8,68369.7,18.74,False,115.41,1,실측(원자료 기반)
2020,경상북도,김천시,726,554,100456.7,0.0072,27.74,5,0.0834,SGIS실제인접,12809.8,68369.7,18.74,False,115.41,1,실측(원자료 기반)
2021,경상북도,김천시,2244,726,100456.7,0.0223,106.09,6,0.0732,SGIS실제인접,12809.8,68369.7,18.74,False,85.44,1,실측(원자료 기반)
2022,경상북도,김천시,1313,2244,100456.7,0.0131,66.22,7,0.1345,centroid근접(대체),12809.8,68369.7,18.74,False,89.58,1,실측(원자료 기반)
2023,경상북도,김천시,2597,1313,100456.7,0.0258,88.45,8,0.2066,SGIS실제인접,12809.8,68369.7,18.74,False,115.41,1,추정(시군구 평균비중 x 국가총량)
2024,경상북도,김천시,2190,2597,100456.7,0.0218,13.54,9,0.1743,SGIS실제인접,12809.8,68369.7,18.74,False,115.41,1,추정(시군구 평균비중 x 국가총량)
2025,경상북도,김천시,3621,2190,100456.7,0.036,49.14,10,0.2881,SGIS실제인접,12809.8,68369.7,18.74,False,115.41,1,추정(시군구 평균비중 x 국가총량)
2016,경상북도,문경시,10,14,91392.6,0.0001,,1,0.0039,SGIS실제인접,16291.0,67936.6,23.98,False,157.72,0,추정(시군구 평균비중 x 국가총량)
2017,경상북도,문경시,1,10,91392.6,0.0,,2,0.0018,SGIS실제인접,16291.0,67936.6,23.98,False,389.24,0,실측(원자료 기반)
2018,경상북도,문경시,0,1,91392.6,0.0,,0,0.0005,SGIS실제인접,16291.0,67936.6,23.98,False,389.24,0,실측(원자료 기반)
2019,경상북도,문경시,0,0,91392.6,0.0,-94.96,0,0.0006,SGIS실제인접,16291.0,67936.6,23.98,False,157.72,0,실측(원자료 기반)
2020,경상북도,문경시,0,0,91392.6,0.0,-100.0,0,0.0008,SGIS실제인접,16291.0,67936.6,23.98,False,157.72,0,실측(원자료 기반)
2021,경상북도,문경시,2,0,91392.6,0.0,,1,0.0017,SGIS실제인접,16291.0,67936.6,23.98,False,57.77,0,실측(원자료 기반)
2022,경상북도,문경시,13,2,91392.6,0.0001,550.0,2,0.0034,centroid근접(대체),16291.0,67936.6,23.98,False,144.3,0,실측(원자료 기반)
2023,경상북도,문경시,7,13,91392.6,0.0001,253.8,3,0.0029,SGIS실제인접,16291.0,67936.6,23.98,False,157.72,0,추정(시군구 평균비중 x 국가총량)
2024,경상북도,문경시,6,7,91392.6,0.0001,163.98,4,0.0025,SGIS실제인접,16291.0,67936.6,23.98,False,157.72,0,추정(시군구 평균비중 x 국가총량)
2025,경상북도,문경시,10,6,91392.6,0.0001,2.42,5,0.0041,SGIS실제인접,16291.0,67936.6,23.98,False,157.72,0,추정(시군구 평균비중 x 국가총량)
2016,경상북도,봉화군,7,11,120095.2,0.0001,,1,0.0914,SGIS실제인접,43539.8,96782.5,44.99,False,155.98,0,추정(시군구 평균비중 x 국가총량)
2017,경상북도,봉화군,0,7,120095.2,0.0,,0,0.065,SGIS실제인접,43539.8,96782.5,44.99,False,443.81,0,실측(원자료 기반)
2018,경상북도,봉화군,5,0,120095.2,0.0,,1,0.0295,SGIS실제인접,43539.8,96782.5,44.99,False,443.81,0,실측(원자료 기반)
2019,경상북도,봉화군,0,5,120095.2,0.0,-100.0,0,0.0304,SGIS실제인접,43539.8,96782.5,44.99,False,155.98,0,실측(원자료 기반)
2020,경상북도,봉화군,2,0,120095.2,0.0,-100.0,1,0.0267,SGIS실제인접,43539.8,96782.5,44.99,False,155.98,0,실측(원자료 기반)
2021,경상북도,봉화군,1,2,120095.2,0.0,-75.0,2,0.0261,SGIS실제인접,43539.8,96782.5,44.99,False,41.02,0,실측(원자료 기반)
2022,경상북도,봉화군,6,1,120095.2,0.0,225.0,3,0.004,centroid근접(대체),43539.8,96782.5,44.99,False,159.66,0,실측(원자료 기반)
2023,경상북도,봉화군,6,6,120095.2,0.0,147.73,4,0.069,SGIS실제인접,43539.8,96782.5,44.99,False,155.98,0,추정(시군구 평균비중 x 국가총량)
2024,경상북도,봉화군,5,6,120095.2,0.0,159.18,5,0.0582,SGIS실제인접,43539.8,96782.5,44.99,False,155.98,0,추정(시군구 평균비중 x 국가총량)
2025,경상북도,봉화군,8,5,120095.2,0.0001,14.29,6,0.0962,SGIS실제인접,43539.8,96782.5,44.99,False,155.98,0,추정(시군구 평균비중 x 국가총량)
2016,경상북도,상주시,2551,3627,125157.0,0.0204,,1,0.1807,SGIS실제인접,19008.1,78355.5,24.26,False,140.77,1,추정(시군구 평균비중 x 국가총량)
2017,경상북도,상주시,1327,2551,125157.0,0.0106,,2,0.1374,SGIS실제인접,19008.1,78355.5,24.26,False,359.72,1,실측(원자료 기반)
2018,경상북도,상주시,379,1327,125157.0,0.003,,3,0.0755,SGIS실제인접,19008.1,78355.5,24.26,False,359.72,1,실측(원자료 기반)
2019,경상북도,상주시,393,379,125157.0,0.0031,-38.57,4,0.0612,SGIS실제인접,19008.1,78355.5,24.26,False,140.77,1,실측(원자료 기반)
2020,경상북도,상주시,468,393,125157.0,0.0037,-16.22,5,0.0552,SGIS실제인접,19008.1,78355.5,24.26,False,140.77,1,실측(원자료 기반)
2021,경상북도,상주시,1187,468,125157.0,0.0095,58.8,6,0.0479,SGIS실제인접,19008.1,78355.5,24.26,False,66.01,1,실측(원자료 기반)
2022,경상북도,상주시,1173,1187,125157.0,0.0094,57.18,7,0.1077,centroid근접(대체),19008.1,78355.5,24.26,False,122.11,1,실측(원자료 기반)
2023,경상북도,상주시,1927,1173,125157.0,0.0154,72.24,8,0.1365,SGIS실제인접,19008.1,78355.5,24.26,False,140.77,1,추정(시군구 평균비중 x 국가총량)
2024,경상북도,상주시,1625,1927,125157.0,0.013,15.81,9,0.1151,SGIS실제인접,19008.1,78355.5,24.26,False,140.77,1,추정(시군구 평균비중 x 국가총량)
2025,경상북도,상주시,2687,1625,125157.0,0.0215,37.98,10,0.1903,SGIS실제인접,19008.1,78355.5,24.26,False,140.77,1,추정(시군구 평균비중 x 국가총량)
2016,경상북도,성주군,10474,14893,61250.8,0.171,,1,0.1645,SGIS실제인접,13224.5,41471.1,31.89,False,95.18,1,추정(시군구 평균비중 x 국가총량)
2017,경상북도,성주군,3978,10474,61250.8,0.0649,,2,0.0272,SGIS실제인접,13224.5,41471.1,31.89,False,314.7,1,실측(원자료 기반)
2018,경상북도,성주군,2414,3978,61250.8,0.0394,,3,0.0353,SGIS실제인접,13224.5,41471.1,31.89,False,314.7,1,실측(원자료 기반)
2019,경상북도,성주군,3729,2414,61250.8,0.0609,-15.62,4,0.0356,SGIS실제인접,13224.5,41471.1,31.89,False,95.18,1,실측(원자료 기반)
2020,경상북도,성주군,3045,3729,61250.8,0.0497,-1.06,5,0.0475,SGIS실제인접,13224.5,41471.1,31.89,False,95.18,1,실측(원자료 기반)
2021,경상북도,성주군,2688,3045,61250.8,0.0439,8.14,6,0.0624,SGIS실제인접,13224.5,41471.1,31.89,False,89.37,1,실측(원자료 기반)
2022,경상북도,성주군,4923,2688,61250.8,0.0804,17.69,7,0.1124,centroid근접(대체),13224.5,41471.1,31.89,False,67.73,1,실측(원자료 기반)
2023,경상북도,성주군,7912,4923,61250.8,0.1292,44.05,8,0.1243,SGIS실제인접,13224.5,41471.1,31.89,False,95.18,1,추정(시군구 평균비중 x 국가총량)
2024,경상북도,성주군,6673,7912,61250.8,0.1089,42.74,9,0.1048,SGIS실제인접,13224.5,41471.1,31.89,False,95.18,1,추정(시군구 평균비중 x 국가총량)
2025,경상북도,성주군,11033,6673,61250.8,0.1801,36.8,10,0.1733,SGIS실제인접,13224.5,41471.1,31.89,False,95.18,1,추정(시군구 평균비중 x 국가총량)
2016,경상북도,안동시,96004,136509,152673.5,0.6288,,1,0.004,SGIS실제인접,54467.9,106755.6,51.02,False,120.48,0,추정(시군구 평균비중 x 국가총량)
2017,경상북도,안동시,69275,96004,152673.5,0.4537,,2,0.0003,SGIS실제인접,54467.9,106755.6,51.02,False,403.97,0,실측(원자료 기반)
2018,경상북도,안동시,31489,69275,152673.5,0.2063,,3,0.0002,SGIS실제인접,54467.9,106755.6,51.02,False,403.97,0,실측(원자료 기반)
2019,경상북도,안동시,32421,31489,152673.5,0.2124,-26.48,4,0.0002,SGIS실제인접,54467.9,106755.6,51.02,False,120.48,0,실측(원자료 기반)
2020,경상북도,안동시,28486,32421,152673.5,0.1866,-21.24,5,0.0009,SGIS실제인접,54467.9,106755.6,51.02,False,120.48,0,실측(원자료 기반)
2021,경상북도,안동시,27373,28486,152673.5,0.1793,-4.36,6,0.0015,SGIS실제인접,54467.9,106755.6,51.02,False,0.0,1,실측(원자료 기반)
2022,경상북도,안동시,24986,27373,152673.5,0.1637,-8.25,7,0.0026,centroid근접(대체),54467.9,106755.6,51.02,False,120.0,0,실측(원자료 기반)
2023,경상북도,안동시,72526,24986,152673.5,0.475,59.21,8,0.003,SGIS실제인접,54467.9,106755.6,51.02,False,120.48,0,추정(시군구 평균비중 x 국가총량)
2024,경상북도,안동시,61167,72526,152673.5,0.4006,55.29,9,0.0026,SGIS실제인접,54467.9,106755.6,51.02,False,120.48,0,추정(시군구 평균비중 x 국가총량)
2025,경상북도,안동시,101127,61167,152673.5,0.6624,79.98,10,0.0042,SGIS실제인접,54467.9,106755.6,51.02,False,120.48,0,추정(시군구 평균비중 x 국가총량)
2016,경상북도,영덕군,3636,5170,74449.0,0.0488,,1,0.2746,SGIS실제인접,22843.8,60500.7,37.76,False,104.55,1,추정(시군구 평균비중 x 국가총량)
2017,경상북도,영덕군,1135,3636,74449.0,0.0152,,2,0.3048,SGIS실제인접,22843.8,60500.7,37.76,False,422.36,1,실측(원자료 기반)
2018,경상북도,영덕군,1006,1135,74449.0,0.0135,,3,0.1689,SGIS실제인접,22843.8,60500.7,37.76,False,422.36,1,실측(원자료 기반)
2019,경상북도,영덕군,917,1006,74449.0,0.0123,-29.67,4,0.0792,SGIS실제인접,22843.8,60500.7,37.76,False,104.55,1,실측(원자료 기반)
2020,경상북도,영덕군,427,917,74449.0,0.0057,-24.55,5,0.0644,SGIS실제인접,22843.8,60500.7,37.76,False,104.55,1,실측(원자료 기반)
2021,경상북도,영덕군,1303,427,74449.0,0.0175,47.62,6,0.0452,SGIS실제인접,22843.8,60500.7,37.76,False,49.35,1,실측(원자료 기반)
2022,경상북도,영덕군,2129,1303,74449.0,0.0286,71.7,7,0.0724,centroid근접(대체),22843.8,60500.7,37.76,False,119.08,1,실측(원자료 기반)
2023,경상북도,영덕군,2747,2129,74449.0,0.0369,99.19,8,0.2074,SGIS실제인접,22843.8,60500.7,37.76,False,104.55,1,추정(시군구 평균비중 x 국가총량)
2024,경상북도,영덕군,2316,2747,74449.0,0.0311,25.58,9,0.175,SGIS실제인접,22843.8,60500.7,37.76,False,104.55,1,추정(시군구 평균비중 x 국가총량)
2025,경상북도,영덕군,3830,2316,74449.0,0.0514,26.23,10,0.2893,SGIS실제인접,22843.8,60500.7,37.76,False,104.55,1,추정(시군구 평균비중 x 국가총량)
2016,경상북도,영양군,0,1,81913.7,0.0,,1,0.1355,SGIS실제인접,27271.2,70760.7,38.54,False,127.7,0,추정(시군구 평균비중 x 국가총량)
2017,경상북도,영양군,2,0,81913.7,0.0,,2,0.0938,SGIS실제인접,27271.2,70760.7,38.54,False,432.47,0,실측(원자료 기반)
2018,경상북도,영양군,0,2,81913.7,0.0,,0,0.044,SGIS실제인접,27271.2,70760.7,38.54,False,432.47,0,실측(원자료 기반)
2019,경상북도,영양군,0,0,81913.7,0.0,110.3,0,0.0449,SGIS실제인접,27271.2,70760.7,38.54,False,127.7,0,실측(원자료 기반)
2020,경상북도,영양군,0,0,81913.7,0.0,-100.0,0,0.0385,SGIS실제인접,27271.2,70760.7,38.54,False,127.7,0,실측(원자료 기반)
2021,경상북도,영양군,0,0,81913.7,0.0,,0,0.0394,SGIS실제인접,27271.2,70760.7,38.54,False,35.09,0,실측(원자료 기반)
2022,경상북도,영양군,0,0,81913.7,0.0,,0,0.0095,centroid근접(대체),27271.2,70760.7,38.54,False,136.69,0,실측(원자료 기반)
2023,경상북도,영양군,0,0,81913.7,0.0,,1,0.1024,SGIS실제인접,27271.2,70760.7,38.54,False,127.7,0,추정(시군구 평균비중 x 국가총량)
2024,경상북도,영양군,0,0,81913.7,0.0,-15.66,2,0.0864,SGIS실제인접,27271.2,70760.7,38.54,False,127.7,0,추정(시군구 평균비중 x 국가총량)
2025,경상북도,영양군,1,0,81913.7,0.0,24.83,3,0.1428,SGIS실제인접,27271.2,70760.7,38.54,False,127.7,0,추정(시군구 평균비중 x 국가총량)
2016,경상북도,영주시,721,1025,67253.8,0.0107,,1,0.1261,SGIS실제인접,16025.3,41563.3,38.56,False,156.23,1,추정(시군구 평균비중 x 국가총량)
2017,경상북도,영주시,89,721,67253.8,0.0013,,2,0.0908,SGIS실제인접,16025.3,41563.3,38.56,False,424.2,1,실측(원자료 기반)
2018,경상북도,영주시,31,89,67253.8,0.0005,,3,0.0413,SGIS실제인접,16025.3,41563.3,38.56,False,424.2,0,실측(원자료 기반)
2019,경상북도,영주시,28,31,67253.8,0.0004,-54.17,4,0.0425,SGIS실제인접,16025.3,41563.3,38.56,False,156.23,0,실측(원자료 기반)
2020,경상북도,영주시,17,28,67253.8,0.0003,-38.04,5,0.0374,SGIS실제인접,16025.3,41563.3,38.56,False,156.23,0,실측(원자료 기반)
2021,경상북도,영주시,206,17,67253.8,0.0031,354.27,6,0.0359,SGIS실제인접,16025.3,41563.3,38.56,False,36.08,1,실측(원자료 기반)
2022,경상북도,영주시,811,206,67253.8,0.0121,455.39,7,0.0004,centroid근접(대체),16025.3,41563.3,38.56,False,153.17,0,실측(원자료 기반)
2023,경상북도,영주시,545,811,67253.8,0.0081,457.54,8,0.0952,SGIS실제인접,16025.3,41563.3,38.56,False,156.23,1,추정(시군구 평균비중 x 국가총량)
2024,경상북도,영주시,459,545,67253.8,0.0068,81.73,9,0.0803,SGIS실제인접,16025.3,41563.3,38.56,False,156.23,1,추정(시군구 평균비중 x 국가총량)
2025,경상북도,영주시,759,459,67253.8,0.0113,5.61,10,0.1328,SGIS실제인접,16025.3,41563.3,38.56,False,156.23,1,추정(시군구 평균비중 x 국가총량)
2016,경상북도,영천시,1080,1535,91506.0,0.0118,,1,0.339,SGIS실제인접,23321.8,60297.3,38.68,False,56.64,1,추정(시군구 평균비중 x 국가총량)
2017,경상북도,영천시,48,1080,91506.0,0.0005,,2,0.2845,SGIS실제인접,23321.8,60297.3,38.68,False,360.83,0,실측(원자료 기반)
