연도,시도,시군구,sigungu_cd,stnId,거리_km,겨울철_평균최저기온,여름철_평균기온,연강수량_mm,평균풍속_ms,GDD_솔수염하늘소_base11.9,GDD_북방수염하늘소_base8.3,SPI3_최저월(최심가뭄),SPI3_유효월수,연간관측일수,겨울철_자료완전성
2023,경상북도,경주시,47130,283,3.29,-4.09,25.5,1146.5,2.45,2102.5,2986.8,-1.56,12.0,365,True
2016,경상북도,고령군,47830,285,22.82,-3.97,25.34,1505.6,1.12,2086.2,2936.8,-1.0,11.0,366,True
2017,경상북도,고령군,47830,285,22.82,-4.62,25.36,780.0,1.23,2027.7,2825.6,-1.63,12.0,365,True
2018,경상북도,고령군,47830,285,22.82,-6.83,25.95,1479.4,1.25,1994.8,2818.4,-1.4,12.0,365,True
2019,경상북도,고령군,47830,285,22.82,-4.49,24.59,1417.6,1.15,1962.0,2784.5,-0.6,12.0,365,True
2020,경상북도,고령군,47830,285,22.82,-2.12,24.43,1733.5,1.05,1807.4,2630.0,-1.81,12.0,366,True
2021,경상북도,고령군,47830,285,22.82,-4.5,24.49,1146.4,0.93,1947.4,2804.4,-1.07,12.0,365,True
2022,경상북도,고령군,47830,285,22.82,-4.95,25.21,794.3,0.92,2021.0,2877.6,-2.39,12.0,365,True
2023,경상북도,고령군,47830,285,22.82,-5.1,25.35,1771.4,0.8,2118.4,2999.8,-1.22,12.0,365,True
2016,경상북도,구미시,47190,279,9.1,-2.57,25.65,1208.0,1.21,2089.6,2937.0,-0.57,11.0,366,True
2017,경상북도,구미시,47190,279,9.1,-2.96,25.34,688.6,1.22,2052.1,2857.5,-1.81,12.0,365,True
2018,경상북도,구미시,47190,279,9.1,-5.02,26.22,1410.1,1.14,2028.8,2856.6,-1.03,12.0,365,True
2019,경상북도,구미시,47190,279,9.1,-2.94,24.81,1133.2,1.04,2011.0,2840.2,-0.96,12.0,365,True
2020,경상북도,구미시,47190,279,9.1,-1.03,24.82,1469.5,1.05,1876.6,2719.1,-1.79,12.0,366,True
2021,경상북도,구미시,47190,279,9.1,-3.83,24.88,1098.0,0.92,1983.6,2842.9,-0.56,12.0,365,True
2022,경상북도,구미시,47190,279,9.1,-3.86,25.48,792.9,0.88,2071.0,2927.0,-2.19,12.0,365,True
2023,경상북도,구미시,47190,279,9.1,-4.13,25.57,1772.6,0.74,2137.4,3011.2,-1.17,12.0,365,True
2016,경상북도,김천시,47150,135,19.28,-4.25,23.96,1147.1,2.6,1743.6,2530.9,-1.11,11.0,366,True
2017,경상북도,김천시,47150,135,19.28,-4.63,23.58,921.8,2.78,1666.3,2439.3,-1.91,12.0,365,True
2018,경상북도,김천시,47150,135,19.28,-7.0,24.63,1304.2,2.74,1678.7,2446.3,-1.19,12.0,365,True
2019,경상북도,김천시,47150,135,19.28,-4.95,23.11,1164.1,2.58,1622.5,2385.8,-0.99,12.0,365,True
2020,경상북도,김천시,47150,135,19.28,-3.16,23.03,1554.0,2.66,1508.2,2246.8,-1.9,12.0,366,True
2021,경상북도,김천시,47150,135,19.28,-5.53,23.09,1129.1,2.56,1581.7,2339.5,-0.88,12.0,365,True
2022,경상북도,김천시,47150,135,19.28,-5.52,23.67,928.6,2.6,1649.9,2415.3,-1.91,12.0,365,True
2023,경상북도,김천시,47150,135,19.28,-6.28,24.02,1551.5,2.33,1745.6,2555.4,-1.5,12.0,365,True
2016,경상북도,문경시,47280,273,7.07,-4.51,23.87,1193.8,1.8,1731.4,2522.2,-1.87,11.0,366,True
2017,경상북도,문경시,47280,273,7.07,-4.45,23.83,1292.8,1.97,1795.3,2584.2,-1.72,12.0,365,True
2018,경상북도,문경시,47280,273,7.07,-6.58,25.26,1360.1,1.96,1822.1,2608.0,-1.13,12.0,365,True
2019,경상북도,문경시,47280,273,7.07,-4.56,23.63,1082.5,1.9,1768.2,2551.5,-1.28,12.0,365,True
2020,경상북도,문경시,47280,273,7.07,-2.72,23.48,1694.4,1.81,1595.2,2363.6,-1.75,12.0,366,True
2021,경상북도,문경시,47280,273,7.07,-5.37,23.43,1367.3,1.71,1671.6,2466.8,-0.98,12.0,365,True
2022,경상북도,문경시,47280,273,7.07,-5.48,24.06,1041.8,1.72,1773.4,2575.2,-1.84,12.0,365,True
2023,경상북도,문경시,47280,273,7.07,-5.62,24.51,1942.7,1.6,1855.9,2686.2,-1.46,12.0,365,True
2016,경상북도,봉화군,47920,271,1.07,-8.04,22.57,1044.8,1.44,1479.6,2226.6,-2.03,11.0,366,True
2017,경상북도,봉화군,47920,271,1.07,-7.75,22.27,795.3,1.47,1433.4,2157.7,-2.01,12.0,365,True
2018,경상북도,봉화군,47920,271,1.07,-10.87,23.36,1290.7,1.48,1461.6,2160.7,-1.68,12.0,365,True
2019,경상북도,봉화군,47920,271,1.07,-8.11,22.09,1005.8,1.44,1455.8,2157.0,-1.06,12.0,365,True
2020,경상북도,봉화군,47920,271,1.07,-4.24,21.78,1297.3,1.34,1288.2,1963.4,-2.2,12.0,366,True
2021,경상북도,봉화군,47920,271,1.07,-8.75,20.38,1129.1,1.3,1137.8,1795.2,-0.87,12.0,365,True
2022,경상북도,봉화군,47920,271,1.07,-7.61,22.42,1014.3,1.26,1416.9,2136.0,-1.9,12.0,365,True
2023,경상북도,봉화군,47920,271,1.07,-7.29,22.82,1828.7,1.18,1508.4,2264.8,-1.28,12.0,365,True
2016,경상북도,상주시,47250,137,8.43,-3.0,25.61,1136.2,1.53,2129.9,2962.3,-0.91,11.0,366,True
2017,경상북도,상주시,47250,137,8.43,-3.2,25.05,953.3,1.68,2026.8,2832.2,-1.85,12.0,365,True
2018,경상북도,상주시,47250,137,8.43,-5.73,26.07,1357.2,1.56,2000.4,2810.6,-1.22,12.0,365,True
2019,경상북도,상주시,47250,137,8.43,-3.69,24.34,1062.5,1.41,1885.3,2689.7,-1.11,12.0,365,True
2020,경상북도,상주시,47250,137,8.43,-2.22,24.21,1563.7,1.42,1756.2,2560.7,-2.04,12.0,366,True
2021,경상북도,상주시,47250,137,8.43,-4.84,24.36,1230.8,1.35,1841.7,2672.6,-0.84,12.0,365,True
2022,경상북도,상주시,47250,137,8.43,-4.6,25.14,891.2,1.41,1986.4,2814.6,-1.95,12.0,365,True
2023,경상북도,상주시,47250,137,8.43,-4.92,25.42,1670.6,1.24,2063.6,2912.0,-1.58,12.0,365,True
2016,경상북도,성주군,47840,279,26.05,-2.57,25.65,1208.0,1.21,2089.6,2937.0,-0.57,11.0,366,True
2017,경상북도,성주군,47840,279,26.05,-2.96,25.34,688.6,1.22,2052.1,2857.5,-1.81,12.0,365,True
2018,경상북도,성주군,47840,279,26.05,-5.02,26.22,1410.1,1.14,2028.8,2856.6,-1.03,12.0,365,True
2019,경상북도,성주군,47840,279,26.05,-2.94,24.81,1133.2,1.04,2011.0,2840.2,-0.96,12.0,365,True
2020,경상북도,성주군,47840,279,26.05,-1.03,24.82,1469.5,1.05,1876.6,2719.1,-1.79,12.0,366,True
2021,경상북도,성주군,47840,279,26.05,-3.83,24.88,1098.0,0.92,1983.6,2842.9,-0.56,12.0,365,True
2022,경상북도,성주군,47840,279,26.05,-3.86,25.48,792.9,0.88,2071.0,2927.0,-2.19,12.0,365,True
2023,경상북도,성주군,47840,279,26.05,-4.13,25.57,1772.6,0.74,2137.4,3011.2,-1.17,12.0,365,True
2016,경상북도,안동시,47170,136,6.54,-5.0,25.15,934.4,1.66,1988.6,2810.4,-1.04,11.0,366,True
2017,경상북도,안동시,47170,136,6.54,-5.25,24.54,938.8,1.69,1906.0,2691.0,-1.36,12.0,365,True
2018,경상북도,안동시,47170,136,6.54,-7.35,25.84,1078.0,1.65,1937.1,2740.8,-1.35,12.0,365,True
2019,경상북도,안동시,47170,136,6.54,-5.3,23.99,867.8,1.52,1807.5,2589.6,-1.2,12.0,365,True
2020,경상북도,안동시,47170,136,6.54,-3.37,24.05,1211.8,1.61,1689.0,2456.0,-2.05,12.0,366,True
2021,경상북도,안동시,47170,136,6.54,-6.21,24.07,974.0,1.6,1759.6,2554.2,-0.73,12.0,365,True
2022,경상북도,안동시,47170,136,6.54,-6.42,24.8,655.7,1.62,1871.0,2664.7,-2.41,12.0,365,True
2023,경상북도,안동시,47170,136,6.54,-6.67,25.03,1518.7,1.45,1948.2,2780.4,-1.36,12.0,365,True
2016,경상북도,영덕군,47770,277,9.97,-1.52,24.02,1088.3,2.79,1893.0,2738.3,-0.95,11.0,366,True
2017,경상북도,영덕군,47770,277,9.97,-1.05,23.87,880.3,2.81,1932.2,2756.2,-1.73,12.0,365,True
2018,경상북도,영덕군,47770,277,9.97,-4.43,24.68,1365.4,2.89,1903.6,2744.1,-1.43,12.0,365,True
2019,경상북도,영덕군,47770,277,9.97,-1.32,23.79,1455.9,2.66,1939.0,2783.0,-1.28,12.0,365,True
2020,경상북도,영덕군,47770,277,9.97,0.34,23.11,1308.8,2.77,1678.1,2499.8,-2.13,12.0,366,True
2021,경상북도,영덕군,47770,277,9.97,-2.59,22.98,1287.0,2.53,1689.6,2550.0,-0.96,12.0,365,True
2022,경상북도,영덕군,47770,277,9.97,-2.62,23.81,802.2,2.63,1833.4,2697.9,-1.97,12.0,365,True
2023,경상북도,영덕군,47770,277,9.97,-2.46,23.96,1228.7,2.47,1857.8,2723.2,-0.98,12.0,365,True
2016,경상북도,영양군,47760,277,29.76,-1.52,24.02,1088.3,2.79,1893.0,2738.3,-0.95,11.0,366,True
2017,경상북도,영양군,47760,277,29.76,-1.05,23.87,880.3,2.81,1932.2,2756.2,-1.73,12.0,365,True
2018,경상북도,영양군,47760,277,29.76,-4.43,24.68,1365.4,2.89,1903.6,2744.1,-1.43,12.0,365,True
2019,경상북도,영양군,47760,277,29.76,-1.32,23.79,1455.9,2.66,1939.0,2783.0,-1.28,12.0,365,True
2020,경상북도,영양군,47760,277,29.76,0.34,23.11,1308.8,2.77,1678.1,2499.8,-2.13,12.0,366,True
2021,경상북도,영양군,47760,277,29.76,-2.59,22.98,1287.0,2.53,1689.6,2550.0,-0.96,12.0,365,True
2022,경상북도,영양군,47760,277,29.76,-2.62,23.81,802.2,2.63,1833.4,2697.9,-1.97,12.0,365,True
2023,경상북도,영양군,47760,277,29.76,-2.46,23.96,1228.7,2.47,1857.8,2723.2,-0.98,12.0,365,True
2016,경상북도,영주시,47210,272,7.18,-5.39,23.9,1263.3,2.45,1749.8,2539.9,-2.31,11.0,366,True
2017,경상북도,영주시,47210,272,7.18,-5.81,23.29,1055.3,2.68,1649.2,2413.6,-1.49,12.0,365,True
2018,경상북도,영주시,47210,272,7.18,-7.79,24.43,1591.5,2.44,1650.8,2400.4,-1.39,12.0,365,True
2019,경상북도,영주시,47210,272,7.18,-5.92,23.04,996.4,2.41,1641.2,2375.8,-1.32,12.0,365,True
2020,경상북도,영주시,47210,272,7.18,-3.6,23.12,1499.9,2.37,1500.9,2228.0,-2.1,12.0,366,True
2021,경상북도,영주시,47210,272,7.18,-6.39,23.06,1346.5,2.27,1572.3,2328.6,-0.96,12.0,365,True
2022,경상북도,영주시,47210,272,7.18,-6.75,23.56,1083.8,2.46,1650.4,2412.6,-1.79,12.0,365,True
2023,경상북도,영주시,47210,272,7.18,-6.58,23.82,2216.1,2.16,1682.0,2480.4,-1.03,12.0,365,True
2016,경상북도,영천시,47230,281,4.33,-3.52,25.23,1175.2,1.79,2022.7,2858.3,-1.78,11.0,366,True
2017,경상북도,영천시,47230,281,4.33,-3.66,25.18,713.9,1.91,2015.1,2810.4,-1.89,12.0,365,True
2018,경상북도,영천시,47230,281,4.33,-6.4,25.85,1149.8,1.82,1978.6,2803.1,-1.3,12.0,365,True
2019,경상북도,영천시,47230,281,4.33,-3.69,24.73,1038.0,1.81,1982.6,2807.5,-1.18,12.0,365,True
2020,경상북도,영천시,47230,281,4.33,-1.85,24.02,1234.5,1.79,1710.6,2504.8,-1.93,12.0,366,True
2021,경상북도,영천시,47230,281,4.33,-4.58,23.9,1094.2,1.65,1791.9,2606.4,-0.77,12.0,365,True
2022,경상북도,영천시,47230,281,4.33,-5.19,24.71,676.0,1.66,1866.1,2697.3,-2.46,12.0,365,True
2023,경상북도,영천시,47230,281,4.33,-5.01,24.95,1296.0,1.6,1953.4,2810.9,-1.12,12.0,365,True
2016,경상북도,예천군,47900,273,24.6,-4.51,23.87,1193.8,1.8,1731.4,2522.2,-1.87,11.0,366,True
2017,경상북도,예천군,47900,273,24.6,-4.45,23.83,1292.8,1.97,1795.3,2584.2,-1.72,12.0,365,True
2018,경상북도,예천군,47900,273,24.6,-6.58,25.26,1360.1,1.96,1822.1,2608.0,-1.13,12.0,365,True
2019,경상북도,예천군,47900,273,24.6,-4.56,23.63,1082.5,1.9,1768.2,2551.5,-1.28,12.0,365,True
2020,경상북도,예천군,47900,273,24.6,-2.72,23.48,1694.4,1.81,1595.2,2363.6,-1.75,12.0,366,True
2021,경상북도,예천군,47900,273,24.6,-5.37,23.43,1367.3,1.71,1671.6,2466.8,-0.98,12.0,365,True
2022,경상북도,예천군,47900,273,24.6,-5.48,24.06,1041.8,1.72,1773.4,2575.2,-1.84,12.0,365,True
2023,경상북도,예천군,47900,273,24.6,-5.62,24.51,1942.7,1.6,1855.9,2686.2,-1.46,12.0,365,True
2016,경상북도,울릉군,47940,115,4.07,0.84,22.69,2050.4,3.98,1642.5,2494.3,-0.93,11.0,366,True
2017,경상북도,울릉군,47940,115,4.07,1.31,22.63,1181.7,3.93,1666.6,2473.8,-2.15,12.0,365,True
2018,경상북도,울릉군,47940,115,4.07,-1.14,23.44,1586.4,4.09,1685.0,2514.1,-1.01,12.0,365,True
2019,경상북도,울릉군,47940,115,4.07,1.51,22.42,1367.4,3.85,1671.6,2498.2,-0.73,12.0,365,True
2020,경상북도,울릉군,47940,115,4.07,2.71,22.67,1462.0,3.75,1598.2,2413.6,-1.52,12.0,366,True
2021,경상북도,울릉군,47940,115,4.07,0.76,22.93,1533.0,3.57,1658.2,2531.6,-1.11,12.0,365,True
2022,경상북도,울릉군,47940,115,4.07,0.64,23.34,1211.4,3.63,1777.3,2637.4,-2.19,12.0,365,True
2023,경상북도,울릉군,47940,115,4.07,0.79,24.51,1527.4,3.91,1963.2,2864.4,-1.5,12.0,365,True
2016,경상북도,울진군,47930,130,13.2,-1.61,22.8,1196.3,2.53,1645.8,2477.2,-1.29,11.0,366,True
2017,경상북도,울진군,47930,130,13.2,-0.98,22.73,857.5,2.5,1688.3,2490.1,-1.82,12.0,365,True
2018,경상북도,울진군,47930,130,13.2,-3.98,23.46,1436.2,2.59,1700.5,2515.0,-1.36,12.0,365,True
2019,경상북도,울진군,47930,130,13.2,-1.28,22.93,1581.2,2.48,1741.6,2568.1,-1.19,12.0,365,True
2020,경상북도,울진군,47930,130,13.2,0.47,22.42,1336.2,2.55,1583.2,2384.9,-2.07,12.0,366,True
2021,경상북도,울진군,47930,130,13.2,-2.66,22.91,1158.9,2.49,1657.2,2496.0,-1.62,12.0,365,True
2022,경상북도,울진군,47930,130,13.2,-2.71,23.38,1100.0,2.52,1735.7,2583.9,-1.58,12.0,365,True
2023,경상북도,울진군,47930,130,13.2,-2.18,23.65,1317.0,2.43,1836.2,2705.2,-0.89,12.0,365,True
2016,경상북도,의성군,47730,278,6.6,-7.05,25.02,1017.5,1.23,1953.2,2762.1,-0.8,11.0,366,True
2017,경상북도,의성군,47730,278,6.6,-7.5,24.42,691.7,1.3,1815.5,2583.6,-1.7,12.0,365,True
2018,경상북도,의성군,47730,278,6.6,-9.98,26.11,1079.4,1.33,1942.6,2742.0,-1.53,12.0,365,True
2019,경상북도,의성군,47730,278,6.6,-7.18,24.62,831.3,1.21,1908.4,2694.2,-1.06,12.0,365,True
2020,경상북도,의성군,47730,278,6.6,-4.58,24.17,1128.9,1.11,1688.2,2434.3,-1.72,12.0,366,True
2021,경상북도,의성군,47730,278,6.6,-8.12,24.02,961.7,1.03,1782.6,2559.7,-0.49,12.0,365,True
2022,경상북도,의성군,47730,278,6.6,-8.21,24.88,615.1,1.07,1845.8,2633.7,-2.19,12.0,365,True
2023,경상북도,의성군,47730,278,6.6,-8.26,25.07,1575.4,0.97,1946.4,2776.0,-1.17,12.0,365,True
2016,경상북도,청도군,47820,288,20.53,-2.57,25.95,1568.2,1.04,2212.6,3081.2,-0.9,11.0,366,True
2017,경상북도,청도군,47820,288,20.53,-3.55,26.16,558.1,1.1,2191.0,3003.4,-2.17,12.0,365,True
2018,경상북도,청도군,47820,288,20.53,-6.09,26.21,1337.0,1.09,2078.6,2915.4,-1.59,12.0,365,True
2019,경상북도,청도군,47820,288,20.53,-3.65,24.87,1181.1,1.04,2030.0,2872.2,-0.74,12.0,365,True
2020,경상북도,청도군,47820,288,20.53,-1.63,24.95,1398.8,1.06,1918.9,2762.5,-1.22,12.0,366,True
2021,경상북도,청도군,47820,288,20.53,-4.04,25.4,1202.5,1.04,2123.4,2996.8,-0.94,12.0,365,True
2022,경상북도,청도군,47820,288,20.53,-4.19,25.97,843.2,1.13,2195.0,3080.8,-2.23,12.0,365,True
2023,경상북도,청도군,47820,288,20.53,-3.95,26.02,1874.0,0.98,2236.6,3138.4,-0.95,12.0,365,True
2016,경상북도,청송군,47750,276,8.82,-6.25,23.28,1008.0,1.31,1669.6,2455.1,-0.94,11.0,366,True
2017,경상북도,청송군,47750,276,8.82,-6.74,23.04,783.9,1.44,1618.9,2372.8,-1.71,12.0,365,True
2018,경상북도,청송군,47750,276,8.82,-9.19,23.98,1139.7,1.45,1631.1,2383.4,-1.57,12.0,365,True
2019,경상북도,청송군,47750,276,8.82,-6.81,22.56,982.8,1.4,1566.5,2302.5,-0.95,12.0,365,True
2020,경상북도,청송군,47750,276,8.82,-4.55,22.94,1285.8,1.47,1529.1,2254.4,-1.69,12.0,366,True
2021,경상북도,청송군,47750,276,8.82,-8.06,23.04,987.7,1.86,1606.5,2343.2,-0.67,12.0,365,True
2022,경상북도,청송군,47750,276,8.82,-8.68,23.9,638.5,1.82,1660.6,2407.2,-2.09,12.0,365,True
2023,경상북도,청송군,47750,276,8.82,-8.7,24.12,1482.2,1.58,1769.4,2553.1,-1.12,12.0,365,True
2016,경상북도,칠곡군,47850,279,18.07,-2.57,25.65,1208.0,1.21,2089.6,2937.0,-0.57,11.0,366,True
2017,경상북도,칠곡군,47850,279,18.07,-2.96,25.34,688.6,1.22,2052.1,2857.5,-1.81,12.0,365,True
2018,경상북도,칠곡군,47850,279,18.07,-5.02,26.22,1410.1,1.14,2028.8,2856.6,-1.03,12.0,365,True
2019,경상북도,칠곡군,47850,279,18.07,-2.94,24.81,1133.2,1.04,2011.0,2840.2,-0.96,12.0,365,True
2020,경상북도,칠곡군,47850,279,18.07,-1.03,24.82,1469.5,1.05,1876.6,2719.1,-1.79,12.0,366,True
2021,경상북도,칠곡군,47850,279,18.07,-3.83,24.88,1098.0,0.92,1983.6,2842.9,-0.56,12.0,365,True
2022,경상북도,칠곡군,47850,279,18.07,-3.86,25.48,792.9,0.88,2071.0,2927.0,-2.19,12.0,365,True
2023,경상북도,칠곡군,47850,279,18.07,-4.13,25.57,1772.6,0.74,2137.4,3011.2,-1.17,12.0,365,True
2016,경상북도,포항시 남구,47111,138,9.5,0.29,25.44,1515.4,2.6,2174.4,3070.2,-0.96,11.0,366,True
2017,경상북도,포항시 남구,47111,138,9.5,0.29,25.18,674.3,2.67,2188.9,3047.6,-2.15,12.0,365,True
2018,경상북도,포항시 남구,47111,138,9.5,-2.43,26.13,1284.3,2.75,2169.8,3062.8,-1.3,12.0,365,True
2019,경상북도,포항시 남구,47111,138,9.5,0.33,24.9,1425.1,2.58,2167.2,3068.2,-0.92,12.0,365,True
2020,경상북도,포항시 남구,47111,138,9.5,1.88,24.97,1238.9,2.72,2022.2,2923.6,-2.13,12.0,366,True
2021,경상북도,포항시 남구,47111,138,9.5,-0.57,24.91,1405.7,2.7,2078.8,3014.4,-0.75,12.0,365,True
2022,경상북도,포항시 남구,47111,138,9.5,-0.96,25.62,1061.6,2.69,2217.8,3129.9,-1.53,12.0,365,True
2023,경상북도,포항시 남구,47111,138,9.5,-0.68,25.64,1112.2,2.76,2263.2,3198.8,-1.61,12.0,365,True
2016,경상북도,포항시 북구,47113,138,9.5,0.29,25.44,1515.4,2.6,2174.4,3070.2,-0.96,11.0,366,True
2017,경상북도,포항시 북구,47113,138,9.5,0.29,25.18,674.3,2.67,2188.9,3047.6,-2.15,12.0,365,True
2018,경상북도,포항시 북구,47113,138,9.5,-2.43,26.13,1284.3,2.75,2169.8,3062.8,-1.3,12.0,365,True
2019,경상북도,포항시 북구,47113,138,9.5,0.33,24.9,1425.1,2.58,2167.2,3068.2,-0.92,12.0,365,True
2020,경상북도,포항시 북구,47113,138,9.5,1.88,24.97,1238.9,2.72,2022.2,2923.6,-2.13,12.0,366,True
2021,경상북도,포항시 북구,47113,138,9.5,-0.57,24.91,1405.7,2.7,2078.8,3014.4,-0.75,12.0,365,True
2022,경상북도,포항시 북구,47113,138,9.5,-0.96,25.62,1061.6,2.69,2217.8,3129.9,-1.53,12.0,365,True
2023,경상북도,포항시 북구,47113,138,9.5,-0.68,25.64,1112.2,2.76,2263.2,3198.8,-1.61,12.0,365,True
2016,광주광역시,광산구,29200,156,12.65,-0.39,25.94,1482.3,1.62,2301.6,3198.5,-0.78,11.0,366,True
2017,광주광역시,광산구,29200,156,12.65,-0.94,26.02,936.6,1.55,2248.6,3082.3,-1.88,12.0,365,True
2018,광주광역시,광산구,29200,156,12.65,-2.87,26.82,1427.9,1.58,2274.8,3159.2,-1.28,12.0,365,True
2019,광주광역시,광산구,29200,156,12.65,-1.15,24.82,1085.9,1.48,2122.6,2979.5,-0.94,12.0,365,True
2020,광주광역시,광산구,29200,156,12.65,1.04,24.85,2027.0,1.56,1985.4,2860.2,-2.09,12.0,366,True
2021,광주광역시,광산구,29200,156,12.65,-1.16,25.41,1303.8,1.36,2185.8,3115.8,-0.82,12.0,365,True
2022,광주광역시,광산구,29200,156,12.65,-1.55,25.93,769.9,1.4,2275.0,3187.3,-2.34,12.0,365,True
2023,광주광역시,광산구,29200,156,12.65,-1.9,25.7,2116.1,1.16,2322.9,3232.5,-1.24,12.0,365,True
2016,광주광역시,남구,29155,156,9.42,-0.39,25.94,1482.3,1.62,2301.6,3198.5,-0.78,11.0,366,True
2017,광주광역시,남구,29155,156,9.42,-0.94,26.02,936.6,1.55,2248.6,3082.3,-1.88,12.0,365,True
2018,광주광역시,남구,29155,156,9.42,-2.87,26.82,1427.9,1.58,2274.8,3159.2,-1.28,12.0,365,True
2019,광주광역시,남구,29155,156,9.42,-1.15,24.82,1085.9,1.48,2122.6,2979.5,-0.94,12.0,365,True
2020,광주광역시,남구,29155,156,9.42,1.04,24.85,2027.0,1.56,1985.4,2860.2,-2.09,12.0,366,True
2021,광주광역시,남구,29155,156,9.42,-1.16,25.41,1303.8,1.36,2185.8,3115.8,-0.82,12.0,365,True
2022,광주광역시,남구,29155,156,9.42,-1.55,25.93,769.9,1.4,2275.0,3187.3,-2.34,12.0,365,True
2023,광주광역시,남구,29155,156,9.42,-1.9,25.7,2116.1,1.16,2322.9,3232.5,-1.24,12.0,365,True
2016,광주광역시,동구,29110,156,8.1,-0.39,25.94,1482.3,1.62,2301.6,3198.5,-0.78,11.0,366,True
2017,광주광역시,동구,29110,156,8.1,-0.94,26.02,936.6,1.55,2248.6,3082.3,-1.88,12.0,365,True
2018,광주광역시,동구,29110,156,8.1,-2.87,26.82,1427.9,1.58,2274.8,3159.2,-1.28,12.0,365,True
2019,광주광역시,동구,29110,156,8.1,-1.15,24.82,1085.9,1.48,2122.6,2979.5,-0.94,12.0,365,True
2020,광주광역시,동구,29110,156,8.1,1.04,24.85,2027.0,1.56,1985.4,2860.2,-2.09,12.0,366,True
2021,광주광역시,동구,29110,156,8.1,-1.16,25.41,1303.8,1.36,2185.8,3115.8,-0.82,12.0,365,True
2022,광주광역시,동구,29110,156,8.1,-1.55,25.93,769.9,1.4,2275.0,3187.3,-2.34,12.0,365,True
2023,광주광역시,동구,29110,156,8.1,-1.9,25.7,2116.1,1.16,2322.9,3232.5,-1.24,12.0,365,True
2016,광주광역시,북구,29170,156,3.82,-0.39,25.94,1482.3,1.62,2301.6,3198.5,-0.78,11.0,366,True
2017,광주광역시,북구,29170,156,3.82,-0.94,26.02,936.6,1.55,2248.6,3082.3,-1.88,12.0,365,True
2018,광주광역시,북구,29170,156,3.82,-2.87,26.82,1427.9,1.58,2274.8,3159.2,-1.28,12.0,365,True
2019,광주광역시,북구,29170,156,3.82,-1.15,24.82,1085.9,1.48,2122.6,2979.5,-0.94,12.0,365,True
2020,광주광역시,북구,29170,156,3.82,1.04,24.85,2027.0,1.56,1985.4,2860.2,-2.09,12.0,366,True
2021,광주광역시,북구,29170,156,3.82,-1.16,25.41,1303.8,1.36,2185.8,3115.8,-0.82,12.0,365,True
2022,광주광역시,북구,29170,156,3.82,-1.55,25.93,769.9,1.4,2275.0,3187.3,-2.34,12.0,365,True
2023,광주광역시,북구,29170,156,3.82,-1.9,25.7,2116.1,1.16,2322.9,3232.5,-1.24,12.0,365,True
2016,광주광역시,서구,29140,156,5.58,-0.39,25.94,1482.3,1.62,2301.6,3198.5,-0.78,11.0,366,True
2017,광주광역시,서구,29140,156,5.58,-0.94,26.02,936.6,1.55,2248.6,3082.3,-1.88,12.0,365,True
2018,광주광역시,서구,29140,156,5.58,-2.87,26.82,1427.9,1.58,2274.8,3159.2,-1.28,12.0,365,True
2019,광주광역시,서구,29140,156,5.58,-1.15,24.82,1085.9,1.48,2122.6,2979.5,-0.94,12.0,365,True
2020,광주광역시,서구,29140,156,5.58,1.04,24.85,2027.0,1.56,1985.4,2860.2,-2.09,12.0,366,True
2021,광주광역시,서구,29140,156,5.58,-1.16,25.41,1303.8,1.36,2185.8,3115.8,-0.82,12.0,365,True
2022,광주광역시,서구,29140,156,5.58,-1.55,25.93,769.9,1.4,2275.0,3187.3,-2.34,12.0,365,True
2023,광주광역시,서구,29140,156,5.58,-1.9,25.7,2116.1,1.16,2322.9,3232.5,-1.24,12.0,365,True
2016,대구광역시,군위군,27720,278,21.0,-7.05,25.02,1017.5,1.23,1953.2,2762.1,-0.8,11.0,366,True
2017,대구광역시,군위군,27720,278,21.0,-7.5,24.42,691.7,1.3,1815.5,2583.6,-1.7,12.0,365,True
2018,대구광역시,군위군,27720,278,21.0,-9.98,26.11,1079.4,1.33,1942.6,2742.0,-1.53,12.0,365,True
2019,대구광역시,군위군,27720,278,21.0,-7.18,24.62,831.3,1.21,1908.4,2694.2,-1.06,12.0,365,True
2020,대구광역시,군위군,27720,278,21.0,-4.58,24.17,1128.9,1.11,1688.2,2434.3,-1.72,12.0,366,True
2021,대구광역시,군위군,27720,278,21.0,-8.12,24.02,961.7,1.03,1782.6,2559.7,-0.49,12.0,365,True
2022,대구광역시,군위군,27720,278,21.0,-8.21,24.88,615.1,1.07,1845.8,2633.7,-2.19,12.0,365,True
2023,대구광역시,군위군,27720,278,21.0,-8.26,25.07,1575.4,0.97,1946.4,2776.0,-1.17,12.0,365,True
2016,대구광역시,남구,27200,143,7.79,-1.8,25.82,1227.3,2.12,2183.5,3048.2,-0.6,11.0,366,True
2017,대구광역시,남구,27200,143,7.79,-2.14,25.88,663.7,2.23,2203.1,3025.3,-1.43,12.0,365,True
2018,대구광역시,남구,27200,143,7.79,-4.46,26.51,1297.6,2.19,2143.2,2994.3,-1.19,12.0,365,True
2019,대구광역시,남구,27200,143,7.79,-2.27,25.36,995.7,2.02,2145.3,3003.2,-0.71,12.0,365,True
2020,대구광역시,남구,27200,143,7.79,-0.25,25.41,1244.9,2.28,2013.5,2876.4,-1.93,12.0,366,True
