연도,시도,시군구,log_피해밀도_본per_ha,log_인접시군_피해밀도_본per_ha,연속발생연수,집단발생여부,소나무류_면적비율(%),최근감염목과의_거리_km,데이터유형,인접시군_산정방식,임상도_기준판
2016,경기도,포천시,0.1929317359059701,0.0511682865743994,1,1,9.851,319.69,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019)
2017,경기도,포천시,0.0615653556581548,0.0219571673520421,2,1,9.851,506.28,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2018,경기도,포천시,0.0613772796749034,0.0120273802127184,3,1,9.851,506.28,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2019,경기도,포천시,0.059023340449461,0.0133110140596723,4,1,9.851,319.69,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2020,경기도,포천시,0.0960371881969421,0.0316924467324897,5,1,10.6565,319.69,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2021,경기도,포천시,0.0303351997960729,0.0116320842297076,6,1,10.6565,205.32,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2022,경기도,포천시,0.0983056887841233,0.0027960873020012,7,0,10.6565,306.66,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,경기도,포천시,0.149109422587841,0.0388360237851981,8,1,10.6565,319.69,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024)
2016,경기도,하남시,0.0358496528936972,0.2726953301434575,1,1,1.8576,282.07,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019)
2017,경기도,하남시,0.0677521020508184,0.1607573788781141,2,1,1.8576,456.62,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2018,경기도,하남시,0.0037927982386962,0.128393214768399,3,1,1.8576,456.62,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2019,경기도,하남시,0.009950330853168,0.1316421090517151,4,1,1.8576,282.07,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2020,경기도,하남시,0.004987541511039,0.1412391116927246,5,1,1.8896,282.07,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2021,경기도,하남시,0.0077697372643606,0.0441125746183209,6,1,1.8896,174.71,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2022,경기도,하남시,0.0078689583786951,0.0,7,0,1.8896,265.57,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,경기도,하남시,0.0272259862535914,0.2125273988510204,8,1,1.8896,282.07,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024)
2016,경기도,화성시,0.0009995003330835,0.0078689583786951,1,0,2.7003,276.0,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019)
2017,경기도,화성시,0.0,0.0065783153601225,0,0,2.7003,414.39,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2018,경기도,화성시,0.0003999200213269,0.0046889894861315,1,0,2.7003,414.39,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2019,경기도,화성시,9.999500033330834e-05,0.0042907814171562,2,0,2.7003,276.0,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2020,경기도,화성시,0.0013990209137073,0.000499875041651,3,0,2.3472,276.0,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2021,경기도,화성시,9.999500033330834e-05,0.0016985566355814,4,0,2.3472,183.45,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2022,경기도,화성시,0.0,0.0,5,0,2.3472,253.87,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,경기도,화성시,0.0007996801705643,0.0058826631581554,6,0,2.3472,276.0,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024)
2016,경상남도,거제시,0.4421826910433272,0.2311910828935104,1,1,29.2725,90.87,추정(시군구 평균비중 x 국가총량),centroid근접(대체),2019년판(2015~2019)
2017,경상남도,거제시,0.2824685053988935,0.1437539636446961,2,1,29.2725,249.61,실측(원자료 기반),centroid근접(대체),2019년판(2015~2019)
2018,경상남도,거제시,0.2948314546049925,0.1588823250601918,3,1,29.2725,249.61,실측(원자료 기반),centroid근접(대체),2019년판(2015~2019)
2019,경상남도,거제시,0.1677154044045924,0.076868444256577,4,1,29.2725,90.87,실측(원자료 기반),centroid근접(대체),2019년판(2015~2019)
2020,경상남도,거제시,0.1464352782295457,0.0500274935996481,5,1,29.1412,90.87,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2021,경상남도,거제시,0.1287449558905622,0.0732504617395926,6,1,29.1412,190.21,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2022,경상남도,거제시,0.1149345380920995,0.0585518869496154,7,1,29.1412,71.3,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,경상남도,거제시,0.3507272916688302,0.1794006283662909,8,1,29.1412,90.87,추정(시군구 평균비중 x 국가총량),centroid근접(대체),2024년판(2020~2024)
2016,경상남도,거창군,9.999500033330834e-05,0.029461710149619,1,0,25.6592,118.06,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019)
2017,경상남도,거창군,9.999500033330834e-05,0.009950330853168,2,0,25.6592,283.46,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2018,경상남도,거창군,9.999500033330834e-05,0.0062802379571504,3,0,25.6592,283.46,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2019,경상남도,거창군,0.0,0.0096532570281383,0,0,25.6592,118.06,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2020,경상남도,거창군,9.999500033330834e-05,0.0084640784121294,1,0,25.0756,118.06,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2021,경상남도,거창군,0.0,0.0095542128048116,2,0,25.0756,122.67,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2022,경상남도,거창군,0.0,9.999500033330834e-05,3,0,25.0756,84.29,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,경상남도,거창군,9.999500033330834e-05,0.0223484036637618,4,0,25.0756,118.06,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024)
2016,경상남도,고성군,0.087369646136907,0.3391116075581432,1,1,32.3546,100.58,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019)
2017,경상남도,고성군,0.0365247746823722,0.1726078646063155,2,1,32.3546,238.17,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2018,경상남도,고성군,0.0220549907808313,0.2237033945727238,3,1,32.3546,238.17,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2019,경상남도,고성군,0.0208804775793552,0.1332188437862227,4,1,32.3546,100.58,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2020,경상남도,고성군,0.009950330853168,0.0808423878441007,5,1,31.8763,100.58,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2021,경상남도,고성군,0.0589290675292874,0.0944916630927176,6,1,31.8763,179.07,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2022,경상남도,고성군,0.0195084663880429,0.1315544397403014,7,1,31.8763,70.19,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,경상남도,고성군,0.0667236320429081,0.2662030407746567,8,1,31.8763,100.58,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024)
2016,경상남도,김해시,0.2741408018851136,0.2448267621453517,1,1,16.363,43.48,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019)
2017,경상남도,김해시,0.2510699539550488,0.186064543072789,2,1,16.363,294.1,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2018,경상남도,김해시,0.2315877980968727,0.1475575643576146,3,1,16.363,294.1,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2019,경상남도,김해시,0.0935814136215305,0.0771462091766536,4,1,16.363,43.48,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2020,경상남도,김해시,0.0729716124558227,0.0421011760186353,5,1,15.9808,43.48,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2021,경상남도,김해시,0.0393168623769503,0.0486949215387585,6,1,15.9808,145.23,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2022,경상남도,김해시,0.0563803334361076,0.004987541511039,7,1,15.9808,25.61,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,경상남도,김해시,0.2137394712389158,0.1902070510679449,8,1,15.9808,43.48,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024)
2016,경상남도,남해군,0.0322735605502957,0.3485419607085434,1,1,28.5696,139.26,추정(시군구 평균비중 x 국가총량),centroid근접(대체),2019년판(2015~2019)
2017,경상남도,남해군,0.0344014267173324,0.1039995900184847,2,1,28.5696,200.51,실측(원자료 기반),centroid근접(대체),2019년판(2015~2019)
2018,경상남도,남해군,0.0272259862535914,0.1368010414921453,3,1,28.5696,200.51,실측(원자료 기반),centroid근접(대체),2019년판(2015~2019)
2019,경상남도,남해군,0.0132123314721348,0.1034587083682299,4,1,28.5696,139.26,실측(원자료 기반),centroid근접(대체),2019년판(2015~2019)
2020,경상남도,남해군,0.0052860044292373,0.084800601692465,5,1,28.2391,139.26,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2021,경상남도,남해군,0.0040916179032535,0.1497983650883945,6,1,28.2391,209.65,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2022,경상남도,남해군,0.0037927982386962,0.1658533640866473,7,1,28.2391,107.98,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,경상남도,남해군,0.0244974716003874,0.2738366656297278,8,1,28.2391,139.26,추정(시군구 평균비중 x 국가총량),centroid근접(대체),2024년판(2020~2024)
2016,경상남도,밀양시,0.500957089567385,0.4703785589508087,1,1,24.7244,36.49,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019)
2017,경상남도,밀양시,0.3421702577358506,0.3716325195717124,2,1,24.7244,308.28,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2018,경상남도,밀양시,0.2479532302227841,0.3165610320021576,3,1,24.7244,308.28,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2019,경상남도,밀양시,0.1590529298546003,0.2144660101205218,4,1,24.7244,36.49,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2020,경상남도,밀양시,0.0878277103655201,0.1660227838244519,5,1,24.236,36.49,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2021,경상남도,밀양시,0.0919408736983572,0.0996643231129453,6,1,24.236,120.0,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2022,경상남도,밀양시,0.3323207740701613,0.0563803334361076,7,1,24.236,0.0,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,경상남도,밀양시,0.3996482227865995,0.3741120304501421,8,1,24.236,36.49,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024)
2016,경상남도,사천시,0.4942083179425529,0.2199384203652614,1,1,29.0114,118.23,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019)
2017,경상남도,사천시,0.249590721329058,0.050312813873589,2,1,29.0114,225.84,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2018,경상남도,사천시,0.3256279348665349,0.0911195933674838,3,1,29.0114,225.84,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2019,경상남도,사천시,0.2210613851098851,0.0722276339968807,4,1,29.0114,118.23,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2020,경상남도,사천시,0.1120779034053505,0.0721345977591991,5,1,28.8087,118.23,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2021,경상남도,사천시,0.1393270652210992,0.0810268386423734,6,1,28.8087,182.59,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2022,경상남도,사천시,0.198276923584082,0.0869113719892964,7,1,28.8087,84.64,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,경상남도,사천시,0.3939321922944401,0.1704176522911302,8,1,28.8087,118.23,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024)
2016,경상남도,산청군,0.000899595242836,0.127161145616679,1,0,24.5953,119.92,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019)
2017,경상남도,산청군,0.0002999550089979,0.0304322071202019,2,0,24.5953,247.18,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2018,경상남도,산청군,0.0002999550089979,0.0568528115927828,3,0,24.5953,247.18,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2019,경상남도,산청군,0.000499875041651,0.0402778464985701,4,0,24.5953,119.92,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2020,경상남도,산청군,0.000499875041651,0.0399896482161584,5,0,24.1043,119.92,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2021,경상남도,산청군,0.0001999800026662,0.0371994409891062,6,0,24.1043,156.79,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2022,경상남도,산청군,9.999500033330834e-05,0.0809346174959992,7,0,24.1043,83.43,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,경상남도,산청군,0.0006997551142733,0.097489621277257,8,0,24.1043,119.92,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024)
2016,경상남도,양산시,0.2393318115107342,0.4667483365250629,1,1,15.389,20.8,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019)
2017,경상남도,양산시,0.2117994496135527,0.3839690477632776,2,1,15.389,316.94,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2018,경상남도,양산시,0.1058004188862116,0.2758877925690695,3,1,15.389,316.94,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2019,경상남도,양산시,0.0843411484337508,0.206282194238798,4,1,15.389,20.8,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2020,경상남도,양산시,0.0343048036919903,0.1544363533044189,5,1,15.144,20.8,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2021,경상남도,양산시,0.076220025911409,0.0935814136215305,6,1,15.144,132.82,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2022,경상남도,양산시,0.080750149685109,0.0523077796233448,7,1,15.144,25.21,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,경상남도,양산시,0.1858154460482104,0.371149677693044,8,1,15.144,20.8,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024)
2016,경상남도,의령군,0.1520341558554981,0.2207406666978994,1,1,33.45,84.38,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019)
2017,경상남도,의령군,0.0653194661206425,0.110288353894123,2,1,33.45,269.29,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2018,경상남도,의령군,0.0819485826471674,0.1272492009154635,3,1,33.45,269.29,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2019,경상남도,의령군,0.0410459694360009,0.0779790413165886,4,1,33.45,84.38,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2020,경상남도,의령군,0.0277124385665357,0.0510732701840006,5,1,32.6677,84.38,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2021,경상남도,의령군,0.0340148785872776,0.0591176044830888,6,1,32.6677,139.34,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2022,경상남도,의령군,0.0855352881062627,0.1026468369601427,7,1,32.6677,47.99,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,경상남도,의령군,0.1168937514714993,0.1710920748424058,8,1,32.6677,84.38,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024)
2016,경상남도,진주시,0.2522362255174821,0.2625950070751371,1,1,28.5207,103.28,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019)
2017,경상남도,진주시,0.0422929121902514,0.1257512053055603,2,1,28.5207,244.65,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2018,경상남도,진주시,0.1166268119317196,0.1602463491420971,3,1,28.5207,244.65,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2019,경상남도,진주시,0.0989399478549035,0.0892921074787618,4,1,28.5207,103.28,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2020,경상남도,진주시,0.0717623662268907,0.0603422290061617,5,1,28.269,103.28,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2021,경상남도,진주시,0.0765906021617125,0.0744579109180098,6,1,28.269,163.43,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2022,경상남도,진주시,0.120357496663734,0.1038193286389971,7,1,28.269,68.21,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,경상남도,진주시,0.196224461962946,0.2044091532579594,8,1,28.269,103.28,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024)
2016,경상남도,창녕군,0.4213384572644545,0.2841257562490037,1,1,29.3373,63.15,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019)
2017,경상남도,창녕군,0.3190353801097767,0.1307650698795525,2,1,29.3373,291.48,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2018,경상남도,창녕군,0.3090276264711589,0.1399358402975167,3,1,29.3373,291.48,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2019,경상남도,창녕군,0.1765549618996175,0.0794579213347155,4,1,29.3373,63.15,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2020,경상남도,창녕군,0.1116308161711853,0.0677521020508184,5,1,29.2347,63.15,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2021,경상남도,창녕군,0.1080469040831337,0.0801042442416614,6,1,29.2347,121.69,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2022,경상남도,창녕군,0.0936724758626351,0.2122039312758241,7,1,29.2347,26.93,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,경상남도,창녕군,0.3335393685365754,0.2217826256748682,8,1,29.2347,63.15,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024)
2016,경상남도,창원시,0.354733059701391,0.28450202144515,1,1,21.461,65.65,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019)
2017,경상남도,창원시,0.2717813229201039,0.1731126177086447,2,1,21.461,272.6,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2018,경상남도,창원시,0.3313879047118487,0.1639878501054499,3,1,21.461,272.6,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2019,경상남도,창원시,0.128041349880884,0.0951283450915772,4,1,21.461,65.65,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2020,경상남도,창원시,0.0687795153948257,0.0610950993598108,5,1,21.2103,65.65,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2021,경상남도,창원시,0.0698991273796671,0.0692461727368143,6,1,21.2103,153.84,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2022,경상남도,창원시,0.0828694778222946,0.0931259779894837,7,1,21.2103,37.19,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,경상남도,창원시,0.2789187867816239,0.2220229236455067,8,1,21.2103,65.65,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024)
2016,경상남도,통영시,0.2335690167977925,0.087369646136907,1,1,35.9871,108.96,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019)
2017,경상남도,통영시,0.1083161434834588,0.0365247746823722,2,1,35.9871,228.99,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2018,경상남도,통영시,0.0966728872602607,0.0220549907808313,3,1,35.9871,228.99,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2019,경상남도,통영시,0.0789035975954659,0.0208804775793552,4,1,35.9871,108.96,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2020,경상남도,통영시,0.0701788346212465,0.009950330853168,5,1,35.6398,108.96,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2021,경상남도,통영시,0.0906630348972421,0.0589290675292874,6,1,35.6398,198.06,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2022,경상남도,통영시,0.071948499312584,0.1135965065825405,7,1,35.6398,83.67,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,경상남도,통영시,0.181321056460371,0.0667236320429081,8,1,35.6398,108.96,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024)
2016,경상남도,하동군,0.3072640871795032,0.1485924040498269,1,1,22.9875,135.79,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019)
2017,경상남도,하동군,0.0716692866903596,0.0485044090596149,2,1,22.9875,220.3,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2018,경상남도,하동군,0.1312036856153444,0.0753857269058896,3,1,22.9875,220.3,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2019,경상남도,하동군,0.0948555310126788,0.0552454742259785,4,1,22.9875,135.79,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2020,경상남도,하동군,0.1310282624064041,0.0377773643340299,5,1,22.1191,135.79,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2021,경상남도,하동군,0.107148915517043,0.0443039255565244,6,1,22.1191,183.78,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2022,경상남도,하동군,0.1176052420742634,0.0910282983475638,7,1,22.1191,100.19,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,경상남도,하동군,0.240354588044564,0.1143103461774108,8,1,22.1191,135.79,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024)
2016,경상남도,함안군,0.3512200932557686,0.300252729625633,1,1,21.5052,74.32,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019)
2017,경상남도,함안군,0.151088854362856,0.1820715255387453,2,1,21.5052,269.37,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2018,경상남도,함안군,0.174793290373163,0.2159175062224701,3,1,21.5052,269.37,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2019,경상남도,함안군,0.1016536537264998,0.1123460598315384,4,1,21.5052,74.32,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2020,경상남도,함안군,0.0650383961792222,0.0704584636485614,5,1,21.5032,74.32,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2021,경상남도,함안군,0.1046302490780829,0.072506690786748,6,1,21.5032,146.44,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2022,경상남도,함안군,0.2035936920694943,0.087369646136907,7,1,21.5032,39.89,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,경상남도,함안군,0.2760395606677065,0.2347558666423757,8,1,21.5032,74.32,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024)
2016,경상남도,함양군,0.0006997551142733,0.0697126124113003,1,0,20.6388,132.87,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019)
2017,경상남도,함양군,0.0,0.0148886124937506,0,0,20.6388,258.18,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2018,경상남도,함양군,0.0002999550089979,0.0277124385665357,1,0,20.6388,258.18,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2019,경상남도,함양군,0.0001999800026662,0.0198026272961797,2,0,20.6388,132.87,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2020,경상남도,함양군,0.0001999800026662,0.0277124385665357,3,0,20.4223,132.87,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2021,경상남도,함양군,0.0003999200213269,0.02244618882983,4,0,20.4223,148.65,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2022,경상남도,함양군,0.0,0.0,5,0,20.4223,96.98,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,경상남도,함양군,0.000499875041651,0.0530667209366922,6,0,20.4223,132.87,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024)
2016,경상남도,합천군,0.0020977980821461,0.2139817095218235,1,0,33.0019,94.89,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019)
2017,경상남도,합천군,0.0003999200213269,0.0906630348972421,2,0,33.0019,279.05,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2018,경상남도,합천군,0.00129915573162,0.0960371881969421,3,1,33.0019,279.05,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2019,경상남도,합천군,0.0006997551142733,0.0625052053513971,4,0,33.0019,94.89,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2020,경상남도,합천군,0.0018981972830802,0.0611891683124224,5,1,32.4534,94.89,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2021,경상남도,합천군,9.999500033330834e-05,0.0727856697256476,6,0,32.4534,125.3,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2022,경상남도,합천군,0.0001999800026662,0.1127034899130848,7,0,32.4534,59.39,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,경상남도,합천군,0.001598721363697,0.1657686434528862,8,0,32.4534,94.89,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024)
2016,경상북도,경산시,0.0014988761237358,0.0831455810866688,1,0,17.4692,46.87,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019)
2017,경상북도,경산시,0.0002999550089979,0.0216636396360263,2,0,17.4692,337.57,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2018,경상북도,경산시,0.0002999550089979,0.0273232956488903,3,0,17.4692,337.57,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2019,경상북도,경산시,0.0003999200213269,0.0229349712824958,4,0,17.4692,46.87,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2020,경상북도,경산시,0.0003999200213269,0.0243022925229648,5,0,17.5241,46.87,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2021,경상북도,경산시,0.0005998200719676,0.0196065296389183,6,0,17.5241,82.82,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2022,경상북도,경산시,0.0006997551142733,0.0221528046411333,7,0,17.5241,37.26,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,경상북도,경산시,0.001199280575482,0.0634441725565347,8,0,17.5241,46.87,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024)
2016,경상북도,경주시,0.5586438872214662,0.8064312220132837,1,1,21.4506,31.44,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019)
2017,경상북도,경주시,0.3733550541899307,0.5818244819156791,2,1,21.4506,362.5,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2018,경상북도,경주시,0.3003267899848596,0.5363179165269265,3,1,21.4506,362.5,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2019,경상북도,경주시,0.265743164933027,0.4306129016408164,4,1,21.4506,31.44,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2020,경상북도,경주시,0.2228235001032844,0.3442277986369749,5,1,21.4662,31.44,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2021,경상북도,경주시,0.1521200480608332,0.1913638847781835,6,1,21.4662,93.13,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2022,경상북도,경주시,0.1530643757268367,0.4003855623648657,7,1,21.4662,54.39,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
