연도,시도,시군구,log_피해밀도_본per_ha,log_인접시군_피해밀도_본per_ha,연속발생연수,집단발생여부,소나무류_면적비율(%),최근감염목과의_거리_km,데이터유형,인접시군_산정방식,임상도_기준판
2021,전라남도,여수시,0.2225033464267864,0.0860859489131288,6,1,20.9106,232.47,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2022,전라남도,여수시,0.2273745878420257,0.0232281261192071,7,1,20.9106,136.54,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,전라남도,여수시,0.2760395606677065,0.1298872608344222,8,1,20.9106,168.65,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024)
2016,전라남도,영광군,0.0005998200719676,0.0021975835434872,1,0,15.7781,250.29,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019)
2017,전라남도,영광군,0.0023971245997214,0.0001999800026662,2,0,15.7781,203.71,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2018,전라남도,영광군,0.0,0.0,0,0,15.7781,203.71,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2019,전라남도,영광군,0.0,0.0,0,0,15.7781,250.29,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2020,전라남도,영광군,0.0,9.999500033330834e-05,0,0,15.788,250.29,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2021,전라남도,영광군,0.0,9.999500033330834e-05,0,0,15.788,254.94,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2022,전라남도,영광군,0.0,0.0031948908965191,0,0,15.788,213.83,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,전라남도,영광군,0.0003999200213269,0.0016985566355814,1,0,15.788,250.29,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024)
2016,전라남도,영암군,0.0,0.0064789660977091,0,0,6.5683,247.88,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019)
2017,전라남도,영암군,0.0,0.0269340012400809,0,0,6.5683,150.27,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2018,전라남도,영암군,0.0,0.0,0,0,6.5683,150.27,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2019,전라남도,영암군,0.0,0.0,0,0,6.5683,247.88,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2020,전라남도,영암군,0.0,0.0,0,0,6.6781,247.88,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2021,전라남도,영암군,0.0,0.0,0,0,6.6781,277.9,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2022,전라남도,영암군,0.0,0.0,0,0,6.6781,212.13,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,전라남도,영암군,0.0,0.0048880340727759,0,0,6.6781,247.88,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024)
2016,전라남도,완도군,0.0,0.0,0,0,28.9347,260.23,추정(시군구 평균비중 x 국가총량),centroid근접(대체),2019년판(2015~2019)
2017,전라남도,완도군,0.0,0.0,0,0,28.9347,97.17,실측(원자료 기반),centroid근접(대체),2019년판(2015~2019)
2018,전라남도,완도군,0.0,0.0,0,0,28.9347,97.17,실측(원자료 기반),centroid근접(대체),2019년판(2015~2019)
2019,전라남도,완도군,0.0,0.0,0,0,28.9347,260.23,실측(원자료 기반),centroid근접(대체),2019년판(2015~2019)
2020,전라남도,완도군,0.0,0.0,0,0,29.0477,260.23,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2021,전라남도,완도군,0.0,0.0,0,0,29.0477,311.9,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2022,전라남도,완도군,0.0,0.0,0,0,29.0477,227.19,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,전라남도,완도군,0.0,0.0,0,0,29.0477,260.23,추정(시군구 평균비중 x 국가총량),centroid근접(대체),2024년판(2020~2024)
2016,전라남도,장성군,0.006379606964039,0.0060814703158679,1,0,15.8336,220.9,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019)
2017,전라남도,장성군,0.0,0.0007996801705643,0,0,15.8336,210.35,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2018,전라남도,장성군,0.0,0.0013990209137073,0,0,15.8336,210.35,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2019,전라남도,장성군,9.999500033330834e-05,0.0007996801705643,1,0,15.8336,220.9,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2020,전라남도,장성군,0.0001999800026662,0.000499875041651,2,0,15.8788,220.9,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2021,전라남도,장성군,0.0002999550089979,0.0018981972830802,3,0,15.8788,228.35,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2022,전라남도,장성군,0.0096532570281383,0.0113355096637456,4,1,15.8788,184.45,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,전라남도,장성군,0.0047885167317971,0.0045894523338072,5,0,15.8788,220.9,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024)
2016,전라남도,장흥군,0.0,9.999500033330834e-05,0,0,12.4469,227.96,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019)
2017,전라남도,장흥군,0.0,9.999500033330834e-05,0,0,12.4469,141.33,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2018,전라남도,장흥군,0.0,0.0,0,0,12.4469,141.33,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2019,전라남도,장흥군,0.0,9.999500033330834e-05,0,0,12.4469,227.96,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2020,전라남도,장흥군,0.0,0.0,0,0,12.6128,227.96,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2021,전라남도,장흥군,0.0,0.0,0,0,12.6128,270.1,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2022,전라남도,장흥군,0.0,0.0,0,0,12.6128,193.19,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,전라남도,장흥군,0.0,9.999500033330834e-05,0,0,12.6128,227.96,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024)
2016,전라남도,진도군,0.0,0.000899595242836,0,0,19.4903,298.17,추정(시군구 평균비중 x 국가총량),centroid근접(대체),2019년판(2015~2019)
2017,전라남도,진도군,0.0,0.0035935355101301,0,0,19.4903,114.05,실측(원자료 기반),centroid근접(대체),2019년판(2015~2019)
2018,전라남도,진도군,0.0,9.999500033330834e-05,0,0,19.4903,114.05,실측(원자료 기반),centroid근접(대체),2019년판(2015~2019)
2019,전라남도,진도군,0.0,0.0,0,0,19.4903,298.17,실측(원자료 기반),centroid근접(대체),2019년판(2015~2019)
2020,전라남도,진도군,0.0,0.0,0,0,19.5062,298.17,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2021,전라남도,진도군,0.0,0.0,0,0,19.5062,332.79,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2022,전라남도,진도군,0.0,0.0,0,0,19.5062,263.14,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,전라남도,진도군,0.0,0.0006997551142733,0,0,19.5062,298.17,추정(시군구 평균비중 x 국가총량),centroid근접(대체),2024년판(2020~2024)
2016,전라남도,함평군,9.999500033330834e-05,0.0162669724638719,1,0,12.2883,245.81,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019)
2017,전라남도,함평군,0.0002999550089979,0.0360425913469293,2,0,12.2883,185.14,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2018,전라남도,함평군,0.0,0.0,0,0,12.2883,185.14,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2019,전라남도,함평군,0.0,9.999500033330834e-05,0,0,12.2883,245.81,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2020,전라남도,함평군,0.0,0.0003999200213269,0,0,12.4628,245.81,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2021,전라남도,함평군,0.0,0.0024968801985871,0,0,12.4628,259.95,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2022,전라남도,함평군,9.999500033330834e-05,0.0113355096637456,1,0,12.4628,209.35,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,전라남도,함평군,9.999500033330834e-05,0.0123237496888319,2,0,12.4628,245.81,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024)
2016,전라남도,해남군,0.0,0.0,1,0,12.6726,267.52,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019)
2017,전라남도,해남군,0.0,0.0,2,0,12.6726,123.68,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2018,전라남도,해남군,0.0,0.0,0,0,12.6726,123.68,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2019,전라남도,해남군,0.0,0.0,0,0,12.6726,267.52,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2020,전라남도,해남군,0.0,0.0,1,0,12.7529,267.52,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2021,전라남도,해남군,0.0,0.0,0,0,12.7529,304.2,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2022,전라남도,해남군,0.0,0.0,0,0,12.7529,232.5,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,전라남도,해남군,0.0,0.0,1,0,12.7529,267.52,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024)
2016,전라남도,화순군,0.0,0.0219571673520421,1,0,18.1702,204.81,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019)
2017,전라남도,화순군,0.0,0.0196065296389183,0,0,18.1702,179.65,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2018,전라남도,화순군,0.0,0.0018981972830802,0,0,18.1702,179.65,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2019,전라남도,화순군,0.0,0.0021975835434872,0,0,18.1702,204.81,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2020,전라남도,화순군,0.0,0.0047885167317971,0,0,18.3283,204.81,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2021,전라남도,화순군,0.0,0.0093560949240249,0,0,18.3283,235.18,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2022,전라남도,화순군,9.999500033330834e-05,0.0001999800026662,1,0,18.3283,168.76,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,전라남도,화순군,0.0,0.0166604408931072,2,0,18.3283,204.81,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024)
2016,전라북도,고창군,9.999500033330834e-05,0.001998002662673,1,0,16.7669,233.53,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019)
2017,전라북도,고창군,0.0001999800026662,0.0006997551142733,2,0,16.7669,222.58,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2018,전라북도,고창군,0.0,9.999500033330834e-05,0,0,16.7669,222.58,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2019,전라북도,고창군,0.0,0.0001999800026662,0,0,16.7669,233.53,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2020,전라북도,고창군,0.0,9.999500033330834e-05,0,0,15.8716,233.53,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2021,전라북도,고창군,0.0,9.999500033330834e-05,0,0,15.8716,231.9,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2022,전라북도,고창군,0.0,0.0031948908965191,0,0,15.8716,197.3,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,전라북도,고창군,0.0,0.0014988761237358,1,0,15.8716,233.53,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024)
2016,전라북도,군산시,0.1432341680859078,0.0016985566355814,1,0,5.3965,227.9,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019)
2017,전라북도,군산시,0.0172503534065275,0.0001999800026662,2,0,5.3965,278.44,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2018,전라북도,군산시,0.096582097846244,9.999500033330834e-05,3,0,5.3965,278.44,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2019,전라북도,군산시,0.0919408736983572,0.000499875041651,4,0,5.3965,227.9,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2020,전라북도,군산시,0.0452601314048645,9.999500033330834e-05,5,0,5.4572,227.9,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2021,전라북도,군산시,0.0241070753432331,0.0002999550089979,6,0,5.4572,198.16,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2022,전라북도,군산시,0.0363319292473902,0.0021975835434872,7,0,5.4572,194.06,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,전라북도,군산시,0.1100196450385494,0.0016985566355814,8,0,5.4572,227.9,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024)
2016,전라북도,김제시,0.0007996801705643,0.0257652078860264,1,0,4.3391,209.53,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019)
2017,전라북도,김제시,9.999500033330834e-05,0.0030952049073024,2,0,4.3391,264.24,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2018,전라북도,김제시,0.0,0.0168571170664229,0,0,4.3391,264.24,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2019,전라북도,김제시,0.0,0.0162669724638719,0,0,4.3391,209.53,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2020,전라북도,김제시,9.999500033330834e-05,0.0077697372643606,1,0,3.9896,209.53,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2021,전라북도,김제시,0.0001999800026662,0.0040916179032535,2,0,3.9896,189.99,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2022,전라북도,김제시,0.0007996801705643,0.0124225199985571,3,0,3.9896,174.91,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,전라북도,김제시,0.0005998200719676,0.0195084663880429,4,0,3.9896,209.53,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024)
2016,전라북도,남원시,9.999500033330834e-05,0.0554347068881005,1,0,26.854,158.98,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019)
2017,전라북도,남원시,9.999500033330834e-05,0.0125212805536717,2,0,26.854,234.97,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2018,전라북도,남원시,0.0,0.0231304173888543,0,0,26.854,234.97,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2019,전라북도,남원시,0.0,0.0158733491562901,0,0,26.854,158.98,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2020,전라북도,남원시,0.0,0.0221528046411333,1,0,26.1292,158.98,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2021,전라북도,남원시,0.0,0.0170537545658275,2,0,26.1292,176.17,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2022,전라북도,남원시,9.999500033330834e-05,0.00129915573162,3,0,26.1292,122.58,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,전라북도,남원시,9.999500033330834e-05,0.0421970486997883,4,0,26.1292,158.98,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024)
2016,전라북도,무주군,9.999500033330834e-05,0.0057832447557273,1,0,10.3015,140.33,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019)
2017,전라북도,무주군,0.0,0.0006997551142733,0,0,10.3015,297.29,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2018,전라북도,무주군,0.0,0.0005998200719676,0,0,10.3015,297.29,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2019,전라북도,무주군,0.0001999800026662,0.0009995003330835,1,0,10.3015,140.33,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2020,전라북도,무주군,0.0,0.001199280575482,0,0,10.6742,140.33,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2021,전라북도,무주군,0.0,0.0036931718376175,0,0,10.6742,119.34,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2022,전라북도,무주군,0.0,0.0,0,0,10.6742,108.97,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,전라북도,무주군,9.999500033330834e-05,0.0043903483012928,1,0,10.6742,140.33,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024)
2016,전라북도,부안군,0.0,0.0381624610943489,1,0,13.3185,231.28,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019)
2017,전라북도,부안군,9.999500033330834e-05,0.004489905272852,2,0,13.3185,248.82,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2018,전라북도,부안군,0.0,0.0251802985302982,0,0,13.3185,248.82,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2019,전라북도,부안군,0.0,0.0239118200463128,0,0,13.3185,231.28,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2020,전라북도,부안군,0.0,0.0116320842297076,1,0,12.9345,231.28,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2021,전라북도,부안군,0.0,0.0061808590750811,0,0,12.9345,216.67,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2022,전라북도,부안군,0.0,0.0002999550089979,0,0,12.9345,195.85,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,전라북도,부안군,0.0,0.0003999200213269,1,0,12.9345,231.28,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024)
2016,전라북도,순창군,0.0136070034062169,0.0051865266873,1,0,18.5656,190.69,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019)
2017,전라북도,순창군,0.0020977980821461,0.001998002662673,2,1,18.5656,226.66,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2018,전라북도,순창군,0.0109399400383343,0.0020977980821461,3,1,18.5656,226.66,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2019,전라북도,순창군,0.0037927982386962,0.0016985566355814,4,1,18.5656,190.69,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2020,전라북도,순창군,0.0022973590486834,0.0022973590486834,5,1,17.766,190.69,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2021,전라북도,순창군,0.0023971245997214,0.0006997551142733,6,0,17.766,198.42,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2022,전라북도,순창군,0.0069756137364252,0.000899595242836,7,0,17.766,154.37,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,전라북도,순창군,0.0103462920541443,0.0038924147153438,8,0,17.766,190.69,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024)
2016,전라북도,완주군,0.0,0.0031948908965191,1,0,5.9925,183.13,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019)
2017,전라북도,완주군,0.0,0.001598721363697,0,0,5.9925,281.61,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2018,전라북도,완주군,0.0,0.001598721363697,0,0,5.9925,281.61,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2019,전라북도,완주군,0.0,0.00129915573162,0,0,5.9925,183.13,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2020,전라북도,완주군,0.0,0.0016985566355814,0,0,6.2956,183.13,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2021,전라북도,완주군,0.0,0.000499875041651,0,0,6.2956,158.6,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2022,전라북도,완주군,0.0,0.0002999550089979,1,0,6.2956,149.86,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,전라북도,완주군,0.0,0.0023971245997214,2,0,6.2956,183.13,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024)
2016,전라북도,익산시,0.00129915573162,0.0225439644348945,1,0,4.4402,205.6,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019)
2017,전라북도,익산시,0.0006997551142733,0.0024968801985871,2,0,4.4402,289.2,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2018,전라북도,익산시,9.999500033330834e-05,0.0144944461504525,3,0,4.4402,289.2,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2019,전라북도,익산시,0.0013990209137073,0.013804280976397,4,1,4.4402,205.6,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2020,전라북도,익산시,0.0,0.0066776547532405,5,0,4.2578,205.6,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2021,전라북도,익산시,0.0,0.0036931718376175,6,0,4.2578,172.23,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2022,전라북도,익산시,0.0005998200719676,9.999500033330834e-05,7,0,4.2578,172.82,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,전라북도,익산시,0.0009995003330835,0.0171520588175655,8,0,4.2578,205.6,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024)
2016,전라북도,임실군,0.0221528046411333,0.0024968801985871,1,0,15.9431,176.91,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019)
2017,전라북도,임실군,0.0118297517535772,0.0003999200213269,2,0,15.9431,247.64,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2018,전라북도,임실군,0.0121261797978405,0.0018981972830802,3,1,15.9431,247.64,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2019,전라북도,임실군,0.0076705063042197,0.0007996801705643,4,0,15.9431,176.91,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2020,전라북도,임실군,0.0129162252665463,0.0003999200213269,5,0,15.7984,176.91,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2021,전라북도,임실군,0.0035935355101301,0.000499875041651,6,0,15.7984,176.55,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2022,전라북도,임실군,0.0021975835434872,0.0024968801985871,7,0,15.7984,141.2,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,전라북도,임실군,0.0167587838149547,0.0018981972830802,8,0,15.7984,176.91,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024)
2016,전라북도,장수군,0.0,0.0038924147153438,1,0,11.7734,149.4,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019)
2017,전라북도,장수군,9.999500033330834e-05,0.001998002662673,2,0,11.7734,262.61,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2018,전라북도,장수군,0.0,0.0020977980821461,0,0,11.7734,262.61,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2019,전라북도,장수군,0.0,0.00129915573162,0,0,11.7734,149.4,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2020,전라북도,장수군,0.0,0.0021975835434872,0,0,11.8545,149.4,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2021,전라북도,장수군,0.0,0.0006997551142733,0,0,11.8545,151.15,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2022,전라북도,장수군,0.0,0.0,0,0,11.8545,114.21,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,전라북도,장수군,0.0,0.0028958031120255,1,0,11.8545,149.4,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024)
2016,전라북도,전주시,0.0002999550089979,0.0006997551142733,1,0,2.5333,190.09,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019)
2017,전라북도,전주시,0.0,0.0001999800026662,2,0,2.5333,269.9,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2018,전라북도,전주시,0.0,0.0,0,0,2.5333,269.9,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2019,전라북도,전주시,9.999500033330834e-05,0.000499875041651,1,0,2.5333,190.09,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2020,전라북도,전주시,0.0,9.999500033330834e-05,0,0,2.3431,190.09,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2021,전라북도,전주시,0.0,9.999500033330834e-05,0,0,2.3431,171.29,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2022,전라북도,전주시,0.0002999550089979,0.000499875041651,1,0,2.3431,155.85,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,전라북도,전주시,0.0001999800026662,0.000499875041651,2,0,2.3431,190.09,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024)
2016,전라북도,정읍시,0.000899595242836,0.0061808590750811,1,0,14.3121,206.87,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019)
2017,전라북도,정읍시,0.0001999800026662,0.0020977980821461,2,0,14.3121,241.96,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2018,전라북도,정읍시,0.0003999200213269,0.00329456694943,3,0,14.3121,241.96,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2019,전라북도,정읍시,0.0006997551142733,0.0016985566355814,4,0,14.3121,206.87,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2020,전라북도,정읍시,0.0001999800026662,0.0021975835434872,5,0,13.8627,206.87,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2021,전라북도,정읍시,0.0002999550089979,0.000899595242836,6,0,13.8627,200.56,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2022,전라북도,정읍시,9.999500033330834e-05,0.0025966258472659,7,0,13.8627,171.13,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,전라북도,정읍시,0.0006997551142733,0.0046889894861315,8,0,13.8627,206.87,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024)
2016,전라북도,진안군,0.0,0.004489905272852,0,0,7.1079,162.12,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019)
2017,전라북도,진안군,0.0,0.0023971245997214,0,0,7.1079,277.14,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2018,전라북도,진안군,0.0,0.0024968801985871,0,0,7.1079,277.14,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2019,전라북도,진안군,0.0,0.001598721363697,0,0,7.1079,162.12,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2020,전라북도,진안군,0.0,0.0025966258472659,0,0,7.1277,162.12,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2021,전라북도,진안군,0.0,0.0006997551142733,0,0,7.1277,147.23,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024)
2022,전라북도,진안군,0.0,0.0,0,0,7.1277,128.4,실측(원자료 기반),centroid근접(대체),2024년판(2020~2024)
2023,전라북도,진안군,0.0,0.0033942330680155,0,0,7.1277,162.12,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024)
2016,제주특별자치도,서귀포시,0.6267936800099242,0.855521099544204,1,1,5.5697,343.57,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019)
2017,제주특별자치도,서귀포시,0.5132427002815956,1.0376938736986927,2,1,5.5697,14.02,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
2018,제주특별자치도,서귀포시,0.4566017235555441,0.6130753057943867,3,1,5.5697,14.02,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019)
