연도,시도,시군구,시군구코드,log_피해밀도_본per_ha,log_인접시군_피해밀도_본per_ha,연속발생연수,집단발생여부,소나무류_면적비율(%),최근감염목과의_거리_km,데이터유형,인접시군_산정방식,임상도_기준판,stnId,거리_km,겨울철_평균최저기온,여름철_평균기온,연강수량_mm,평균풍속_ms,GDD_솔수염하늘소_base11.9,GDD_북방수염하늘소_base8.3,SPI3_최저월(최심가뭄),SPI3_유효월수,연간관측일수,겨울철_자료완전성,대응자원투입예산_소나무림ha당_log,예찰진단예산_소나무림ha당_log,예산자료_사용가능여부,대응자원투입예산_원,예찰진단예산_원,소나무림면적_원자료_ha,소나무림면적_보정_flag,log_소나무림면적,면적하한미달_flag,소나무림면적_자료유효_flag,예산결측사유,집계구분_지자체대응역량,대응자원투입예산_원_산림병해충포괄,예찰진단예산_원_산림병해충포괄,대응자원투입예산_소나무림ha당_log_산림병해충포괄,예찰진단예산_소나무림ha당_log_산림병해충포괄,대응자원투입예산_원_재선충명시,예찰진단예산_원_재선충명시,대응자원투입예산_총액_재선충명시,예찰진단예산_총액_재선충명시,대응자원투입예산_소나무림ha당_log_재선충명시,예찰진단예산_소나무림ha당_log_재선충명시,대응자원투입사업_재선충명시_존재_flag,예찰사업_재선충명시_존재_flag,예찰사업명_2016비표준_flag,재선충명시_집계범위,이동통제예산_원_산림병해충포괄,이동통제예산_소나무림ha당_log_산림병해충포괄,예찰진단예산비중_산림병해충포괄,이동통제예산비중_산림병해충포괄,이동통제예산비중_광의예산대비_산림병해충포괄,활동방제법인수_확장,방제법인수_소나무림1만ha당_log,반출금지구역_지정여부,반출금지구역면적_ha,반출금지구역면적비율,법인자료_연도완전여부,법인자료_관측여부,법인자료_최신성주의플래그,반출금지구역_이력완전_flag,확장자료_250to229_source_units,예찰자료_신뢰_flag,도로소나무비율_500m,주거지소나무비율_300m,log1p_원목생산업체수,면적_0_의심_flag,도로인접소나무면적_500m_ha_복원,주거지인접소나무면적_300m_ha_복원,원목생산업체수_누적stock,당해연도_신규원목생산업체수,임상도판_후기_flag,도로소나무비율_500m_최종사용_flag,주거지소나무비율_300m_최종사용_flag,원목생산업체수_조건부핵심_flag,log면적_동시투입필수_flag,집계구분_인위적확산,국비지원액_최종_원,log_국비지원액_최종_원,산림면적당_국비지원액_최종(원per ha),log_국비지원액_최종_per_ha,log_국비지원액_직접방제_원,log_국비지원액_예찰진단_원,예찰진단_예산비중,국비비율_최종(%),국비비율_결측_flag,매칭사업수_최종,매칭사업_없음_flag,index_eligible,국가대응수준_관측포함,도로소나무비율_500m_보정전,기후자료_결측사유,관측소_원거리_도서지역_flag,관측소_대도시권_재사용_flag,"도로소나무비율_500m_TierB참고(2023고정,104포함)",도로소나무비율_500m_TierA_통합시집계_flag
2023,서울특별시,종로구,11110,0.0,0.0,0,0,9.5865,301.29,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024),108,2.78,-4.8,25.78,1598.8,2.27,2196.9,3040.7,-0.76,12.0,365,True,13.782469354025604,0.0,1,222344000.0,0.0,229.8134676458469,0,5.437267969641027,1,1,observed,단독단위_원값유지,222344000.0,0.0,13.782469354026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,시군구직접_지방비,0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0,0,1,1,1,1,0.08494851228344753,0.558285299,0.0,0,193.23681484301537,128.30148049888848,0,0,1,1,0,1,1,단독단위_원값유지,,,,,,,,,,,,,0,0.8408419959999999,,0,1,0.8408419959999999,0
2016,서울특별시,중구,11140,0.0,0.0,0,0,0.5687,297.32,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019),108,3.11,-4.34,25.97,991.7,2.28,2199.9,3030.6,-1.7,11.0,366,True,15.907018831281558,,1,45970000.0,0.0,5.677328911138141,0,1.7364808600015833,1,1,observed,단독단위_원값유지,45970000.0,0.0,15.907018831282,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,시군구직접_지방비,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,1,0,0,1,0,0.0,0.842385775,0.0,0,5.070477730689081,4.782501114739009,0,0,0,1,0,1,1,단독단위_원값유지,,,,,,,,,,,,,0,0.8931097369999998,,0,1,1.0,0
2017,서울특별시,중구,11140,0.0,0.0,0,0,0.5687,458.58,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019),108,3.11,-4.39,25.39,1233.2,2.21,2100.6,2899.3,-1.85,12.0,365,True,15.759877123457198,0.0,1,39680000.0,0.0,5.677328911138141,0,1.7364808600015833,1,1,observed,단독단위_원값유지,39680000.0,0.0,15.759877123457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,시군구직접_지방비,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,1,0,0,1,1,0.0,0.842385775,0.0,0,5.070477730689081,4.782501114739009,0,0,0,1,0,1,1,단독단위_원값유지,,,,,,,,,,,,,0,0.8931097369999998,,0,1,1.0,0
2018,서울특별시,중구,11140,0.0,0.0,0,0,0.5687,458.58,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019),108,3.11,-6.33,26.6,1284.1,1.73,2069.6,2878.0,-1.33,12.0,365,True,15.797468092117407,0.0,1,41200000.0,0.0,5.677328911138141,0,1.7364808600015833,1,1,observed,단독단위_원값유지,41200000.0,0.0,15.797468092117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,시군구직접_지방비,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,1,0,0,1,1,0.0,0.842385775,0.0,0,5.070477730689081,4.782501114739009,0,0,0,1,0,1,1,단독단위_원값유지,,,,,,,,,,,,,0,0.8931097369999998,,0,1,1.0,0
2019,서울특별시,중구,11140,0.0,0.0,0,0,0.5687,297.32,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019),108,3.11,-4.36,25.22,891.3,1.95,2062.6,2861.8,-2.16,12.0,365,True,15.643734015074946,0.0,1,35329000.0,0.0,5.677328911138141,0,1.7364808600015833,1,1,observed,단독단위_원값유지,35329000.0,0.0,15.643734015075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,시군구직접_지방비,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,1,0,1,1,1,0.0,0.842385775,0.0,0,5.070477730689081,4.782501114739009,0,0,0,1,0,1,1,단독단위_원값유지,,,,,,,,,,,,,0,0.8931097369999998,,0,1,1.0,0
2020,서울특별시,중구,11140,0.0,0.0,0,0,0.5886,297.32,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024),108,3.11,-1.88,24.86,1651.1,2.36,1872.2,2684.3,-1.16,12.0,366,True,15.75212781857772,0.0,1,40750000.0,0.0,5.8757794482012455,0,1.7708387232643212,1,1,observed,단독단위_원값유지,40750000.0,0.0,15.752127818578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,시군구직접_지방비,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,1,0,1,1,1,0.0,0.842385775,0.0,0,5.8757794482012455,4.949673024202078,0,0,1,1,0,1,1,단독단위_원값유지,,,,,,,,,,,,,0,1.0,,0,1,1.0,0
2021,서울특별시,중구,11140,0.0,0.0,0,0,0.5886,192.28,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024),108,3.11,-4.48,25.63,1186.5,2.31,2045.2,2899.6,-1.12,12.0,365,True,15.808589321871732,0.0,1,43117000.0,0.0,5.8757794482012455,0,1.7708387232643212,1,1,observed,단독단위_원값유지,43117000.0,0.0,15.808589321872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,시군구직접_지방비,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,1,0,1,1,1,0.0,0.842385775,0.0,0,5.8757794482012455,4.949673024202078,0,0,1,1,0,1,1,단독단위_원값유지,,,,,,,,,,,,,0,1.0,,0,1,1.0,0
2022,서울특별시,중구,11140,0.0,0.0,0,0,0.5886,279.43,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024),108,3.11,-5.02,25.48,1775.3,2.37,2058.6,2907.0,-1.54,12.0,365,True,15.78191292965125,14.522806093176277,1,41982000.0,11919000.0,5.8757794482012455,0,1.7708387232643212,1,1,observed,단독단위_원값유지,41982000.0,11919000.0,15.781912929651,14.522806093176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,시군구직접_지방비,0,0.0,0.221127622864,0.0,0.0,0.0,0.0,0,0.0,0.0,0,1,1,1,1,1,0.0,0.842385775,0.0,0,5.8757794482012455,4.949673024202078,0,0,1,1,0,1,1,단독단위_원값유지,,,,,,,,,,,,,0,1.0,,0,1,1.0,0
2023,서울특별시,중구,11140,0.0,0.0,0,0,0.5886,297.32,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024),108,3.11,-4.8,25.78,1598.8,2.27,2196.9,3040.7,-0.76,12.0,365,True,15.784101947065237,14.579162450638565,1,42074000.0,12610000.0,5.8757794482012455,0,1.7708387232643212,1,1,observed,단독단위_원값유지,42074000.0,12610000.0,15.784101947065,14.579162450639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,시군구직접_지방비,0,0.0,0.23059761539,0.0,0.0,,,0,0.0,0.0,0,0,1,1,1,1,0.0,0.842385775,0.0,0,5.8757794482012455,4.949673024202078,0,0,1,1,0,1,1,단독단위_원값유지,,,,,,,,,,,,,0,1.0,,0,1,1.0,0
2016,서울특별시,중랑구,11260,0.0,0.0,0,0,4.2673,294.85,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019),108,11.59,-4.34,25.97,991.7,2.28,2199.9,3030.6,-1.7,11.0,366,True,0.0,,1,0.0,0.0,79.04433266810034,0,4.370008868082256,1,1,observed,단독단위_원값유지,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,시군구직접_지방비,0,0.0,,,,1.0,4.848204860781,0,0.0,0.0,1,1,0,0,1,0,0.11227211597474007,0.6363662559999999,0.0,0,27.315597923142683,50.3011460380175,0,0,0,1,0,1,1,단독단위_원값유지,,,,,,,,,,,,,0,0.345573136,,0,1,0.854147453,0
2017,서울특별시,중랑구,11260,0.0,0.0,0,0,4.2673,463.63,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019),108,11.59,-4.39,25.39,1233.2,2.21,2100.6,2899.3,-1.85,12.0,365,True,0.0,0.0,1,0.0,0.0,79.04433266810034,0,4.370008868082256,1,1,observed,단독단위_원값유지,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,시군구직접_지방비,0,0.0,,,,1.0,4.848204860781,0,0.0,0.0,1,1,0,0,1,1,0.13906310860268337,0.6363662559999999,0.0,0,29.433274086343427,50.3011460380175,0,0,0,1,0,1,1,단독단위_원값유지,,,,,,,,,,,,,0,0.3723641289999999,,0,1,0.854147453,0
2018,서울특별시,중랑구,11260,0.0,0.0,0,0,4.2673,463.63,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019),108,11.59,-6.33,26.6,1284.1,1.73,2069.6,2878.0,-1.33,12.0,365,True,0.0,0.0,1,0.0,0.0,79.04433266810034,0,4.370008868082256,1,1,observed,단독단위_원값유지,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,시군구직접_지방비,0,0.0,,,,1.0,4.848204860781,0,0.0,0.0,1,1,0,0,1,1,0.13906310860268337,0.6363662559999999,0.0,0,29.433274086343427,50.3011460380175,0,0,0,1,0,1,1,단독단위_원값유지,,,,,,,,,,,,,0,0.3723641289999999,,0,1,0.854147453,0
2019,서울특별시,중랑구,11260,0.0,0.0,0,0,4.2673,294.85,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019),108,11.59,-4.36,25.22,891.3,1.95,2062.6,2861.8,-2.16,12.0,365,True,0.0,0.0,1,0.0,0.0,79.04433266810034,0,4.370008868082256,1,1,observed,단독단위_원값유지,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,시군구직접_지방비,0,0.0,,,,1.0,4.848204860781,0,0.0,0.0,1,1,0,1,1,1,0.13906310860268337,0.6363662559999999,0.0,0,29.433274086343427,50.3011460380175,0,0,0,1,0,1,1,단독단위_원값유지,,,,,,,,,,,,,0,0.3723641289999999,,0,1,0.854147453,0
2020,서울특별시,중랑구,11260,0.0,0.0,0,0,4.0531,294.85,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024),108,11.59,-1.88,24.86,1651.1,2.36,1872.2,2684.3,-1.16,12.0,366,True,0.0,0.0,1,0.0,0.0,75.07549589800855,0,4.318494219215658,1,1,observed,단독단위_원값유지,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,시군구직접_지방비,0,0.0,,,,1.0,4.899325660961,0,0.0,0.0,1,1,0,1,1,1,0.13906310860063964,0.6363662559999999,0.0,0,64.12554360399595,47.775512241959056,0,0,1,1,0,1,1,단독단위_원값유지,,,,,,,,,,,,,0,0.854147453,,0,1,0.854147453,0
2021,서울특별시,중랑구,11260,0.0,0.0,0,0,4.0531,187.69,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024),108,11.59,-4.48,25.63,1186.5,2.31,2045.2,2899.6,-1.12,12.0,365,True,0.0,0.0,1,0.0,0.0,75.07549589800855,0,4.318494219215658,1,1,observed,단독단위_원값유지,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,시군구직접_지방비,0,0.0,,,,1.0,4.899325660961,0,0.0,0.0,1,1,0,1,1,1,0.13906310860063964,0.6363662559999999,0.0,0,64.12554360399595,47.775512241959056,0,0,1,1,0,1,1,단독단위_원값유지,,,,,,,,,,,,,0,0.854147453,,0,1,0.854147453,0
2022,서울특별시,중랑구,11260,0.0,0.0,0,0,4.0531,278.0,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024),108,11.59,-5.02,25.48,1775.3,2.37,2058.6,2907.0,-1.54,12.0,365,True,0.0,0.0,1,0.0,0.0,75.07549589800855,0,4.318494219215658,1,1,observed,단독단위_원값유지,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,시군구직접_지방비,0,0.0,,,,1.0,4.899325660961,0,0.0,0.0,0,1,1,1,1,1,0.13906310860063964,0.6363662559999999,0.0,0,64.12554360399595,47.775512241959056,0,0,1,1,0,1,1,단독단위_원값유지,,,,,,,,,,,,,0,0.854147453,,0,1,0.854147453,0
2023,서울특별시,중랑구,11260,0.0,0.0,0,0,4.0531,294.85,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024),108,11.59,-4.8,25.78,1598.8,2.27,2196.9,3040.7,-0.76,12.0,365,True,0.0,0.0,1,0.0,0.0,75.07549589800855,0,4.318494219215658,1,1,observed,단독단위_원값유지,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,시군구직접_지방비,0,0.0,,,,,,0,0.0,0.0,0,0,1,1,1,1,0.13906310860228044,0.6363662559999999,0.0,0,64.12554360399595,47.775512241959056,0,0,1,1,0,1,1,단독단위_원값유지,,,,,,,,,,,,,0,0.854147453,,0,1,0.854147453,0
2016,세종특별자치시,세종시,36110,0.0014988761237358,0.0002999550089979,1,0,2.7236,207.02,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019),239,8.51,,,,,,,,,0,False,,,0,,,1266.0621896527832,0,7.143666724446115,0,1,source_missing,단독단위_원값유지,,,,,,,,,,,,,1,시군구직접_지방비,0,0.0,,,,0.0,0.0,1,9088.0,7.178162395397,1,1,0,0,1,0,0.1609244030385935,0.226678009,1.791759469228055,0,530.9516643640997,286.98845642067334,5,0,0,1,0,1,1,단독단위_원값유지,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,1.0,1.0,1,0.419372499,"관측소_미개설또는신규개설_부분연도(stnId=239, 2019년까지 관측일수<360)",0,0,0.529226473,0
2017,세종특별자치시,세종시,36110,0.000899595242836,0.0001999800026662,2,0,2.7236,352.09,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019),239,8.51,,,,,,,,,0,False,,,0,,,1266.0621896527832,0,7.143666724446115,0,1,source_missing,단독단위_원값유지,,,,,,,,,,,,,0,시군구직접_지방비,0,0.0,,,,1.0,2.185883415112,1,13083.4,10.333931545328,1,1,0,0,1,0,0.15901167881714393,0.226678009,2.079441541679836,0,529.27100985345,286.98845642067334,7,2,0,1,0,1,1,단독단위_원값유지,428354000.0,19.87546051682329,17307.23232323232,9.758937524136153,19.30282714019844,19.04525996809331,0.4359618446425153,59.60570294693076,0.0,3.0,0.0,1.0,1,0.4180450329999999,"관측소_미개설또는신규개설_부분연도(stnId=239, 2019년까지 관측일수<360)",0,0,0.529226473,0
2018,세종특별자치시,세종시,36110,0.0002999550089979,0.0,3,0,2.7236,352.09,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019),239,8.51,,,,,,,,,0,False,,,0,,,1266.0621896527832,0,7.143666724446115,0,1,source_missing,단독단위_원값유지,,,,,,,,,,,,,0,시군구직접_지방비,0,0.0,,,,0.0,0.0,1,13857.4,10.945275921873,1,1,0,0,1,0,0.18920164098205583,0.226678009,2.302585092994046,0,529.2518074882196,286.98845642067334,9,2,0,1,0,1,1,단독단위_원값유지,348418000.0,19.66891346923132,14077.494949494949,9.55240373120704,19.53894532508753,17.56416723966343,0.1218765965019028,72.09190208091505,0.0,3.0,0.0,1.0,1,0.418029866,"관측소_미개설또는신규개설_부분연도(stnId=239, 2019년까지 관측일수<360)",0,0,0.529226473,0
2019,세종특별자치시,세종시,36110,0.000499875041651,9.999500033330834e-05,4,0,2.7236,207.02,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019),239,8.51,,,,1.17,,,,,215,False,,,0,,,1266.0621896527832,0,7.143666724446115,0,1,source_missing,단독단위_원값유지,,,,,,,,,,,,,0,시군구직접_지방비,0,0.0,,,,0.0,0.0,1,14590.4,11.524236423174,1,1,0,1,1,0,0.1892016409793271,0.226678009,2.4849066497880004,0,529.2518074882196,286.98845642067334,11,2,0,1,0,1,1,단독단위_원값유지,206027000.0,19.1435177909801,8324.323232323231,9.027057140800402,18.8964116969729,17.62457019450333,0.2189421774815922,69.52995808500442,0.0,3.0,0.0,1.0,1,0.418029866,"관측소_미개설또는신규개설_부분연도(stnId=239, 2019년까지 관측일수<360)",0,0,0.529226473,0
2020,세종특별자치시,세종시,36110,0.0007996801705643,0.0,5,0,2.5652,207.02,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024),239,8.51,-1.95,24.41,1685.8,1.38,1793.0,2580.1,-1.79,12.0,366,True,,,0,,,1192.3934726795087,0,7.083717887685872,0,1,source_missing,단독단위_원값유지,,,,,,,,,,,,,0,시군구직접_지방비,0,0.0,,,,0.0,0.0,1,13960.1,11.707628664412,1,1,0,1,1,0,0.18919774984605736,0.226678009,2.4849066497880004,0,631.0455850461208,270.289378331587,11,0,1,1,0,1,1,단독단위_원값유지,140829000.0,18.76305695349005,5690.060606060606,8.646651908003562,18.369113738425128,17.640994823783053,0.3256076518330741,61.93416452272578,0.0,3.0,0.0,1.0,1,0.5292259639999999,,0,0,0.529226473,0
2021,세종특별자치시,세종시,36110,0.0002999550089979,9.999500033330834e-05,6,0,2.5652,136.14,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024),239,8.51,-4.45,24.88,1104.6,1.36,1943.0,2772.7,-1.29,12.0,365,True,,,0,,,1192.3934726795087,0,7.083717887685872,0,1,source_missing,단독단위_원값유지,,,,,,,,,,,,,0,시군구직접_지방비,0,0.0,,,,0.0,0.0,1,17429.1,14.616903228121,1,1,0,1,1,0,0.18919774984605736,0.226678009,2.4849066497880004,0,631.0455850461208,270.289378331587,11,0,1,1,0,1,1,단독단위_원값유지,182830000.0,19.02406732277425,7387.070707070707,8.907621911802666,18.54289838552617,18.061574289142712,0.3819395066455177,61.849427445408566,0.0,3.0,0.0,1.0,1,0.5292259639999999,,0,0,0.529226473,0
2022,세종특별자치시,세종시,36110,0.0003999200213269,0.0001999800026662,7,0,2.5652,181.39,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024),239,8.51,-5.17,25.03,1222.4,1.31,1969.7,2792.6,-1.88,12.0,365,True,,,0,,,1192.3934726795087,0,7.083717887685872,0,1,source_missing,단독단위_원값유지,,,,,,,,,,,,,0,시군구직접_지방비,0,0.0,,,,0.0,0.0,1,17429.1,14.616903228121,0,1,1,1,1,0,0.18919774984605736,0.226678009,2.6390573296152584,0,631.0455850461208,270.289378331587,13,2,1,1,0,1,1,단독단위_원값유지,183120000.0,19.025652239069487,7398.787878787879,8.909206613752746,18.54289838552617,18.06571863227857,0.3829183049366536,63.97428731134712,0.0,3.0,0.0,1.0,1,0.5292259639999999,,0,0,0.529226473,0
2023,세종특별자치시,세종시,36110,0.0010993954433009,0.0002999550089979,8,0,2.5652,207.02,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024),239,8.51,-5.49,25.16,2103.3,1.44,2066.0,2910.9,-1.92,12.0,365,True,,,0,,,1192.3934726795087,0,7.083717887685872,0,1,source_missing,단독단위_원값유지,,,,,,,,,,,,,0,시군구직접_지방비,0,0.0,,,,,,1,16500.0,13.837714125457,0,0,1,1,1,0,0.1891977498435431,0.226678009,2.6390573296152584,0,631.0461919743984,270.289378331587,13,0,1,1,0,1,1,단독단위_원값유지,194129000.0,19.08403344965216,7843.595959595959,8.96758016092124,18.59781387243388,18.129659783613,0.3850532377954865,66.00490287746547,0.0,3.0,0.0,1.0,1,0.529226473,,0,0,0.529226473,0
2016,울산광역시,남구,31140,0.1014729689306337,1.2974358246356397,1,1,5.9415,13.34,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019),152,7.51,0.09,24.59,1693.9,2.07,2031.0,2926.2,-0.79,11.0,366,True,13.751637283622694,,1,415098000.0,0.0,442.477217492871,0,6.092388977230724,1,1,observed,단독단위_원값유지,415098000.0,0.0,13.751637283623,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,시군구직접_지방비,0,0.0,0.0,0.0,0.0,0.0,0.0,1,7302.0,16.502544563478,1,1,0,0,1,0,0.24493673200757365,0.3898835139999999,0.0,0,396.554482750062,172.5145724210628,0,0,0,1,0,1,1,단독단위_원값유지,,,,,,,,,,,,,0,0.896214465,,0,0,0.9602868,0
2017,울산광역시,남구,31140,0.0746435429957658,1.0388622842623356,2,1,5.9415,344.84,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019),152,7.51,-0.33,24.77,671.4,2.23,2058.8,2901.0,-2.31,12.0,365,True,12.202268602130154,12.951533744446303,1,88159000.0,186496000.0,442.477217492871,0,6.092388977230724,1,1,observed,단독단위_원값유지,88159000.0,186496000.0,12.20226860213,12.951533744446,78791000.0,0.0,262402000.0,0.0,12.089925973695,0.0,1.0,0.0,0,시군구직접_지방비,0,0.0,0.679019133094,0.0,0.0,0.0,0.0,1,7302.0,16.502544563478,1,1,0,0,1,1,0.24493673200757365,0.3898835139999999,0.0,0,396.554482750062,172.5145724210628,0,0,0,1,0,1,1,단독단위_원값유지,,,,,,,,,,,,,0,0.896214465,,0,0,0.9602868,0
2018,울산광역시,남구,31140,0.0791807978744412,0.9249332772554968,3,1,5.9415,344.84,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019),152,7.51,-2.71,25.15,1416.1,2.21,2013.0,2900.5,-1.29,12.0,365,True,12.586317235886018,11.471788658884106,1,129436736.0,42464000.0,442.477217492871,0,6.092388977230724,1,1,observed,단독단위_원값유지,129436736.0,42464000.0,12.586317235886,11.471788658884,120067736.0,0.0,449034000.0,0.0,12.511181316154,0.0,1.0,0.0,0,시군구직접_지방비,0,0.0,0.24702628382,0.0,0.0,0.0,0.0,1,7302.0,16.502544563478,1,1,0,0,1,1,0.24493673200757365,0.3898835139999999,1.0986122886681098,0,389.1782919593769,172.5145724210628,2,2,0,1,0,1,1,단독단위_원값유지,,,,,,,,,,,,,0,0.879544249,,0,0,0.9602868,0
2019,울산광역시,남구,31140,0.033144598592302,0.7484872755931099,4,1,5.9415,13.34,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019),152,7.51,-0.13,24.0,1450.1,2.07,1998.6,2887.4,-1.03,12.0,365,True,12.474579780737155,11.532191004340254,1,115752510.0,45108000.0,442.477217492871,0,6.092388977230724,1,1,observed,단독단위_원값유지,115752510.0,45108000.0,12.474579780737,11.53219100434,94164510.0,0.0,379086200.0,0.0,12.268169638705,0.0,1.0,0.0,0,시군구직접_지방비,0,0.0,0.280416865519,0.0,0.0,0.0,0.0,1,7302.0,16.502544563478,1,1,0,1,1,1,0.24493673200757365,0.3898835139999999,1.0986122886681098,0,389.1782919593769,172.5145724210628,2,0,0,1,0,1,1,단독단위_원값유지,,,,,,,,,,,,,0,0.879544249,,0,0,0.9602868,0
2020,울산광역시,남구,31140,0.0506931143155181,0.604643781968542,5,1,5.7336,13.34,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024),152,7.51,1.36,24.17,1557.9,2.15,1890.0,2775.3,-1.36,12.0,366,True,12.393202985278975,11.56781081233078,1,102972000.0,45108000.0,426.9935150962376,0,6.05676882598505,1,1,observed,단독단위_원값유지,102972000.0,45108000.0,12.393202985279,11.567810812331,74975000.0,0.0,252795000.0,0.0,12.075902151743,0.0,1.0,0.0,0,시군구직접_지방비,0,0.0,0.304619124797,0.0,0.0,0.0,0.0,1,7302.0,17.10096229062,1,1,0,1,1,1,0.38318010244686107,0.3898835139999999,1.0986122886681098,0,415.869923260219,166.47773212093315,2,0,1,1,0,1,1,단독단위_원값유지,,,,,,,,,,,,,0,0.973949038,,0,0,0.9602868,0
2021,울산광역시,남구,31140,0.0124225199985571,0.3911633233973047,6,1,5.7336,128.16,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024),152,7.51,-0.69,24.34,1337.0,2.05,2006.7,2934.8,-1.15,12.0,365,True,11.659337029038278,11.59415205864595,1,49431440.0,46312000.0,426.9935150962376,0,6.05676882598505,1,1,observed,단독단위_원값유지,49431440.0,46312000.0,11.659337029038,11.594152058646,28933440.0,0.0,100359470.0,0.0,11.123754509284,0.0,1.0,0.0,0,시군구직접_지방비,0,0.0,0.483709379985,0.0,0.0,1.0,3.195384426871,1,7302.0,17.10096229062,1,1,0,1,1,1,0.3021906976988268,0.3898835139999999,1.0986122886681098,0,410.0362362325177,166.47773212093315,2,0,1,1,0,1,1,단독단위_원값유지,,,,,,,,,,,,,0,0.9602868,,0,0,0.9602868,0
2022,울산광역시,남구,31140,0.0065783153601225,0.4124407218445896,7,1,5.7336,49.04,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024),152,7.51,-1.17,24.95,926.1,2.08,2082.2,2989.0,-1.95,12.0,365,True,11.047980097666835,11.61443619781272,1,26822000.0,47261000.0,426.9935150962376,0,6.05676882598505,1,1,observed,단독단위_원값유지,26822000.0,47261000.0,11.047980097667,11.614436197813,8029000.0,0.0,27717000.0,0.0,9.841854899174,0.0,1.0,0.0,0,시군구직접_지방비,0,0.0,0.637946627431,0.0,0.0,1.0,3.195384426871,1,7302.0,17.10096229062,0,1,1,1,1,1,0.3021906976988268,0.3898835139999999,1.0986122886681098,0,410.0362362325177,166.47773212093315,2,0,1,1,0,1,1,단독단위_원값유지,,,,,,,,,,,,,0,0.9602868,,0,0,0.9602868,0
