연도,시도,시군구,시군구코드,log_피해밀도_본per_ha,log_인접시군_피해밀도_본per_ha,연속발생연수,집단발생여부,소나무류_면적비율(%),최근감염목과의_거리_km,데이터유형,인접시군_산정방식,임상도_기준판,stnId,거리_km,겨울철_평균최저기온,여름철_평균기온,연강수량_mm,평균풍속_ms,GDD_솔수염하늘소_base11.9,GDD_북방수염하늘소_base8.3,SPI3_최저월(최심가뭄),SPI3_유효월수,연간관측일수,겨울철_자료완전성,대응자원투입예산_소나무림ha당_log,예찰진단예산_소나무림ha당_log,예산자료_사용가능여부,대응자원투입예산_원,예찰진단예산_원,소나무림면적_원자료_ha,소나무림면적_보정_flag,log_소나무림면적,면적하한미달_flag,소나무림면적_자료유효_flag,예산결측사유,집계구분_지자체대응역량,대응자원투입예산_원_산림병해충포괄,예찰진단예산_원_산림병해충포괄,대응자원투입예산_소나무림ha당_log_산림병해충포괄,예찰진단예산_소나무림ha당_log_산림병해충포괄,대응자원투입예산_원_재선충명시,예찰진단예산_원_재선충명시,대응자원투입예산_총액_재선충명시,예찰진단예산_총액_재선충명시,대응자원투입예산_소나무림ha당_log_재선충명시,예찰진단예산_소나무림ha당_log_재선충명시,대응자원투입사업_재선충명시_존재_flag,예찰사업_재선충명시_존재_flag,예찰사업명_2016비표준_flag,재선충명시_집계범위,이동통제예산_원_산림병해충포괄,이동통제예산_소나무림ha당_log_산림병해충포괄,예찰진단예산비중_산림병해충포괄,이동통제예산비중_산림병해충포괄,이동통제예산비중_광의예산대비_산림병해충포괄,활동방제법인수_확장,방제법인수_소나무림1만ha당_log,반출금지구역_지정여부,반출금지구역면적_ha,반출금지구역면적비율,법인자료_연도완전여부,법인자료_관측여부,법인자료_최신성주의플래그,반출금지구역_이력완전_flag,확장자료_250to229_source_units,예찰자료_신뢰_flag,도로소나무비율_500m,주거지소나무비율_300m,log1p_원목생산업체수,면적_0_의심_flag,도로인접소나무면적_500m_ha_복원,주거지인접소나무면적_300m_ha_복원,원목생산업체수_누적stock,당해연도_신규원목생산업체수,임상도판_후기_flag,도로소나무비율_500m_최종사용_flag,주거지소나무비율_300m_최종사용_flag,원목생산업체수_조건부핵심_flag,log면적_동시투입필수_flag,집계구분_인위적확산,국비지원액_최종_원,log_국비지원액_최종_원,산림면적당_국비지원액_최종(원per ha),log_국비지원액_최종_per_ha,log_국비지원액_직접방제_원,log_국비지원액_예찰진단_원,예찰진단_예산비중,국비비율_최종(%),국비비율_결측_flag,매칭사업수_최종,매칭사업_없음_flag,index_eligible,국가대응수준_관측포함,도로소나무비율_500m_보정전,기후자료_결측사유,관측소_원거리_도서지역_flag,관측소_대도시권_재사용_flag,"도로소나무비율_500m_TierB참고(2023고정,104포함)",도로소나무비율_500m_TierA_통합시집계_flag
2016,강원특별자치도,춘천시,51110,0.1418467242282363,0.004489905272852,1,0,15.369,290.4,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019),101,1.47,-7.04,25.08,1333.8,1.33,1978.4,2774.0,-1.5,11.0,366,True,10.32766135620111,,1,523611000.0,0.0,17130.760052797013,0,9.748630960024286,0,1,observed,단독단위_원값유지,523611000.0,0.0,10.327661356201,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,시군구직접_지방비,0,0.0,0.0,0.0,0.0,17.0,2.390931943069,1,28524.0,1.665074982785,1,1,0,0,1,0,0.18120672626608303,0.036093894,3.871201010907891,0,3104.208943058934,618.3158374850898,47,8,0,1,0,1,1,단독단위_원값유지,,,,,,,,,,,,,0,0.181206726,,0,0,0.178179264,0
2017,강원특별자치도,춘천시,51110,0.0129162252665463,0.0013990209137073,2,1,15.369,505.2,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019),101,1.47,-6.74,24.64,1217.2,1.35,1843.2,2610.6,-1.87,12.0,365,True,10.160539952505363,9.73300911650418,1,443023000.0,288897000.0,17130.760052797013,0,9.748630960024286,0,1,observed,단독단위_원값유지,443023000.0,288897000.0,10.160539952505,9.733009116504,266956000.0,0.0,889858000.0,0.0,9.654027617419,0.0,1.0,0.0,0,시군구직접_지방비,0,0.0,0.39471117062,0.0,0.0,16.0,2.336012536145,1,46762.0,2.729709589994,1,1,0,0,1,1,0.18120672626608142,0.036093894,3.912023005428146,0,3104.208943058934,618.3158374850898,49,2,0,1,0,1,1,단독단위_원값유지,,,,,,,,,,,,,0,0.181206726,,0,0,0.178179264,0
2018,강원특별자치도,춘천시,51110,0.0058826631581554,0.0003999200213269,3,0,15.369,505.2,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019),101,1.47,-9.62,25.72,1401.5,1.48,1845.2,2607.6,-1.16,12.0,365,True,10.01877171002394,8.221270273656067,1,384463000.0,63696000.0,17130.760052797013,0,9.748630960024286,0,1,observed,단독단위_원값유지,384463000.0,63696000.0,10.018771710024,8.221270273656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,시군구직접_지방비,0,0.0,0.142128128633,0.0,0.0,14.0,2.216202644244,1,54045.0,3.154851263659,1,1,0,0,1,1,0.18219942925245206,0.036093894,3.9889840465642745,0,3121.2146999556257,618.3158374850898,53,4,0,1,0,1,1,단독단위_원값유지,,,,,,,,,,,,,0,0.182199429,,0,0,0.178179264,0
2019,강원특별자치도,춘천시,51110,0.0127187724077746,0.0006997551142733,4,0,15.369,290.4,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019),101,1.47,-7.9,24.65,923.2,1.33,1885.8,2633.1,-1.62,12.0,365,True,11.71205399685788,8.281642694063002,1,2090516000.0,67661000.0,17130.760052797013,0,9.748630960024286,0,1,observed,단독단위_원값유지,2090516000.0,67661000.0,11.712053996858,8.281642694063,848745000.0,0.0,848745000.0,0.0,10.810658569212,0.0,1.0,0.0,0,시군구직접_지방비,0,0.0,0.031350996698,0.0,0.0,15.0,2.277900819323,1,56160.0,3.278313386383,1,1,0,1,1,1,0.18219367073751092,0.036093894,4.02535169073515,0,3121.1160610392417,618.3158374850898,55,2,0,1,0,1,1,단독단위_원값유지,,,,,,,,,,,,,0,0.182193671,,0,0,0.178179264,0
2020,강원특별자치도,춘천시,51110,0.0996643231129453,0.0030952049073024,5,1,15.39,290.4,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024),101,1.47,-4.18,24.71,1550.9,1.38,1737.8,2484.8,-1.4,12.0,366,True,11.535873652965805,8.584191115891517,1,1755220000.0,91697000.0,17154.16297742794,0,9.749996162346315,0,1,observed,단독단위_원값유지,1755220000.0,91697000.0,11.535873652966,8.584191115892,500000000.0,0.0,500000000.0,0.0,10.280156801778,0.0,1.0,0.0,0,시군구직접_지방비,0,0.0,0.049648684808,0.0,0.0,19.0,2.491222381397,1,60056.0,3.500957760459,1,1,0,1,1,1,0.17815292707639274,0.036093894,4.127134385045092,0,3056.064344663822,619.1605401660084,61,6,1,1,0,1,1,단독단위_원값유지,,,,,,,,,,,,,0,0.1781529269999999,,0,0,0.178179264,0
2021,강원특별자치도,춘천시,51110,0.0535407669280298,0.0010993954433009,6,0,15.39,172.11,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024),101,1.47,-7.9,24.82,1045.9,1.39,1874.5,2668.1,-2.05,12.0,365,True,11.112369792942362,8.820363743334646,1,1149222000.0,116129000.0,17154.16297742794,0,9.749996162346315,0,1,observed,단독단위_원값유지,1149222000.0,116129000.0,11.112369792942,8.820363743335,500000000.0,0.0,500000000.0,0.0,10.280156801778,0.0,1.0,0.0,0,시군구직접_지방비,0,0.0,0.091776115876,0.0,0.0,23.0,2.667771400177,1,74592.0,4.348332244374,1,1,0,1,1,1,0.1781815424865597,0.036093894,4.174387269895637,0,3056.555211037421,619.1605401660084,64,3,1,1,0,1,1,단독단위_원값유지,,,,,,,,,,,,,0,0.178181542,,0,0,0.178179264,0
2022,강원특별자치도,춘천시,51110,0.0591176044830888,0.001598721363697,7,0,15.39,281.36,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024),101,1.47,-8.68,24.82,1728.4,1.38,1851.8,2637.1,-1.63,12.0,365,True,11.49049145099788,8.832949289177476,1,1677343932.0,117600000.0,17154.16297742794,0,9.749996162346315,0,1,observed,단독단위_원값유지,1677343932.0,117600000.0,11.490491450998,8.832949289177,500000000.0,0.0,500000000.0,0.0,10.280156801778,0.0,1.0,0.0,0,시군구직접_지방비,0,0.0,0.065517366812,0.0,0.0,23.0,2.667771400177,1,84257.0,4.91175233154,0,1,1,1,1,1,0.1781792640217015,0.036093894,4.262679877041316,0,3056.516133854159,619.1605401660084,70,6,1,1,0,1,1,단독단위_원값유지,,,,,,,,,,,,,0,0.178179264,,0,0,0.178179264,0
2023,강원특별자치도,춘천시,51110,0.1089440869891791,0.0033942330680155,8,0,15.39,290.4,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024),101,1.47,-8.44,24.83,1389.8,1.45,1880.6,2675.6,-0.81,12.0,365,True,11.636394811982912,8.896545670372063,1,1940831130.0,125323000.0,17154.16297742794,0,9.749996162346315,0,1,observed,단독단위_원값유지,1940831130.0,125323000.0,11.636394811983,8.896545670372,1214500000.0,0.0,1414500000.0,0.0,11.167616268426,0.0,1.0,0.0,0,시군구직접_지방비,0,0.0,0.060655203879,0.0,0.0,,,1,84578.0,4.93046499041,0,0,1,1,1,1,0.1781792641557452,0.036093894,4.290459441148391,0,3056.516133854159,619.1605401660084,72,2,1,1,0,1,1,단독단위_원값유지,,,,,,,,,,,,,0,0.178179264,,0,0,0.178179264,0
2016,강원특별자치도,태백시,51190,0.0,0.0001999800026662,0,0,14.754,181.4,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019),216,0.86,-7.49,21.11,1141.4,1.56,1240.2,1942.8,-1.81,11.0,366,True,9.522195248630046,,1,61104000.0,0.0,4473.676582756398,0,8.405965851273637,0,1,observed,단독단위_원값유지,61104000.0,0.0,9.52219524863,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,시군구직접_지방비,0,0.0,0.0,0.0,0.0,2.0,1.699387542457,0,0.0,0.0,1,1,0,0,1,0,0.2289297783517523,0.099660886,2.772588722239781,0,1024.157786934221,445.85057191495486,15,2,0,1,0,1,1,단독단위_원값유지,,,,,,,,,,,,,0,0.2289297779999999,,0,0,0.201168452,0
2017,강원특별자치도,태백시,51190,0.0,9.999500033330834e-05,0,0,14.754,469.75,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019),216,0.86,-7.56,20.38,933.8,1.55,1120.0,1801.6,-2.23,12.0,365,True,7.926553336064503,9.46820118572892,1,12387000.0,57892000.0,4473.676582756398,0,8.405965851273637,0,1,observed,단독단위_원값유지,12387000.0,57892000.0,7.926553336065,9.468201185729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,시군구직접_지방비,0,0.0,0.823745357788,0.0,0.0,2.0,1.699387542457,0,0.0,0.0,1,1,0,0,1,1,0.2289297783517523,0.099660886,2.772588722239781,0,1024.157786934221,445.85057191495486,15,0,0,1,0,1,1,단독단위_원값유지,,,,,,,,,,,,,0,0.2289297779999999,,0,0,0.201168452,0
2018,강원특별자치도,태백시,51190,0.0,9.999500033330834e-05,0,0,14.754,469.75,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019),216,0.86,-9.77,21.95,1489.3,1.57,1266.6,1925.4,-1.41,12.0,365,True,7.075074380981524,8.88468851840114,1,5284000.0,32298000.0,4473.676582756398,0,8.405965851273637,0,1,observed,단독단위_원값유지,5284000.0,32298000.0,7.075074380982,8.884688518401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,시군구직접_지방비,0,0.0,0.859400776968,0.0,0.0,3.0,2.041985462914,0,0.0,0.0,1,1,0,0,1,1,0.19419386234739547,0.099660886,2.772588722239781,0,868.7605329444275,445.85057191495486,15,0,0,1,0,1,1,단독단위_원값유지,,,,,,,,,,,,,0,0.1941938619999999,,0,0,0.201168452,0
2019,강원특별자치도,태백시,51190,0.0,0.0001999800026662,0,0,14.754,181.4,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019),216,0.86,-7.77,20.69,1169.8,1.47,1232.8,1903.8,-1.05,12.0,365,True,7.911756887953185,8.931054475880284,1,12205000.0,33831000.0,4473.676582756398,0,8.405965851273637,0,1,observed,단독단위_원값유지,12205000.0,33831000.0,7.911756887953,8.93105447588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,시군구직접_지방비,0,0.0,0.734881397167,0.0,0.0,5.0,2.499507014215,0,0.0,0.0,1,1,0,1,1,1,0.19419386234739547,0.099660886,2.772588722239781,0,868.7605329444275,445.85057191495486,15,0,0,1,0,1,1,단독단위_원값유지,,,,,,,,,,,,,0,0.1941938619999999,,0,0,0.201168452,0
2020,강원특별자치도,태백시,51190,0.0,9.999500033330834e-05,0,0,14.9785,181.4,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024),216,0.86,-5.57,20.92,1530.1,1.46,1149.6,1791.1,-1.91,12.0,366,True,8.345566729248231,8.932393484636428,1,19123000.0,34392000.0,4541.774632373664,0,8.42107310284654,0,1,observed,단독단위_원값유지,19123000.0,34392000.0,8.345566729248,8.932393484636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,시군구직접_지방비,0,0.0,0.642660936186,0.0,0.0,5.0,2.485649091204,0,0.0,0.0,1,1,0,1,1,1,0.20116919737639113,0.099660886,2.8903717578961645,0,913.6651557495802,452.6372838746837,17,2,1,1,0,1,1,단독단위_원값유지,,,,,,,,,,,,,0,0.2011691969999999,,0,0,0.201168452,0
2021,강원특별자치도,태백시,51190,0.0,0.0,0,0,14.9785,68.07,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024),216,0.86,-7.14,20.18,1207.4,1.38,1120.2,1774.0,-1.13,12.0,365,True,8.112869694179956,9.09863749182749,1,15152000.0,40613000.0,4541.774632373664,0,8.42107310284654,0,1,observed,단독단위_원값유지,15152000.0,40613000.0,8.11286969418,9.098637491827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,시군구직접_지방비,0,0.0,0.72828835291,0.0,0.0,5.0,2.485649091204,0,0.0,0.0,1,1,0,1,1,1,0.20116919737639147,0.099660886,2.8903717578961645,0,913.6651557495802,452.6372838746837,17,0,1,1,0,1,1,단독단위_원값유지,,,,,,,,,,,,,0,0.2011691969999999,,0,0,0.201168452,0
2022,강원특별자치도,태백시,51190,0.0,0.0,0,0,14.9785,186.48,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024),216,0.86,-9.16,20.97,1088.9,1.35,1212.2,1866.7,-1.67,12.0,365,True,7.907246339569404,8.957882413079298,1,12335000.0,35280000.0,4541.774632373664,0,8.42107310284654,0,1,observed,단독단위_원값유지,12335000.0,35280000.0,7.907246339569,8.957882413079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,시군구직접_지방비,0,0.0,0.740942980153,0.0,0.0,6.0,2.653994859009,0,0.0,0.0,0,1,1,1,1,1,0.20116845180277665,0.099660886,2.9444389791664403,0,913.661772127479,452.6372838746837,18,1,1,1,0,1,1,단독단위_원값유지,,,,,,,,,,,,,0,0.201168452,,0,0,0.201168452,0
2023,강원특별자치도,태백시,51190,0.0,0.0001999800026662,0,0,14.9785,181.4,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024),216,0.86,-9.11,21.66,1525.8,1.31,1291.3,1986.8,-1.51,12.0,365,True,7.896491394112036,9.021482509317392,1,12203000.0,37597000.0,4541.774632373664,0,8.42107310284654,0,1,observed,단독단위_원값유지,12203000.0,37597000.0,7.896491394112,9.021482509317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,시군구직접_지방비,0,0.0,0.754959839357,0.0,0.0,,,0,0.0,0.0,0,0,1,1,1,1,0.20116845176820072,0.099660886,3.044522437723423,0,913.661772127479,452.6372838746837,20,2,1,1,0,1,1,단독단위_원값유지,,,,,,,,,,,,,0,0.201168452,,0,0,0.201168452,0
2016,강원특별자치도,평창군,51760,0.0,0.0023971245997214,0,0,15.8801,231.85,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019),100,24.67,-9.31,19.29,1184.0,3.36,948.6,1592.1,-1.3,11.0,366,True,10.095563326672842,,1,562934000.0,0.0,23228.863168648888,0,10.053150886497594,0,1,observed,단독단위_원값유지,562934000.0,0.0,10.095563326673,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,시군구직접_지방비,0,0.0,0.0,0.0,0.0,4.0,1.00136528509,0,0.0,0.0,1,1,0,0,1,0,0.1676715426480132,0.0196807719999999,2.995732273553991,0,3894.819329623229,457.1619598413763,19,3,0,1,0,1,1,단독단위_원값유지,,,,,,,,,,,,,0,0.167671543,,0,0,0.155946943,0
2017,강원특별자치도,평창군,51760,0.0,0.0001999800026662,0,0,15.8801,489.4,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019),100,24.67,-10.21,18.89,1025.3,3.48,861.6,1471.2,-1.73,12.0,365,True,9.46493436325727,9.428434148297608,1,299614655.0,288875000.0,23228.863168648888,0,10.053150886497594,0,1,observed,단독단위_원값유지,299614655.0,288875000.0,9.464934363257,9.428434148298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,시군구직접_지방비,0,0.0,0.49087523892,0.0,0.0,5.0,1.148194041316,0,0.0,0.0,1,1,0,0,1,1,0.15882748230508006,0.0196807719999999,3.295836866004329,0,3689.381846799044,457.1619598413763,26,7,0,1,0,1,1,단독단위_원값유지,,,,,,,,,,,,,0,0.1588274819999999,,0,0,0.155946943,0
2018,강원특별자치도,평창군,51760,0.0,0.0002999550089979,0,0,15.8801,489.4,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019),100,24.67,-12.61,19.88,1731.4,3.51,937.0,1503.8,-0.75,12.0,365,True,8.76998530014799,7.511563204901472,1,149526000.0,42464000.0,23228.863168648888,0,10.053150886497594,0,1,observed,단독단위_원값유지,149526000.0,42464000.0,8.769985300148,7.511563204901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,시군구직접_지방비,0,0.0,0.221178186364,0.0,0.0,5.0,1.148194041316,0,0.0,0.0,1,1,0,0,1,1,0.15869490642984022,0.0196807719999999,3.332204510175204,0,3686.302257035597,457.1619598413763,27,1,0,1,0,1,1,단독단위_원값유지,,,,,,,,,,,,,0,0.158694906,,0,0,0.155946943,0
2019,강원특별자치도,평창군,51760,0.0,0.0005998200719676,0,0,15.8801,231.85,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019),100,24.67,-10.73,19.18,1198.5,2.89,942.6,1549.6,-1.09,12.0,365,True,7.853954270389477,7.571934114342558,1,59812000.0,45108000.0,23228.863168648888,0,10.053150886497594,0,1,observed,단독단위_원값유지,59812000.0,45108000.0,7.853954270389,7.571934114343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,시군구직접_지방비,0,0.0,0.429927563858,0.0,0.0,7.0,1.389661756883,0,0.0,0.0,1,1,0,1,1,1,0.15898027789155617,0.0196807719999999,3.4339872044851463,0,3692.931124175761,457.1619598413763,30,3,0,1,0,1,1,단독단위_원값유지,,,,,,,,,,,,,0,0.158980278,,0,0,0.155946943,0
2020,강원특별자치도,평창군,51760,0.0,0.0013990209137073,0,0,15.8237,231.85,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024),100,24.67,-8.0,19.59,1755.8,3.05,902.6,1477.4,-2.32,12.0,366,True,7.856811156215711,7.591887203333239,1,59770000.0,45854000.0,23146.3052386974,0,10.0495904458566,0,1,observed,단독단위_원값유지,59770000.0,45854000.0,7.856811156216,7.591887203333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,시군구직접_지방비,0,0.0,0.434124820117,0.0,0.0,10.0,1.67153795512,0,0.0,0.0,1,1,0,1,1,1,0.15604672347602047,0.0196807719999999,3.49650756146648,0,3611.905082056463,455.53715604520914,32,2,1,1,0,1,1,단독단위_원값유지,,,,,,,,,,,,,0,0.156046723,,0,0,0.155946943,0
2021,강원특별자치도,평창군,51760,0.0,0.0005998200719676,0,0,15.8237,111.53,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024),100,24.67,-10.5,19.3,1027.3,2.99,930.4,1526.9,-1.18,12.0,365,True,7.258028505506142,7.601820884694786,1,32832000.0,46312000.0,23146.3052386974,0,10.0495904458566,0,1,observed,단독단위_원값유지,32832000.0,46312000.0,7.258028505506,7.601820884695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,시군구직접_지방비,0,0.0,0.585161225109,0.0,0.0,13.0,1.889558540999,0,0.0,0.0,1,1,0,1,1,1,0.15604672347602028,0.0196807719999999,3.58351893845611,0,3611.905082056463,455.53715604520914,35,3,1,1,0,1,1,단독단위_원값유지,,,,,,,,,,,,,0,0.156046723,,0,0,0.155946943,0
2022,강원특별자치도,평창군,51760,0.0,0.0010993954433009,0,0,15.8237,230.0,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024),100,24.67,-11.39,19.71,1361.2,3.09,995.7,1583.6,-1.28,12.0,365,True,7.129005237965591,7.617516585084713,1,28855000.0,47045000.0,23146.3052386974,0,10.0495904458566,0,1,observed,단독단위_원값유지,28855000.0,47045000.0,7.129005237966,7.617516585085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,시군구직접_지방비,0,0.0,0.619828722003,0.0,0.0,16.0,2.06845014873,0,0.0,0.0,0,1,1,1,1,1,0.15594694311532245,0.0196807719999999,3.6375861597263857,0,3609.595543719746,455.53715604520914,37,2,1,1,0,1,1,단독단위_원값유지,,,,,,,,,,,,,0,0.155946943,,0,0,0.155946943,0
2023,강원특별자치도,평창군,51760,0.0,0.0017983819413793,0,0,15.8237,231.85,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2024년판(2020~2024),100,24.67,-11.64,20.44,1291.8,2.96,1078.1,1700.0,-1.67,12.0,365,True,7.722747182141223,7.680981423311462,1,52268000.0,50129000.0,23146.3052386974,0,10.0495904458566,0,1,observed,단독단위_원값유지,52268000.0,50129000.0,7.722747182141,7.680981423311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,시군구직접_지방비,0,0.0,0.489555358067,0.0,0.0,,,0,0.0,0.0,0,0,1,1,1,1,0.15594694303605855,0.0196807719999999,3.688879454113936,0,3609.595543719746,455.53715604520914,39,2,1,1,0,1,1,단독단위_원값유지,,,,,,,,,,,,,0,0.155946943,,0,0,0.155946943,0
2016,강원특별자치도,홍천군,51720,0.0086623730786526,0.0533511754969945,1,1,19.6309,263.49,추정(시군구 평균비중 x 국가총량),SGIS실제인접,2019년판(2015~2019),212,18.4,-7.11,24.99,967.9,1.17,1997.0,2792.5,-1.76,11.0,366,True,8.545420392683333,,1,183332000.0,0.0,35652.81320403021,0,10.481583334483076,0,1,observed,단독단위_원값유지,183332000.0,0.0,8.545420392683,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,시군구직접_지방비,0,0.0,0.0,0.0,0.0,13.0,1.53606605592,0,0.0,0.0,1,1,0,0,1,0,0.14324643718275923,0.019160481,3.9889840465642745,0,5107.138460503881,683.1250499923699,53,6,0,1,0,1,1,단독단위_원값유지,,,,,,,,,,,,,0,0.143246437,,0,0,0.1553074429999999,0
2017,강원특별자치도,홍천군,51720,0.0006997551142733,0.0046889894861315,2,0,19.6309,497.21,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019),212,18.4,-7.36,24.27,1192.2,1.17,1803.3,2567.0,-1.77,12.0,365,True,9.663460326723454,0.0,1,560859000.0,0.0,35652.81320403021,0,10.481583334483076,0,1,observed,단독단위_원값유지,560859000.0,0.0,9.663460326723,0.0,119804000.0,0.0,399346000.0,0.0,8.12008184616,0.0,1.0,0.0,0,시군구직접_지방비,42750000,7.090130055227,0.0,0.070823993678,0.070823993678,14.0,1.594681339046,1,25558.0,0.71685787749,1,1,0,0,1,1,0.15653109970139126,0.019160481,4.07753744390572,0,5580.774068921373,683.1250499923699,58,5,0,1,0,1,1,단독단위_원값유지,,,,,,,,,,,,,0,0.1565311,,0,0,0.1553074429999999,0
2018,강원특별자치도,홍천군,51720,0.0009995003330835,0.0027960873020012,3,1,19.6309,497.21,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019),212,18.4,-10.15,25.5,1348.6,1.22,1819.2,2569.5,-1.04,12.0,365,True,9.506679695063433,0.0,1,479468460.0,0.0,35652.81320403021,0,10.481583334483076,0,1,observed,단독단위_원값유지,479468460.0,0.0,9.506679695063,0.0,79473150.0,0.0,264910000.0,0.0,7.709794966222,0.0,1.0,0.0,0,시군구직접_지방비,0,0.0,0.0,0.0,0.0,14.0,1.594681339046,1,31634.0,0.887279211853,1,1,0,0,1,1,0.1556096561287253,0.019160481,4.07753744390572,0,5547.921998111399,683.1250499923699,58,0,0,1,0,1,1,단독단위_원값유지,,,,,,,,,,,,,0,0.155609656,,0,0,0.1553074429999999,0
2019,강원특별자치도,홍천군,51720,0.001998002662673,0.0071742037480003,4,1,19.6309,263.49,실측(원자료 기반),SGIS실제인접,2019년판(2015~2019),212,18.4,-8.01,24.47,871.4,1.15,1885.6,2638.5,-1.86,12.0,365,True,9.469293183117657,0.0,1,461872450.0,0.0,35652.81320403021,0,10.481583334483076,0,1,observed,단독단위_원값유지,461872450.0,0.0,9.469293183118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,시군구직접_지방비,0,0.0,0.0,0.0,0.0,19.0,1.845169537807,1,43425.0,1.217996452383,1,1,0,1,1,1,0.15569254184699408,0.019160481,4.158883083359672,0,5550.877117186627,683.1250499923699,63,5,0,1,0,1,1,단독단위_원값유지,,,,,,,,,,,,,0,0.1556925419999999,,0,0,0.1553074429999999,0
2020,강원특별자치도,홍천군,51720,0.0064789660977091,0.02244618882983,5,1,19.3813,263.49,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024),212,18.4,-4.48,23.87,1485.8,1.15,1623.6,2354.5,-1.92,12.0,366,True,9.601069979512884,0.0,1,520235778.0,0.0,35199.612925457855,0,10.468790365089871,0,1,observed,단독단위_원값유지,520235778.0,0.0,9.601069979513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,시군구직접_지방비,0,0.0,0.0,0.0,0.0,20.0,1.89939948419,1,58424.0,1.659790979058,1,1,0,1,1,1,0.15536296438839153,0.019160481,4.219507705176107,0,5468.716195751843,674.4415146655897,67,4,1,1,0,1,1,단독단위_원값유지,,,,,,,,,,,,,0,0.1553629639999999,,0,0,0.1553074429999999,0
2021,강원특별자치도,홍천군,51720,0.0022973590486834,0.0190180058357618,6,1,19.3813,143.62,실측(원자료 기반),SGIS실제인접,2024년판(2020~2024),212,18.4,-8.06,23.92,950.3,1.1,1740.4,2507.8,-1.79,12.0,365,True,9.103879230181406,0.0,1,316412834.0,0.0,35199.612925457855,0,10.468790365089871,0,1,observed,단독단위_원값유지,316412834.0,0.0,9.103879230181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,시군구직접_지방비,0,0.0,0.0,0.0,0.0,21.0,1.941037539346,1,71610.0,2.03439737112,1,1,0,1,1,1,0.1553074432969947,0.019160481,4.276666119016055,0,5466.761878042609,674.4415146655897,71,4,1,1,0,1,1,단독단위_원값유지,,,,,,,,,,,,,0,0.1553074429999999,,0,0,0.1553074429999999,0
