연도,시도,시군구,log_피해밀도_본per_ha,Y_bin,노출도_점수,기후위험도_점수,지자체대응역량_점수,인위적확산_점수,구조적취약성지수,위험지수
2022,경기도,의정부시,0.0,0,-0.9978172049729178,0.34823580639730717,0.7039822447798993,-0.3122029107796501,-0.06445051614384037,-0.32059476978508694
2023,경기도,의정부시,0.0,0,-0.9978172049729178,-0.9117826104687115,0.7311373456691725,-0.2893071667640861,-0.3669424091341357,-0.7329689940685719
2016,경기도,이천시,0.0043903483012928,1,-1.235974864495506,-0.7465987375392598,-0.9207117465958612,-1.4009124828356234,-1.0760494578665627,-1.1278286949567964
2017,경기도,이천시,0.0014988761237358,1,-1.2326130013400984,-0.359980495248013,-0.33185154981294374,-1.3644430430534595,-0.8222220223636287,-0.9856788465471903
2018,경기도,이천시,0.0007996801705643,1,-1.2246589726957677,-0.3373143865654761,-0.46990743596365037,-1.3278191257893477,-0.8399249802535604,-0.9632641616835306
2019,경기도,이천시,0.0009995003330835,1,-1.2246589726957677,-0.43298597049648485,-0.4752947869348405,-1.3886102638762912,-0.8803874985008462,-1.0154184023561814
2020,경기도,이천시,0.0006997551142733,1,-1.2287295573906063,-0.17601286085493886,-0.4792523441783376,-1.463014379895884,-0.8367522855799416,-0.9559189327138098
2021,경기도,이천시,0.0027960873020012,1,-1.2287295573906063,-0.5854872346576796,-0.41354835628654335,-1.4819306061533664,-0.9274239386220489,-1.0987157994005508
2022,경기도,이천시,0.00129915573162,1,-1.2287295573906063,0.11384861271416363,-0.5178458797251975,-1.494769321551676,-0.781874036488329,-0.8698834220760396
2023,경기도,이천시,0.0033942330680155,1,-1.2287295573906063,-0.37435380746722136,-0.5504496834331887,-1.5074441731367496,-0.9152443053569415,-1.036842512664859
2020,경기도,파주시,0.0,0,-1.255570994159733,-0.7465123390762184,-0.43794779226112057,-1.2129881203514792,-0.9132548114621378,-1.0716904845291435
2021,경기도,파주시,0.0001999800026662,1,-1.255570994159733,-0.9752397352496427,-0.6533851035933409,-1.1891363693500434,-1.01833305058819,-1.1399823662531396
2022,경기도,파주시,0.000499875041651,1,-1.255570994159733,-0.16752322618297744,-0.5841680205687859,-1.202084661742656,-0.8023367256635381,-0.8750596273617889
2023,경기도,파주시,0.0003999200213269,1,-1.255570994159733,-1.130074850306561,-0.5467919486218769,-1.1786500034527063,-1.0277719491352193,-1.188098615973
2016,경기도,평택시,0.0059820716775474,1,-1.2302243458234188,-0.10753277307427739,0.3837692523680871,-1.2394915092562062,-0.5483698439464538,-0.8590828760513007
2017,경기도,평택시,0.0020977980821461,1,-1.2268592887653549,0.8073576082756572,-0.45972345673064186,-1.2039756280271723,-0.5208001913118779,-0.5411591028389567
2018,경기도,평택시,0.0002999550089979,1,-1.2189143971747174,-0.19341497583446018,-0.532634413057087,-1.1704057577182378,-0.7788423859461255,-0.8609117102424717
2019,경기도,평택시,0.0001999800026662,1,-1.2189143971747174,-0.29627727473073123,-0.5071330670792288,-1.1999721327017903,-0.8055742179216169,-0.9050546015357464
2020,경기도,평택시,0.0,0,-1.1744028271307974,-0.02930921029146976,-0.4520897439072371,-1.084954674986108,-0.685189114078903,-0.762888904136125
2021,경기도,평택시,0.0027960873020012,1,-1.1744028271307974,-0.2229310558280051,-0.4480524741808792,-1.2051189206514619,-0.7626263194477858,-0.867484267870088
2022,경기도,평택시,0.004987541511039,1,-1.1744028271307974,0.7909729356418347,-0.40683583630026143,-1.2374100242136454,-0.5069189380007174,-0.5402799719008694
2023,경기도,평택시,0.004489905272852,1,-1.1744028271307974,-0.6059181859508502,-0.4075695223191988,-1.2141705047770879,-0.8505152600444835,-0.9981638392862452
2016,경기도,포천시,0.1929317359059701,1,-0.3486782590608459,-0.3109799830221404,-0.7886150135641055,-0.3256907483445929,-0.44349100099792116,-0.32844966347585974
2017,경기도,포천시,0.0615653556581548,1,-0.34482358140526104,-0.20044499192419185,-0.3002108741220709,-0.3771242677006113,-0.3056509287880338,-0.3074642803433547
2018,경기도,포천시,0.0613772796749034,1,-0.33827938675815256,-0.047798095050278905,-0.3587805742291837,-0.3429150931022952,-0.27194328728497763,-0.2429975249702422
2019,경기도,포천시,0.059023340449461,1,-0.33827938675815256,-0.6132762906059837,-0.45185471156894286,-0.3940113876973778,-0.44935544415761425,-0.4485223550205047
2020,경기도,포천시,0.0960371881969421,1,-0.23289430970803257,-0.4497265222538047,-0.40615800747357356,-0.34482918365426646,-0.3584020057724194,-0.3424833385387012
2021,경기도,포천시,0.0303351997960729,1,-0.23289430970803257,-0.8507862681091998,-0.4739868733193113,-0.40746815140637216,-0.4912839006357289,-0.4970495764078682
2022,경기도,포천시,0.0983056887841233,1,-0.23289430970803257,0.34823580639730717,-0.4275610180986926,-0.4309758778324434,-0.18579884981046535,-0.10521146038105626
2023,경기도,포천시,0.149109422587841,1,-0.23289430970803257,-0.9117826104687115,-0.4300593564513517,-0.45206851664437436,-0.5067011983181176,-0.5322484789403727
2016,경기도,하남시,0.0358496528936972,1,-1.1905499798202097,-0.04478443986403785,0.3837692523680871,-0.7142235080182668,-0.3914471688336068,-0.6498526425675047
2017,경기도,하남시,0.0677521020508184,1,-1.1871628871736717,0.904344703314541,-0.5014374797567704,-0.6809033972488403,-0.3662897652161854,-0.3212405270359903
2018,경기도,하남시,0.0037927982386962,1,-1.1792810345597045,-0.041940653684402585,-0.5561704813217707,-0.654637524981514,-0.6080074236368479,-0.6252864044085403
2019,경기도,하남시,0.009950330853168,1,-1.1792810345597045,-0.0920398662798288,-0.5977493106874628,-0.5673953119673825,-0.6091163808735947,-0.6129054042689719
2020,경기도,하남시,0.004987541511039,1,-1.1582430789225657,0.23045539534299236,-0.6061610742641744,-0.5193257709523045,-0.5133186321990131,-0.48237115151062593
2021,경기도,하남시,0.0077697372643606,1,-1.1582430789225657,0.1375935076341145,-0.5974179097558996,-0.5037357083648211,-0.530450797352293,-0.5081284265510908
2022,경기도,하남시,0.0078689583786951,1,-1.1582430789225657,0.8825996888947447,-0.5776769783701813,-0.4816828614425159,-0.33375080746012953,-0.25244208382344563
2023,경기도,하남시,0.0272259862535914,1,-1.1582430789225657,0.14653577050564823,-0.6410538885190598,-0.45921939619537827,-0.5279951482828389,-0.49030890153743195
2016,경기도,화성시,0.0009995003330835,1,-1.1017960954801396,-0.10753277307427739,0.3837692523680871,-0.7683083317680993,-0.3984669869886073,-0.6592124001075055
2017,경기도,화성시,0.0,0,-1.0983597079294152,0.8073576082756572,0.711348555417926,-0.7319868092862336,-0.07791008838051641,-0.34099630297999717
2018,경기도,화성시,0.0003999200213269,1,-1.0906188772045904,-0.19341497583446018,-0.4613037179038565,-0.7467124578389616,-0.6230125071954671,-0.6769154369593373
2019,경기도,화성시,9.999500033330834e-05,1,-1.0906188772045904,-0.29627727473073123,-0.3637023122363262,-0.7834712016211265,-0.6335174164481936,-0.723455784518816
2020,경기도,화성시,0.0013990209137073,1,-1.109943269777649,-0.02930921029146976,-0.44662461493661354,-0.8028176631394589,-0.5971736895362978,-0.6473567144028592
2021,경기도,화성시,9.999500033330834e-05,1,-1.109943269777649,-0.2229310558280051,-0.34992082288101134,-0.8195604469352666,-0.625588898855483,-0.7174782575136401
2022,경기도,화성시,0.0,0,-1.109943269777649,0.7909729356418347,-0.4402843588700557,-0.8637993901103577,-0.4057635207790569,-0.39425657474872394
2023,경기도,화성시,0.0007996801705643,1,-1.109943269777649,-0.6059181859508502,-0.31396505340977165,-0.8404543321403597,-0.7175702103196577,-0.8521052626229529
2016,경상남도,거제시,0.4421826910433272,1,1.6968107224398903,2.054901250502473,-0.8529475661438972,0.8410177357606412,0.9349455356397768,1.5309099029010014
2017,경상남도,거제시,0.2824685053988935,1,1.7018014876493575,1.585352707048816,-0.30221934812057394,0.872344495871119,0.9643198356121795,1.3864995635230974
2018,경상남도,거제시,0.2948314546049925,1,1.7050955854411416,3.1660568672623945,-0.37629352057726384,0.8900737220517105,1.346233163544496,1.9204087249184159
2019,경상남도,거제시,0.1677154044045924,1,1.7050955854411416,2.6064901749820697,-0.4153781525985707,0.4649100020398474,1.090279402466122,1.592165254154353
2020,경상남도,거제시,0.1464352782295457,1,1.7181709920862032,1.7531866356136498,-0.29074751758644235,0.25309036772588794,0.8584251194598247,1.2414826651419137
2021,경상남도,거제시,0.1287449558905622,1,1.7181709920862032,2.3000415365861513,-0.36594711001739294,0.1046716742091865,0.9392342732160369,1.374294734293847
2022,경상남도,거제시,0.1149345380920995,1,1.7181709920862032,0.2694094618619823,-0.29163969894740205,0.1278244376859508,0.45594129817168355,0.7051349638780454
2023,경상남도,거제시,0.3507272916688302,1,1.7181709920862032,1.5019688817019887,-0.2640649772758078,0.15054085659597088,0.7766539382770887,1.1235602434613876
2016,경상남도,거창군,9.999500033330834e-05,1,1.316254877790578,-0.6139207369597425,0.3837692523680871,-0.35540360780513924,0.1826749463484459,0.11564351100856544
2017,경상남도,거창군,9.999500033330834e-05,1,1.3210342780097795,-1.0189828779575296,-0.012357485715036254,-0.3723025306871975,-0.020652154087495975,-0.023417043544982547
2018,경상남도,거창군,9.999500033330834e-05,1,1.3249330445947747,-1.0357074008811396,-0.12425044036911453,-0.38440162039356673,-0.054856604262261535,-0.0317253255599772
2019,경상남도,거창군,0.0,0,1.3249330445947747,-0.4054534815539102,-0.14126229771600501,-0.4171402190626722,0.09026926156554685,0.16744644799273078
2020,경상남도,거창군,9.999500033330834e-05,1,1.2890457646832891,-0.35254491122115283,-0.09744214514537605,-0.3818951765424383,0.11429088294358047,0.18486855897323265
2021,경상남도,거창군,0.0,0,1.2890457646832891,-0.8327019209204931,-0.10389321153157938,-0.37883451653073,-0.006595971074878346,0.025836442410688665
2022,경상남도,거창군,0.0,0,1.2890457646832891,-1.1360290281037757,-0.03465936501788083,-0.3534127345094495,-0.058763840736954225,-0.06679866597664535
2023,경상남도,거창군,9.999500033330834e-05,1,1.2890457646832891,-0.754446088303904,-0.0003250410920971891,-0.3485765094597339,0.046424531456888504,0.062007722306550404
2016,경상남도,고성군,0.087369646136907,1,2.0214201290193725,1.4481167935209995,0.3837692523680871,1.0989556802527152,1.2380654637902935,1.5228308675976958
2017,경상남도,고성군,0.0365247746823722,1,2.0265911859390484,0.9409146980267848,-0.1488423613234883,1.1302200896251013,0.9872209030668615,1.3659086578636448
2018,경상남도,고성군,0.0220549907808313,1,2.0293695087640278,1.9963359447760363,-0.2365619670615488,1.1473123902786635,1.2341139691892948,1.7243392812729095
2019,경상남도,고성군,0.0208804775793552,1,2.0293695087640278,1.30691097814558,-0.2854851183517869,1.2691279029148599,1.0799808178681702,1.5351361299414894
2020,경상남도,고성군,0.009950330853168,1,2.0068615689923694,1.3305835691635413,-0.1788176979250046,0.9613434749541053,1.029992728796253,1.4329295377033386
2021,경상남도,고성군,0.0589290675292874,1,2.0068615689923694,1.7627980777849204,-0.15943298327992855,0.7749750861916336,1.0963004374222487,1.5148782443229745
2022,경상남도,고성군,0.0195084663880429,1,2.0068615689923694,0.15554252446530897,-0.18679940698921396,0.6558243592272945,0.6578572614239397,0.9394094842283244
2023,경상남도,고성군,0.0667236320429081,1,2.0068615689923694,0.9697903172072742,-0.15237149425660956,0.6782354594077904,0.8756289628377062,1.2182957818691447
2016,경상남도,김해시,0.2741408018851136,1,0.3371711473976043,1.2410647725724697,-1.2401823102071565,0.6054745756505454,0.2358820463533657,0.7279034985402064
2017,경상남도,김해시,0.2510699539550488,1,0.3414067535165355,-0.10574659448046131,-0.40942020569211457,0.6394165757922812,0.1164141322840602,0.2916922449427851
2018,경상남도,김해시,0.2315877980968727,1,0.3468611955327004,0.846315542286079,-0.44527394618026017,0.6651557051786956,0.3532646242043037,0.619444147665825
2019,경상남도,김해시,0.0935814136215305,1,0.3468611955327004,1.4604441506385664,-0.4478479529653041,0.6132357062431355,0.4931732748622745,0.8068470174714674
2020,경상남도,김해시,0.0729716124558227,1,0.32908705792806914,0.766999775601054,-0.38149393503174744,0.646878441645403,0.3403678350356947,0.5809884250581754
2021,경상남도,김해시,0.0393168623769503,1,0.32908705792806914,1.2251257991735562,-0.3905638179367082,0.6630846267257395,0.4566834164726642,0.7390991612757883
2022,경상남도,김해시,0.0563803334361076,1,0.32908705792806914,0.18351588734790458,-0.42477033890030724,0.6854405434990034,0.19331828746866747,0.39934782959165904
2023,경상남도,김해시,0.2137394712389158,1,0.32908705792806914,0.8737596546658442,-0.4140454782687483,0.5991699274706778,0.3469927904489607,0.6006722133548638
2016,경상남도,남해군,0.0322735605502957,1,1.6227806936008784,2.186432680788589,0.3837692523680871,0.8024238629392373,1.2488516224241981,1.5372124124429016
2017,경상남도,남해군,0.0344014267173324,1,1.6277303417008728,0.9904125465482074,-0.19663908123428933,0.8338301540436531,0.813833490264611,1.1506576807642446
2018,경상남도,남해군,0.0272259862535914,1,1.6311420665080578,2.3130844877224535,-0.15220885855906574,0.8518585175925817,1.1609690533160069,1.598695023941031
2019,경상남도,남해군,0.0132123314721348,1,1.6311420665080578,2.331108264213319,-0.26036852808341254,0.6265223980369463,1.0821010501687276,1.5295909095861078
2020,경상남도,남해군,0.0052860044292373,1,1.6229540824934814,1.4137171318334332,-0.23902543509191018,0.6632584371410667,0.8652260540940178,1.2333098838226604
2021,경상남도,남해군,0.0040916179032535,1,1.6229540824934814,1.888321758236088,-0.16317926940011457,0.6762262339782782,1.0060807013269333,1.3958340249026158
2022,경상남도,남해군,0.0037927982386962,1,1.6229540824934814,0.4163929321389156,-0.17775699342458892,0.6969891917968297,0.6396448032511595,0.9121120688097423
2023,경상남도,남해군,0.0244974716003874,1,1.6229540824934814,1.843565527549156,-0.19058755956382656,0.7191560143830455,0.9987720162154641,1.3952252081418945
2016,경상남도,밀양시,0.500957089567385,1,1.217800942723416,0.8958906742281345,-1.1120310464970329,0.995092825441704,0.4991883489740554,1.0362614807977515
2017,경상남도,밀양시,0.3421702577358506,1,1.2225256605213128,-0.5360311681257485,-0.41728042548485833,0.6941531372684372,0.2408418010447858,0.46021587655466717
2018,경상남도,밀양시,0.2479532302227841,1,1.2265808614981086,0.1091052759637555,-0.41456611721782266,0.7152340991102644,0.40908852983857646,0.6836400788573762
2019,경상남도,밀양시,0.1590529298546003,1,1.2265808614981086,0.33362405850145416,-0.43814341508060217,0.8224261136838442,0.48612190465070126,0.7942103445611357
2020,경상남도,밀양시,0.0878277103655201,1,1.2004257477294602,-0.09420765950740434,-0.4357913869760265,0.8553358117404164,0.3814406282466114,0.6538512999874907
2021,경상남도,밀양시,0.0919408736983572,1,1.2004257477294602,0.35724984607492305,-0.4609688608754194,0.8674507788934339,0.4910393779555994,0.8083754575659391
2022,경상남도,밀양시,0.3323207740701613,1,1.2004257477294602,0.05520528371850242,-0.5381561436565269,0.8877942309022155,0.4013172796734128,0.7144750874500594
2023,경상남도,밀양시,0.3996482227865995,1,1.2004257477294602,0.6899146807128533,-0.5064781028634031,0.9098645775050929,0.5734317257710009,0.9334016686491354
2016,경상남도,사천시,0.4942083179425529,1,1.6693114472515758,0.5795800775464653,0.3837692523680871,0.8225626960766816,0.8638058683107025,1.0238180736249076
2017,경상남도,사천시,0.249590721329058,1,1.67428693905475,-0.5355990051489499,-0.31400901826134253,0.8538968688968335,0.41964394613532274,0.6641949342675445
2018,경상남도,사천시,0.3256279348665349,1,1.6776247307058616,0.263233618108931,-0.38636886172315876,0.8716802363608421,0.606542430863119,0.9375128617252115
2019,경상남도,사천시,0.2210613851098851,1,1.6776247307058616,0.5626191245270884,-0.37685944945374905,0.6472345201457855,0.6276547314812466,0.9624927917929118
