year,sigungu_cd,buffer_m,road_inter_ha
2019,11110,100,2.8768051120937765
2019,11140,100,0.0
2019,11170,100,0.0
2019,11200,100,0.0
2019,11215,100,0.0
2019,11230,100,0.0
2019,11260,100,0.687541795826899
2019,11290,100,3.241349159883629
2019,11305,100,0.0
2019,11320,100,0.0
2019,11350,100,13.44201833067252
2019,11380,100,0.5882016239728405
2019,11410,100,2.8128979484614707
2019,11440,100,2.513892743980104
2019,11470,100,0.0
2019,11500,100,1.177202253727145
2019,11530,100,0.0
2019,11545,100,1.3076795785895667
2019,11590,100,0.0
2019,11620,100,34.448420235898425
2019,11650,100,3.7229042518245414
2019,11680,100,1.0546851267616133
2019,11710,100,0.3836997166914151
2019,11740,100,2.2249673670557466
2019,26110,100,0.0
2019,26140,100,0.15450536485523883
2019,26170,100,12.443910101490564
2019,26200,100,0.0
2019,26230,100,8.515717584476283
2019,26260,100,8.69976597973903
2019,26290,100,10.24646340297893
2019,26320,100,14.161724175761602
2019,26350,100,75.77944460313903
2019,26380,100,0.019965259629185186
2019,26410,100,41.68658948129008
2019,26440,100,53.55062136225485
2019,26470,100,0.23542970002058705
2019,26500,100,7.836950229201237
2019,26530,100,14.26700989131906
2019,26710,100,264.1399572875957
2019,27140,100,67.42792403442996
2019,27170,100,0.7216109922877073
2019,27200,100,4.146968762644216
2019,27230,100,33.4836635653827
2019,27260,100,35.733077362162625
2019,27290,100,29.611914006694224
2019,27710,100,106.52149049494507
2019,27720,100,205.26734457120241
2019,28110,100,3.947809946960742
2019,28177,100,0.0
2019,28185,100,0.0
2019,28200,100,3.761158715109761
2019,28237,100,1.011790479562176
2019,28245,100,0.22103071332448704
2019,28260,100,0.0
2019,28710,100,2.1064771457068803
2019,28720,100,0.0
2019,29110,100,24.35760430388682
2019,29140,100,0.047064419028566916
2019,29155,100,18.821894422354383
2019,29170,100,7.422018117579943
2019,29200,100,50.830311197129994
2019,30110,100,22.031642968502084
2019,30140,100,6.4243099032621895
2019,30170,100,9.020886301991307
