year,sigungu_cd,buffer_m,road_inter_ha
2017,11110,100,2.8768051120937765
2017,11140,100,0.0
2017,11170,100,0.0
2017,11200,100,0.0
2017,11215,100,0.0
2017,11230,100,0.0
2017,11260,100,0.687541795826899
2017,11290,100,3.241349159883629
2017,11305,100,0.0
2017,11320,100,0.0
2017,11350,100,13.44201833067252
2017,11380,100,0.5882016239728405
2017,11410,100,2.8128979484614707
2017,11440,100,2.513892743980104
2017,11470,100,0.0
2017,11500,100,1.177202253727145
2017,11530,100,0.0
2017,11545,100,1.3076795785895667
2017,11590,100,0.0
2017,11620,100,34.44842023589886
2017,11650,100,3.7229042518245414
2017,11680,100,1.0546851267616133
2017,11710,100,0.3836997166914151
2017,11740,100,2.2249673670557466
2017,26110,100,0.0
2017,26140,100,0.15450536485523883
2017,26170,100,12.443910101490564
2017,26200,100,0.0
2017,26230,100,8.515717584476283
2017,26260,100,8.69976597973903
2017,26290,100,10.24646340297893
2017,26320,100,10.372547450413595
2017,26350,100,75.77944460313903
2017,26380,100,0.019965259629185186
2017,26410,100,39.13209094314218
2017,26440,100,34.104252428976764
2017,26470,100,0.23542970002058705
2017,26500,100,7.836950229201237
2017,26530,100,14.26700989131906
2017,26710,100,276.24681332702676
2017,27140,100,67.44372833234141
2017,27170,100,0.7216109922877073
2017,27200,100,4.146968762644216
2017,27230,100,33.43542584408001
2017,27260,100,35.733077369002935
2017,27290,100,29.611914006694224
2017,27710,100,105.1196057623635
2017,27720,100,205.26734457120185
2017,28110,100,3.9460877199583577
2017,28177,100,0.0
2017,28185,100,0.0
2017,28200,100,3.81950376283827
2017,28237,100,1.0354721440567505
2017,28245,100,0.22103064960470414
2017,28260,100,0.0
2017,28710,100,2.1064771457068803
2017,28720,100,0.0
2017,29110,100,24.357604406857128
2017,29140,100,0.047064419028566916
2017,29155,100,18.82189442235453
2017,29170,100,4.94477613310707
2017,29200,100,50.83031078415414
2017,30110,100,22.031642968495625
2017,30140,100,6.4243099032621895
2017,30170,100,9.020886301991307
2017,30200,100,35.8997772177513
2017,30230,100,6.327441923038366
2017,31110,100,44.244969669764416
2017,31140,100,15.350402258212357
2017,31170,100,0.0
2017,31200,100,81.98408212882116
2017,31710,100,315.17486387418035
2017,36110,100,22.894966592434795
2017,41111,100,3.283850440838199
2017,41113,100,3.5846836232902053
2017,41115,100,0.0
2017,41117,100,1.5010119557676207
2017,41131,100,4.3594986045381585
2017,41133,100,4.628390633633824
2017,41135,100,10.61607322304342
2017,41150,100,23.25778841510149
2017,41171,100,11.271670931494794
2017,41173,100,12.55031883339293
2017,41190,100,0.43057550954163637
2017,41210,100,2.6572944479096803
2017,41220,100,20.96044258605561
2017,41250,100,1.5607816587560213
2017,41271,100,6.538221952850005
2017,41273,100,1.6895483788006076
2017,41281,100,3.293542431209751
2017,41285,100,0.27571999365217104
2017,41287,100,0.0
2017,41290,100,0.37790282322955193
2017,41310,100,7.385565085450362
2017,41360,100,97.2157143350978
2017,41370,100,1.252351762070557
2017,41390,100,10.371177709032757
2017,41410,100,5.621552267100849
2017,41430,100,10.703763368591463
2017,41450,100,6.891239425793955
2017,41461,100,40.87714265278921
2017,41463,100,6.309387393443517
2017,41465,100,1.4005012644720591
2017,41480,100,19.127573849833134
2017,41500,100,18.722626922384844
2017,41550,100,49.412128853515306
2017,41570,100,2.223857082967823
2017,41590,100,43.9091024935002
2017,41610,100,67.07604301035511
2017,41630,100,54.99818012531831
2017,41650,100,181.4264219213564
2017,41670,100,66.91263367622258
2017,41800,100,24.942113864304684
2017,41820,100,314.0775592267545
2017,41830,100,167.08184396214858
2017,43111,100,43.5715807680086
2017,43112,100,6.919545645180972
2017,43113,100,6.987855173095723
2017,43114,100,9.336687071660181
2017,43130,100,167.968914169795
2017,43150,100,299.8846864692003
2017,43720,100,141.60363325631792
2017,43730,100,56.9160126683095
